ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0050890	cognition	131/4760	308/15504	0.425324675324675	1.38534322820037	4.54660051930071	6.28145364577641e-06	0.000254786085549917	0.000218016711252831	TNR/GRM5/SORCS3/CNTNAP2/ADCY8/CHRNA7/GRIN2B/KCNK10/GRIN2A/GPR158/NETO1/SHANK2/ADGRF1/GRIA1/ELAVL4/LHCGR/PTPRZ1/AFF2/MEIS2/PAX6/NRXN3/NRXN1/SCN2A/SLC12A5/RELN/TBR1/ADAM2/TMPRSS11E/PIANP/SHANK1/DRD3/PRKCG/LHX8/CSMD1/PDE1B/NRXN2/FOXB1/PAK5/SLC24A2/KLK8/CHRNA4/SYNGAP1/NEUROD2/TTBK1/RASGRF1/GABRA5/CHL1/SLC6A3/OPRK1/RAG1/RTL4/B3GAT1/SYT4/NPAS4/MFSD2A/SNAP25/JPH4/JAKMIP1/DRD1/SHISA7/MUSK/GLP1R/GPR88/GTF2A1L/SLC7A11/STRA6/EPHB2/DRD2/LMX1A/BRSK1/CUX2/NTRK1/KCNK2/TIFAB/CNTN2/SLC8A2/GRIN1/HRH1/HOXA1/CRHBP/JPH3/ASIC1/LILRB2/CAMK4/GHSR/ADORA1/PRKCZ/CHRFAM7A/TNF/CNR1/PPP1R1B/PTN/EGR2/MAPK8IP2/DKK1/CHRNB2/TPBG/ST3GAL4/PRRT1/NLGN3/NFATC4/MGAT3/NTSR1/ABCA7/ADGRB3/PRKAR1B/ABCC8/TREM2/CLN3/NPTX2/PTGS2/TTC8/OPRL1/CDK5/NTRK2/HTR2A/BRINP1/NLGN4X/TACR1/CHST10/AGER/FYN/KIT/SLC1A1/GRPR/FOXO6/LDLR/DNAAF4/PRKAR2B/PTCHD1/POMK	131
GO:0042330	taxis	165/4760	404/15504	0.408415841584158	1.33026874115983	4.47711273374329	7.75302685122453e-06	0.000304062417304316	0.000260181744592505	CASR/DSCAM/HRG/CYP19A1/PIK3C2G/PTPRO/NRG3/FPR2/TIAM1/TBR1/CXCL6/FGF4/CCR5/CXADR/POU4F2/TNFSF11/TNFRSF11A/NCKAP1L/SEMA3D/TAFA4/TNFSF14/LECT2/TRPV4/LGR6/ACKR2/NTRK3/ROBO2/SEMA3A/CCR6/IL12A/SEMA3E/SUCNR1/C5/TNFSF18/OR1D2/C5AR2/NRG1/TRPM2/PLAUR/ARHGEF5/DOCK2/CCL15/CCL20/RHO/ROBO3/FEZF2/CH25H/PLA2G7/PIK3CG/EGR3/SLAMF1/CXCL5/F2RL1/JAML/CNR2/VAV1/DEFB110/ADGRE2/CCL22/NOD2/SCG2/BIN2/S100A14/PTPRJ/CCL16/CCRL2/CALCA/DPEP1/CCL28/FPR1/P2RX4/CCR2/SPN/CXCL17/PLEKHG5/COLEC10/CCL4/TREM1/PTN/C3AR1/VAV3/EPHA7/SLIT1/CMTM3/WNT7B/TPBG/CCL26/CMTM1/SEMA4A/CCL13/BST1/CXCL11/CYP7B1/VCAM1/CXCL13/SYK/IL23A/NRP2/CMTM2/WNT3/CSF3R/LEF1/IL1B/PERP/STAP1/TREM2/RNASE3/CXCL8/LTB4R2/CXCR2/ALOX5/CMKLR1/CXCL10/CXCL1/ITGB3/SEMA4F/ADAM8/FGF10/ARTN/CXCL16/CMTM5/CCL3L1/FFAR2/SERPIND1/FPR3/RNASE2/FGF18/ITGB2/EFNA5/CCL4L2/LYN/ARHGEF16/SLAMF8/CTSG/SEMA7A/PTK2B/XCR1/CXCR1/PLXNA4/F7/PRKCD/IL16/CORO1A/CCR7/PROK2/NTF3/BMP4/FGF1/L1CAM/CCL27/PIK3CD/LBP/IL34/AGER/OPN4/KIT/SFTPD/CMTM7/STK39/ECSCR/CCL21/RARRES2/PDGFD/IL6/CMTM8	165
GO:0032944	regulation of mononuclear cell proliferation	99/4760	222/15504	0.445945945945946	1.45250965250965	4.5200432169481	7.95278745515226e-06	0.00030984478493034	0.000265129631641988	CR1/SPTA1/IL12RB1/CRTAM/SOX11/TNFRSF9/ZP4/NCKAP1L/CDKN2A/IL1A/PLA2G2F/FCGR2B/IL23R/PRLR/MPL/IL12B/FCRL3/IL12A/CRP/TNFSF8/LGALS9C/TNFRSF13B/TNFSF18/IL13/LILRB1/CTLA4/EPHB2/LILRB4/RIPK3/PLA2G5/IL2RA/SLAMF1/FCGR3A/HHLA2/BTK/SHH/CD80/CD6/CCDC88B/CD28/CARD11/LILRB2/CD86/CD1D/IL2/CCR2/SPN/IKZF3/VTCN1/VAV3/HLA-G/CD300A/CHRNB2/PTPN22/CLC/LEP/TSPAN32/BST1/VCAM1/TNFSF9/CD209/SYK/IL23A/SASH3/FOXP3/PLA2G2D/LST1/HAVCR2/IL1B/INPP5D/BTN2A2/CD3E/RASAL3/FGF10/PTPN6/CD22/TNFSF4/SLC7A1/HLA-DMB/MAPK8IP1/PNP/LYN/CD24/CORO1A/ZAP70/TACR1/PLA2G2A/RASSF5/BMP4/CD40/AGER/TYROBP/HLA-DPB1/SFTPD/HLA-DPA1/CD40LG/TNFRSF13C/VSIG4/IL6	99
GO:0050727	regulation of inflammatory response	150/4760	364/15504	0.412087912087912	1.34222919937206	4.39777661454703	1.12662095670058e-05	0.000406820079608588	0.000348109966980526	CYP19A1/MAS1/NLRP11/NLRP4/IL22RA2/FPR2/ISL1/NLRP7/NLRP5/MMP8/KRT1/TNFSF11/TNFRSF11A/ZBP1/NR1H4/NLRP14/CASP5/IL1RL1/IRGM/FCGR2B/ACOD1/NLRP13/FFAR4/TRPV4/IL12B/TTBK1/CD200R1L/APCS/IL1RL2/AOAH/DUOXA1/FANCD2/SUCNR1/FANCA/PTGER3/WFDC1/TNFSF18/IL13/PGLYRP2/NLRP9/NLRP8/LTA/PLCG2/LRFN5/ALOX15/AIM2/IL20/TYRO3/AHSG/SMPDL3B/PLA2G7/PIK3CG/HCK/IL2RA/IL22RA1/FCGR1A/GPR4/MMP26/MMP3/IL22/BTK/FNDC4/NLRP10/NOD2/NLRP2/MMP9/REG3A/TNC/PBK/CD28/CLEC12A/PLA2G3/NLRP1/PIK3AP1/IL2/NLRP3/GHSR/CCR2/SPN/ADORA1/GGT1/CXCL17/CHRFAM7A/CMA1/TNF/CNR1/IL17A/HAMP/NPY5R/DNASE1L3/ADAMTS12/SLC39A8/LILRA5/CREB3L3/NLRP12/BST1/GBP5/ADORA2A/SYK/SNCA/IL23A/ACP5/MFHAS1/FOXP3/PLA2G2D/MEFV/IFI35/IL1B/STAP1/TREM2/SIGLEC10/PTGES/ALOX5/NCF1/IL10RA/ADAM8/TLR7/AKNA/PTPN6/PTGS2/FFAR2/CCN4/SOCS3/TNFSF4/LGALS2/FGR/SPHK1/TSLP/ARMH4/LYN/TLR3/NR1H3/SLAMF8/SEMA7A/MAP3K8/HTR2A/PRKCD/IL16/CCR7/PLA2G2A/NKG7/LBP/ALOX5AP/AGER/FYN/GATA3/STK39/LDLR/IL6/ACE2	150
GO:0140966	piRNA-mediated heterochromatin formation	13/4760	15/15504	0.866666666666667	2.82285714285714	4.70126707793527	1.14518831252286e-05	0.000411018496167295	0.000351702490365872	PIWIL1/TDRD9/TDRD5/FKBP6/DDX4/MOV10L1/TDRD1/C19orf84/SPOCD1/TDRD12/MAEL/PIWIL4/PIWIL2	13
GO:1902105	regulation of leukocyte differentiation	131/4760	312/15504	0.419871794871795	1.36758241758242	4.36569007033186	1.35606026388855e-05	0.000478011243020713	0.00040902719989721	CR1/IL12RB1/CRTAM/CD101/IL36B/PCK1/ROR2/POU4F2/ACTL6B/TNFSF11/TNFRSF11A/NCKAP1L/DCSTAMP/CDKN2A/CARTPT/FCGR2B/FSHB/IL23R/ZNF683/IL12B/FCRL3/APCS/IL1RL2/PGLYRP3/RAG1/FANCD2/GPR55/IFNL1/FANCA/TNFSF18/UBASH3B/NFAM1/PSG9/PGLYRP2/LILRB1/CTLA4/IL20/LILRB4/IL2RA/TOX/EGR3/BTK/LTF/WNT10B/SHH/CD80/IRF4/FOXN1/CD28/CARD11/IAPP/CLEC12A/CALCA/RHOH/JAK3/PLA2G3/LAG3/LILRB2/CAMK4/POU4F1/TNFRSF11B/CD86/IL2/NLRP3/CCR2/PRKCZ/IKZF3/PIK3R6/TNF/IL17A/IL4R/HLA-G/TESPA1/CD4/VNN1/TMEM176B/NFKBID/TNFSF9/PRDM16/CLDN18/SYK/IL23A/SASH3/FOXP3/TMEM178A/LEF1/INHBA/INPP5D/INHA/TREM2/HLA-DOA/BTN2A2/RASSF2/ERFE/ADAM8/PTPN6/TBX21/ZC3H12A/LIF/RUNX3/TNFSF4/MMP14/PNP/LYN/SOX12/HMGB3/CYP26B1/TLR3/SLAMF8/CD83/LOXL3/IL2RG/GLI3/ZAP70/BMP4/PRDM1/C1QC/HCLS1/IL34/AGER/MYC/TYROBP/SOX4/GATA3/RAG2/TAL1/EVI2B/LILRB3/CD27/HLX/CEACAM1	131
GO:0007140	male meiotic nuclear division	31/4760	52/15504	0.596153846153846	1.94175824175824	4.52769435391584	1.47931820419559e-05	0.000512311251768789	0.000438377213604037	BRDT/TDRD9/TEX15/TAF1L/SPO11/DDX4/SHCBP1L/MOV10L1/ASZ1/DMRTC2/M1AP/FANCA/TESMIN/RBM46/KCTD19/TDRD12/TEX14/TEX11/TRIP13/HSF5/MEIKIN/SLC25A31/CCNA1/DMC1/MAEL/ZNF541/REC8/KIF18A/HSF2BP/TDRKH/CYP26B1	31
GO:0019373	epoxygenase P450 pathway	14/4760	17/15504	0.823529411764706	2.68235294117647	4.6194074806812	1.61847542727374e-05	0.00055724485350669	0.000476826236652128	CYP2C19/CYP4F12/CYP2B6/CYP2C9/CYP4F2/CYP2F1/CYP2A13/CYP1A2/CYP2E1/CYP2A7/CYP2S1/CYP2A6/CYP1A1/CYP4A11	14
GO:0050900	leukocyte migration	142/4760	344/15504	0.412790697674419	1.34451827242525	4.30100781306564	1.72305529673482e-05	0.000586432957888714	0.00050180206887365	CYP19A1/PTPRO/CRTAM/GP2/FPR2/CXCL6/ROR2/CCR5/CXADR/MCOLN2/ADTRP/TNFSF11/TNFRSF11A/NCKAP1L/GCSAML/UMOD/IL1A/TAFA4/TNFSF14/FUT9/TRPV4/CCR6/IL12A/CHST4/C5/TNFSF18/C5AR2/TRPM2/ARHGEF5/CCL20/CH25H/PLA2G7/PIK3CG/RIPK3/HCK/BDKRB1/GPR15/SLAMF1/CXCL5/F2RL1/JAML/CNR2/VAV1/ADGRE2/CCL22/NOD2/SCG2/ITGA2B/GCSAM/S100A14/PTPRJ/CCL16/CALCA/DPEP1/CCL28/P2RX4/CCR2/SPN/ADORA1/CXCL17/TNF/CCL4/TREM1/IL17A/ADD2/PTN/AIRE/C3AR1/VAV3/CD300A/LEP/CCL26/NLRP12/CCL13/ST3GAL4/BST1/CXCL11/CYP7B1/VCAM1/CXCL13/SYK/DOCK8/IL23A/EMILIN1/CSF3R/IL1B/PERP/STAP1/ITGAL/MYO1G/TREM2/CXCL8/CXCR2/STK10/ALOX5/CMKLR1/CXCL10/SELL/ITGB3/ADAM8/ARTN/CD177/ITGB7/CXCL16/TBX21/FFAR2/ITGB2/CCL4L2/SELPLG/MMP14/LYN/SLAMF8/CTSG/PTK2B/F11R/CXCR1/F7/IL16/ECM1/CORO1A/ZAP70/CCR7/TACR1/CCL27/PIK3CD/IL27RA/LRCH1/LBP/SELP/IL34/AGER/FYN/KIT/CHST2/SFTPD/GATA3/STK39/EPX/CCL21/RARRES2/PDGFD/IL6	142
GO:0034587	piRNA processing	15/4760	19/15504	0.789473684210526	2.57142857142857	4.56188350650542	2.00769055058628e-05	0.000675542240941589	0.000578051573595835	PIWIL1/PIWIL3/TDRD9/EXD1/FKBP6/DDX4/MOV10L1/TDRD1/TDRD12/MAEL/PIWIL4/TDRKH/GPAT2/PIWIL2/PNLDC1	15
GO:0055081	monoatomic anion homeostasis	16/4760	21/15504	0.761904761904762	2.48163265306122	4.52221265707871	2.28853222196709e-05	0.000763679074723413	0.000653468967759561	SLC12A3/SLC12A1/SLC12A5/UMOD/CA12/SLC12A8/TBXAS1/OTC/FASLG/CPS1/SLC12A9/WNK4/ATP6V1B1/KCNE3/KCNQ1/STK39	16
GO:1903305	regulation of regulated secretory pathway	59/4760	121/15504	0.487603305785124	1.58819362455726	4.32335430514206	2.29542173760161e-05	0.000763679074723413	0.000653468967759561	SLC4A8/SV2C/RPH3A/SYT1/CACNB4/SYT10/SYT12/SYT3/RIMS2/PRKCG/NLGN1/TRPV6/NCKAP1L/SYT17/FCGR2B/SYT5/STXBP2/WNT7A/SYT4/GATA1/IL13/SCAMP5/IL13RA2/DOC2A/F2RL1/ADGRE2/CSPG5/RIMS3/PLA2G3/SYT15/CCR2/PRKCB/IL4R/CDK5R2/CD300A/SYK/SV2B/PRAM1/ITGAM/RIMS1/STX1A/P2RX1/RIMS4/DOC2B/SYT13/UNC13D/CD177/FGR/ITGB2/ADRA2A/LYN/CDK5/MICAL1/HLA-F/RAB27A/CD160/SYT9/CEACAM1/SYT6	59
GO:0050867	positive regulation of cell activation	146/4760	357/15504	0.408963585434174	1.33205282112845	4.22480160784897	2.33477710933113e-05	0.000772432963209998	0.000660959541565426	CR1/SPTA1/IL12RB1/IL36B/SIRPG/PCK1/MMP8/LILRA2/ACTL6B/TNFSF11/ZP4/NCKAP1L/IL1RL1/IRGM/IL1A/IL23R/PRLR/MPL/TNFSF14/IL12B/FCRL3/TTBK1/IL1RL2/RAG1/SPACA3/IL12A/IL13/LILRB1/EPHB2/LILRB4/FCHO1/IL2RA/TOX/EGR3/SLAMF1/VAV1/MYB/FCGR3A/RPS6KA1/HHLA2/BTK/NOD2/WNT10B/SHH/CD80/CLEC4D/CD6/PTPRJ/CCDC88B/CD28/CARD11/RHOH/LILRB2/ICOS/SIRPB1/HLA-DQB2/CD86/CD1D/IL2/NLRP3/HAVCR1/CCR2/SPN/PRKCZ/PIK3R6/VTCN1/TNF/IL4R/HAMP/VAV3/HLA-G/TESPA1/CD4/LILRA5/HLA-DQA1/VNN1/EFNB3/CHRNB2/LEP/BST1/NFKBID/VCAM1/TNFSF9/CD209/SYK/DOCK8/IL23A/PLEK/SASH3/FOXP3/HAVCR2/KMT5C/LEF1/IL1B/INPP5D/STAP1/TREM2/HLA-DOA/BTN2A2/CD3E/RASAL3/ADAM8/FGF10/PTPN6/TBX21/HLA-DOB/RUNX3/TNFSF4/SLC7A1/TSLP/HLA-DMB/MMP14/PNP/LYN/SOX12/CD83/MAP3K8/IL2RG/GLI3/IL16/CD24/CORO1A/ZAP70/CCR7/TACR1/CD40/TLR6/NR4A3/LBP/SELP/AGER/FYN/CD160/TYROBP/SOX4/HLA-DPB1/HLA-DPA1/GATA3/CD40LG/HLA-DQB1/TNFRSF13C/HLA-DQA1/CD27/CCL21/HLX/IL6	146
GO:0002825	regulation of T-helper 1 type immune response	19/4760	27/15504	0.703703703703704	2.29206349206349	4.47250357378112	2.52754929910679e-05	0.000817931527284722	0.000699891994587293	IL12RB1/IL1RL1/IL23R/IL12B/SLAMF1/NLRP10/CD80/IL18R1/JAK3/SLC11A1/CCR2/IL4R/IL23A/HAVCR2/IL1B/TBX21/TNFSF4/IL27RA/HLX	19
GO:0032609	type II interferon production	54/4760	109/15504	0.495412844036697	1.61363040629096	4.27916097073776	2.86119102624488e-05	0.000910966304162482	0.000779500486720025	CR1/IL12RB1/CRTAM/IL36RN/ISL1/NR1H4/IL1RL1/IRGM/SLAMF6/IL23R/ZNF683/HMSD/IL12B/PGLYRP3/IL12A/IFNL1/LGALS9C/PGLYRP2/LILRB1/LTA/LILRB4/RIPK3/CD244/SLAMF1/F2RL1/NOD2/IL18R1/SLC11A1/IL2/CCR2/TNF/IRF8/PTPN22/IL23A/SASH3/FOXP3/HAVCR2/IL1B/INHBA/TLR8/INHA/CD3E/TLR7/ZC3H12A/TNFSF4/TLR3/CCR7/IL27RA/CD160/HLA-DPB1/HLA-DPA1/GATA3/BTN3A2/CD14	54
GO:0022412	cellular process involved in reproduction in multicellular organism	150/4760	370/15504	0.405405405405405	1.32046332046332	4.15270112530332	3.10032240570454e-05	0.000981824026020443	0.000840132398596209	CFAP221/PIWIL1/ADAD1/WT1/BRDT/CFTR/CFAP52/DRC7/ADGB/BNC1/AXDND1/DDX25/CFAP47/GALNTL5/TDRD5/CFAP54/CFAP65/ARMC3/CFAP43/CFAP57/ADCY10/RXFP2/FMN2/CRISP1/FAM9A/ZPBP/ADAM2/ROPN1/CTCFL/BSPH1/CATSPERD/SUN5/FAM9C/KNL1/TNP2/SPO11/SYCP1/DDX4/PRDM14/ELSPBP1/MOV10L1/SEMG1/PDILT/DAZL/TDRD1/PAQR5/GLI1/KASH5/TTC21A/SPATA16/FAM9B/NOX5/OOSP2/AKAP4/SPAG6/RSPH1/ZPBP2/EREG/SPACA3/DMRTC2/CCR6/ZAR1L/OCA2/CYLC1/SOX30/CCDC38/ADAM7/CHD5/IZUMO3/SEPTIN14/IZUMO1/SEMG2/GK2/MAJIN/FUT6/TCP11/DRC1/CFAP97D1/PMFBP1/MEIOSIN/RBM46/SPINK1/TCP11X2/ZMYND15/TDRD12/GPR149/SPEM3/NOBOX/SOHLH1/SPACA6/LYZL6/TRIP13/SPACA1/WDR54/RSPH6A/HORMAD1/GARIN1B/TBC1D21/IQCF1/LIN28A/DCST1/PLA2G3/DMC1/MAEL/CFAP206/PDCL2/RNF17/ACRBP/FOLR3/KLC3/CATSPER4/PTN/FANCG/SOHLH2/IFT56/SLC22A14/CELF4/RFX2/STRA8/PAQR8/PTX3/REC8/BAX/ROPN1L/WEE2/EQTN/INHBA/DCST2/SPAM1/SPANXB1/TMEM119/ARMC12/TDRKH/CCDC63/ZMYND12/PIWIL2/CFAP157/ARMC2/DNALI1/PTK2B/FOLR2/BMP4/PRDM1/SEPTIN4/PACRG/KIT/H1-7/TAF4B/LLCFC1/TSSK4	150
GO:0002237	response to molecule of bacterial origin	135/4760	328/15504	0.411585365853659	1.34059233449477	4.14974568766788	3.24813052277202e-05	0.00101410377557071	0.000867753706179878	FGFR2/PALM3/NUGGC/IL36B/IL36RN/NLRP7/CXCL6/MMP8/LILRA2/CCR5/TNIP3/TNFRSF11A/NR1H4/UMOD/IRGM/IL1A/FCGR2B/ACOD1/IL23R/BPI/AICDA/IL12B/GJB2/OPRK1/PENK/IL12A/GATA1/IL13/TLR10/LILRB1/LTA/PLCG2/EPHB2/IL36G/FASLG/FMO1/HCK/GJB6/BDKRB1/CXCL5/TIFAB/KMO/MMP3/CNR2/UGT1A1/BTK/CPS1/LTF/PTGIR/NOD2/P2RX7/LY86/MMP9/CD80/FCAR/CD6/SMAD6/INAVA/S100A14/C2/NOS2/CCL28/GFI1/LILRB2/SLC11A1/TRIM6/CD86/REN/NLRP3/CD180/GHSR/CARD16/TNF/CNR1/IRF8/DEFB118/PCK2/TRIM5/PTPN22/VCAM1/CXCL13/GBP5/SNCA/CYP27B1/ACP5/PTGER2/FOXP3/CLDN1/CMPK2/SCIMP/HAVCR2/IL1B/ABCC8/STAP1/TREM2/CARD9/CXCL8/CYP1A1/CSF2RB/CXCL10/MPO/IL10RA/PCSK1/ALPL/FGF10/NFKB2/SLPI/PTPN6/PTGS2/ZC3H12A/ADAMTS13/TNFSF4/E2F1/LYN/NR1H3/CTSG/MRC1/IL24/NFKBIL1/SIGIRR/C4B/CD24/IRF5/CCR7/CD40/TLR6/CCL27/LBP/SELP/DIO2/CD68/GFER/CD14/IL6/WDR83	135
GO:0141176	gene silencing by piRNA-directed DNA methylation	12/4760	14/15504	0.857142857142857	2.79183673469388	4.46442051230245	3.25362575748791e-05	0.00101410377557071	0.000867753706179878	TDRD9/TDRD5/FKBP6/DDX4/MOV10L1/TDRD1/C19orf84/SPOCD1/TDRD12/MAEL/PIWIL4/PIWIL2	12
GO:0141196	transposable element silencing by piRNA-mediated DNA methylation	12/4760	14/15504	0.857142857142857	2.79183673469388	4.46442051230245	3.25362575748791e-05	0.00101410377557071	0.000867753706179878	TDRD9/TDRD5/FKBP6/DDX4/MOV10L1/TDRD1/C19orf84/SPOCD1/TDRD12/MAEL/PIWIL4/PIWIL2	12
GO:0018958	phenol-containing compound metabolic process	52/4760	105/15504	0.495238095238095	1.6130612244898	4.19546969482249	4.04063771118037e-05	0.00122711059105693	0.00105002050966922	IYD/DAO/TG/PAH/GRIN2A/SLITRK1/DUOX2/TPH2/DRD3/PDE1B/SLC5A5/TYR/SNCAIP/SLC45A2/SULT2A1/SULT1B1/SLC6A3/DUOXA1/HAND2/RTL4/OCA2/CDH3/DRD1/PMEL/SLC7A11/DRD2/HTR1A/MOXD1/TACR3/CGA/SLCO1C1/DCT/CYP2E1/AOC2/CHRNB2/SNCA/ITGAM/MC1R/HDC/ABAT/CYP1A1/GPR37/DDC/NR4A2/ITGB2/DIO1/OPN3/NPR1/DIO2/SLC1A1/GATA3/FOXE1	52
GO:0043410	positive regulation of MAPK cascade	165/4760	415/15504	0.397590361445783	1.29500860585198	4.05468251565032	4.45465168176999e-05	0.00133910899794121	0.00114585590147159	GRM1/IQGAP3/KSR2/CASR/GRM5/FGFR2/CHRNA7/XDH/SLC30A10/FSHR/OPRM1/FGB/FPR2/FLT3/WWC1/NRXN1/FGF4/CRACR2A/FGA/GRM4/TNFSF11/TNFRSF11A/GDF6/CARTPT/IL1A/FCGR2B/FFAR4/DSC2/TRPV4/FCRL3/TGFA/OPRK1/WNT7A/HAND2/NTRK3/PDE6H/DUSP15/NKD1/ALKAL1/SEMA3A/GPR55/PIK3R5/ALOX12B/NOX4/ARHGAP8/HTR2C/NRG1/ARHGEF5/DRD1/OR2AT4/PLCG2/AVPR1B/ALOX15/TNFAIP8L3/FGF5/FGF23/PIK3CG/DRD2/PLA2G5/FGG/NTRK1/SLAMF1/ADCYAP1/TP73/F2RL1/BANK1/GFRAL/NECAB2/EPHA8/NOD2/P2RX7/SERPINF2/INAVA/PTPRJ/IAPP/ADRA1A/IL26/WNT16/GCG/LPAR3/ADRB3/MARCO/EPGN/ADORA1/PRKCZ/CXCL17/RIT2/PIK3R6/CHRFAM7A/TNF/EDAR/CDH2/LPAR2/CD4/NPY5R/MAPK8IP2/LILRA5/DKK1/TRIM5/WNT7B/PTPN22/APELA/LEP/TPBG/GPR37L1/SYK/MFHAS1/ABCA7/FGF17/SCIMP/HAVCR2/IL1B/INHBA/NOX1/TREM2/CARD9/GPR37/RASSF2/ERN1/CHI3L1/CDON/ITGB3/ADAM8/NPSR1/FGF10/FGFR3/P2RY6/ZC3H12A/LIF/SPHK1/FGF18/ADRA2A/UNC5CL/CCDC88C/MAPK8IP1/LYN/TLR3/NTRK2/GLIPR2/SEMA7A/PTK2B/HTR2A/TRAF4/CD24/CCR7/NTF3/PLA2G2A/BMP4/CD40/FGF1/TLR6/IL34/AGER/MAP3K11/KIT/ADRB1/CRIPTO/MAP4K1/STK39/MID1/CD27/CCL21/PDGFD/BMPER/IL6	165
GO:0030098	lymphocyte differentiation	160/4760	402/15504	0.398009950248756	1.29637526652452	4.00743144069742	5.41512780454296e-05	0.00157972349056667	0.0013517461888032	POU2AF1/CR1/IL12RB1/CRTAM/IL36B/FLT3/TNFRSF9/PCK1/CRACR2A/CR2/ACTL6B/LY9/NCKAP1L/CDKN2A/IL1A/SLAMF6/FCGR2B/IL23R/ZNF683/AICDA/IL12B/FCRL3/ONECUT1/IL1RL2/PGLYRP3/RAG1/FANCD2/CCR6/IFNL1/TNFSF8/FANCA/TNFSF18/NFAM1/PSG9/PGLYRP2/DOCK2/EOMES/PLCG2/CTLA4/IL9/LILRB4/TYRO3/RIPK3/IL2RA/TOX/EGR3/NTRK1/AQP8/SLAMF1/VAV1/MYB/BTK/BCL11B/CLEC4E/WNT10B/SHH/CD80/CLEC4D/CD19/IL18R1/IRF4/FOXN1/PTPRJ/PAX5/CD28/CARD11/RHOH/JAK3/LAG3/LILRB2/CAMK4/ICOS/MR1/CD86/CD1D/IL2/NLRP3/CCR2/SPN/PRKCZ/IKZF3/RUNX2/PIK3R6/ADGRG3/IL4R/CD79A/IRF8/AIRE/HLA-G/TESPA1/CD4/FLT3LG/MS4A1/VNN1/ITK/PTPN22/LEP/SEMA4A/NFKBID/VCAM1/TNFSF9/SYK/BAX/IL23A/SASH3/FOXP3/PLA2G2D/LEF1/IL1B/INHBA/INPP5D/INHA/MERTK/HLA-DOA/BTN2A2/BLNK/CD3E/TMEM98/ADAM8/IKZF1/PTPN6/TBX21/ZC3H12A/CD8A/LYL1/SOCS3/RUNX3/C17orf99/TNFSF4/MMP14/PNP/SOX12/HMGB3/CD3G/CYP26B1/SLAMF8/PTK2B/CD83/LOXL3/CD3D/IL2RG/GLI3/ZAP70/CCR7/BMP4/PRDM1/LFNG/PIK3CD/KIT/DLL1/SOX4/HHEX/GATA3/CMTM7/CD40LG/RAG2/CD27/HLX/IL6/LIPA	160
GO:0021953	central nervous system neuron differentiation	84/4760	190/15504	0.442105263157895	1.44	4.06175295996294	5.45682640380837e-05	0.00158408460604673	0.00135547793126592	UNC5D/AGBL4/FGFR2/BRINP2/ELAVL4/DCC/GABRB1/SLC4A10/FOXG1/ISL1/GRID2/MDGA2/NR2E1/PAX6/NRXN1/TBR1/RORB/WNT2/POU4F2/LHX8/SKOR2/ARHGEF28/PHOX2B/NEUROD1/NEUROD4/WNT7A/ROBO2/SEMA3E/BRINP3/CHD5/NHLH2/DRAXIN/TBX20/DRD1/EOMES/SOX1/SPTBN4/MDGA1/KNDC1/EMX1/EPHB2/DLX1/FEZF2/ASCL1/DRD2/TOX/LMX1A/CNTN2/CDH11/FAIM2/EPHB3/BCL11B/LHX1/SHH/PRDM8/POU4F1/WNT9B/SALL1/FOXN4/GDF7/OLIG3/DKK1/CHRNB2/LEP/OTP/DCLK2/NRP2/WNT3/LHX6/INHBA/NR4A2/CDK5/NTRK2/ID4/PLXNA4/BRINP1/GLI3/MAP2/CBLN1/TAL1/SFRP2/GDF11/DMRT3/B4GALT6	84
GO:0007342	fusion of sperm to egg plasma membrane involved in single fertilization	15/4760	20/15504	0.75	2.44285714285714	4.29759118635224	5.73928589354431e-05	0.00162810997805624	0.00139314979547499	CRISP1/ADAM2/NOX5/SPACA3/IZUMO1/SPACA6/LYZL6/WDR54/DCST1/FOLR3/EQTN/DCST2/SPAM1/FOLR2/LLCFC1	15
GO:1901317	regulation of flagellated sperm motility	15/4760	20/15504	0.75	2.44285714285714	4.29759118635224	5.73928589354431e-05	0.00162810997805624	0.00139314979547499	EPPIN/CLXN/PRDM14/SEMG1/TAC1/CCR6/ADAM7/SEMG2/TEX101/TAC3/TACR3/IQCF1/CFAP206/KIF9/TACR1	15
