transcript_id	intModel	gene_id	gene_symbol	bicor	abs_bicor	direction	correlation_method
HERVK11D_5p13.2	HERVK11D-int	ENSG00000144406.18	UNC80	0.974769341077957	0.974769341077957	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000164199.16	ADGRV1	0.97431302962616	0.97431302962616	positive	bicor
HERVH_1q42.12b	HERVH-int	ENSG00000181143.15	MUC16	0.970132647405194	0.970132647405194	positive	bicor
HERVH48_12q21.32	HERVH48-int	ENSG00000181143.15	MUC16	0.96986442247293	0.96986442247293	positive	bicor
HERVFH21_13q31.1	HERVFH21-int	ENSG00000181143.15	MUC16	0.968660294828193	0.968660294828193	positive	bicor
HERVK11D_6q22.31	HERVK11D-int	ENSG00000173597.8	SULT1B1	0.967772757568036	0.967772757568036	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000113327.15	GABRG2	0.964745844604825	0.964745844604825	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000009765.14	IYD	0.96466154980464	0.96466154980464	positive	bicor
HERVH_10q21.1e	HERVH-int	ENSG00000273079.5	GRIN2B	0.964570559789755	0.964570559789755	positive	bicor
HERVFH21_1q23.1	HERVFH21-int	ENSG00000181143.15	MUC16	0.964472517836187	0.964472517836187	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000141665.11	FBXO15	0.964051768229869	0.964051768229869	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000179869.14	ABCA13	0.963960340734001	0.963960340734001	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000124721.17	DNAH8	0.963857460561884	0.963857460561884	positive	bicor
HERVFH21_3q25.1	HERVFH21-int	ENSG00000181143.15	MUC16	0.963838961833841	0.963838961833841	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000144481.16	TRPM8	0.963305658072798	0.963305658072798	positive	bicor
HERVH_11p14.3d	HERVH-int	ENSG00000181143.15	MUC16	0.962680701074572	0.962680701074572	positive	bicor
HERVH_3q22.3a	HERVH-int	ENSG00000181143.15	MUC16	0.962460016947201	0.962460016947201	positive	bicor
HERVH_6q11.1a	HERVH-int	ENSG00000273079.5	GRIN2B	0.962432644656843	0.962432644656843	positive	bicor
HERVH_1q32.2c	HERVH-int	ENSG00000181143.15	MUC16	0.961981962084527	0.961981962084527	positive	bicor
HERVH_11p11.12	HERVH-int	ENSG00000273079.5	GRIN2B	0.961961541169306	0.961961541169306	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000179869.14	ABCA13	0.96188926532016	0.96188926532016	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000115423.18	DNAH6	0.961391863285528	0.961391863285528	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000115423.18	DNAH6	0.961311651593996	0.961311651593996	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000174469.19	CNTNAP2	0.961240895160651	0.961240895160651	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000178965.13	ERICH3	0.960938576857903	0.960938576857903	positive	bicor
HERVH_14q32.2c	HERVH-int	ENSG00000181143.15	MUC16	0.960937916679249	0.960937916679249	positive	bicor
HERVH_13q33.2	HERVH-int	ENSG00000181143.15	MUC16	0.96089085029726	0.96089085029726	positive	bicor
HUERSP3_13q31.1	HUERS-P3-int	ENSG00000121446.18	RGSL1	0.960771371842012	0.960771371842012	positive	bicor
HERVH_8q21.2b	HERVH-int	ENSG00000273079.5	GRIN2B	0.960733883696848	0.960733883696848	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000152208.12	GRID2	0.960615348337289	0.960615348337289	positive	bicor
HERVH_17q25.1a	HERVH-int	ENSG00000273079.5	GRIN2B	0.960593956490141	0.960593956490141	positive	bicor
HERVH_6q12f	HERVH-int	ENSG00000181143.15	MUC16	0.960489260333378	0.960489260333378	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000001626.14	CFTR	0.96045930853377	0.96045930853377	positive	bicor
HERVH_8p23.2b	HERVH-int	ENSG00000181143.15	MUC16	0.960159356716347	0.960159356716347	positive	bicor
HERVH_18q12.3d	HERVH-int	ENSG00000181143.15	MUC16	0.960016848258189	0.960016848258189	positive	bicor
HERVL_3q26.1g	HERVL-int	ENSG00000179869.14	ABCA13	0.959943117855025	0.959943117855025	positive	bicor
HERVH_14q31.3c	HERVH-int	ENSG00000181143.15	MUC16	0.959941968312219	0.959941968312219	positive	bicor
HERVH_2q23.3d	HERVH-int	ENSG00000181143.15	MUC16	0.959519133357117	0.959519133357117	positive	bicor
HERVH_12q21.1c	HERVH-int	ENSG00000181143.15	MUC16	0.959327401193455	0.959327401193455	positive	bicor
HERVH_19p13.2b	HERVH-int	ENSG00000181143.15	MUC16	0.958931287993885	0.958931287993885	positive	bicor
HERVH_5q23.1a	HERVH-int	ENSG00000181143.15	MUC16	0.958836610875429	0.958836610875429	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000182389.19	CACNB4	0.958646864036082	0.958646864036082	positive	bicor
HERVH_12p11.22b	HERVH-int	ENSG00000181143.15	MUC16	0.958404061488115	0.958404061488115	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000186472.19	PCLO	0.958401560153334	0.958401560153334	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000144406.18	UNC80	0.958336950596076	0.958336950596076	positive	bicor
HERVH_2q35a	HERVH-int	ENSG00000273079.5	GRIN2B	0.958331049863181	0.958331049863181	positive	bicor
HERVH_7q31.33e	HERVH-int	ENSG00000181143.15	MUC16	0.958238222027246	0.958238222027246	positive	bicor
HERVK11D_11p12	HERVK11D-int	ENSG00000273079.5	GRIN2B	0.958006335011475	0.958006335011475	positive	bicor
HERVH_4q31.3c	HERVH-int	ENSG00000273079.5	GRIN2B	0.957972567103676	0.957972567103676	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000124721.17	DNAH8	0.957923058133915	0.957923058133915	positive	bicor
HERVH_12p11.1	HERVH-int	ENSG00000273079.5	GRIN2B	0.957905457845081	0.957905457845081	positive	bicor
HERVIP10F_7p21.3	HERVIP10F-int	ENSG00000179869.14	ABCA13	0.957740899909032	0.957740899909032	positive	bicor
HERVL_3q13.11b	HERVL-int	ENSG00000104237.7	RP1	0.957628310811015	0.957628310811015	positive	bicor
HERVH_3p12.2b	HERVH-int	ENSG00000141837.19	CACNA1A	0.957524995705572	0.957524995705572	positive	bicor
HERVH_12p12.1a	HERVH-int	ENSG00000181143.15	MUC16	0.957486338670082	0.957486338670082	positive	bicor
HERVH_4q28.3f	HERVH-int	ENSG00000181143.15	MUC16	0.957484487256688	0.957484487256688	positive	bicor
HERVK11D_11p12	HERVK11D-int	ENSG00000170044.8	ZPLD1	0.957031349044607	0.957031349044607	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000104237.7	RP1	0.956999584341695	0.956999584341695	positive	bicor
HERVH_13q21.32b	HERVH-int	ENSG00000181143.15	MUC16	0.956614681557009	0.956614681557009	positive	bicor
HERVH_4q34.3c	HERVH-int	ENSG00000181143.15	MUC16	0.956536296210417	0.956536296210417	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000182389.19	CACNB4	0.956527236507725	0.956527236507725	positive	bicor
ERV316A3_6q12g	ERV3-16A3_I-int	ENSG00000139151.14	PLCZ1	0.956495119391113	0.956495119391113	positive	bicor
HERVH_3p22.2b	HERVH-int	ENSG00000181143.15	MUC16	0.956260536228246	0.956260536228246	positive	bicor
HERVIP10F_14q32.31	HERVIP10F-int	ENSG00000124721.17	DNAH8	0.956245388903415	0.956245388903415	positive	bicor
HERVK11D_11p12	HERVK11D-int	ENSG00000170927.14	PKHD1	0.95623382857286	0.95623382857286	positive	bicor
HERVK11D_6q22.31	HERVK11D-int	ENSG00000084453.16	SLCO1A2	0.956129741887307	0.956129741887307	positive	bicor
HERVK11D_11p12	HERVK11D-int	ENSG00000182348.6	ZNF804B	0.956107970729861	0.956107970729861	positive	bicor
HERVK11D_11p12	HERVK11D-int	ENSG00000183742.12	MACC1	0.955961401709483	0.955961401709483	positive	bicor
MER4B_4q13.2b	MER4B-int	ENSG00000273079.5	GRIN2B	0.955926653385212	0.955926653385212	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000183742.12	MACC1	0.955700088866343	0.955700088866343	positive	bicor
HUERSP3_13q31.1	HUERS-P3-int	ENSG00000104237.7	RP1	0.955675587879165	0.955675587879165	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000081479.12	LRP2	0.955569688761848	0.955569688761848	positive	bicor
HERVL_3q26.1g	HERVL-int	ENSG00000121446.18	RGSL1	0.955534412171804	0.955534412171804	positive	bicor
HERVH_4q34.3a	HERVH-int	ENSG00000181143.15	MUC16	0.955478700800279	0.955478700800279	positive	bicor
HERVH_6q12e	HERVH-int	ENSG00000273079.5	GRIN2B	0.955361700335859	0.955361700335859	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000157423.17	HYDIN	0.955359205087711	0.955359205087711	positive	bicor
HERVH_14q21.2b	HERVH-int	ENSG00000110887.7	DAO	0.955293168663288	0.955293168663288	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000164199.16	ADGRV1	0.955272299505572	0.955272299505572	positive	bicor
HERVH_5q15c	HERVH-int	ENSG00000181143.15	MUC16	0.954668561716862	0.954668561716862	positive	bicor
HERVK11D_11p12	HERVK11D-int	ENSG00000139865.16	TTC6	0.954569822707808	0.954569822707808	positive	bicor
HERVH_8q24.23a	HERVH-int	ENSG00000181143.15	MUC16	0.954441326417824	0.954441326417824	positive	bicor
MER4B_18q22.1a	MER4B-int	ENSG00000164199.16	ADGRV1	0.95441998164212	0.95441998164212	positive	bicor
ERV316A3_6q12g	ERV3-16A3_I-int	ENSG00000136531.15	SCN2A	0.954402381555123	0.954402381555123	positive	bicor
ERV316A3_1p21.1f	ERV3-16A3_I-int	ENSG00000022355.16	GABRA1	0.9543568366623	0.9543568366623	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000141431.10	ASXL3	0.954325018496528	0.954325018496528	positive	bicor
ERVL_1p31.1	ERVL-int	ENSG00000152463.14	OLAH	0.954210148650848	0.954210148650848	positive	bicor
HERVH_3p24.3d	HERVH-int	ENSG00000181143.15	MUC16	0.954151389526031	0.954151389526031	positive	bicor
HERVP71A_2q32.3	HERVP71A-int	ENSG00000143297.18	FCRL5	0.954129976423719	0.954129976423719	positive	bicor
HERVH_12p12.2a	HERVH-int	ENSG00000181143.15	MUC16	0.954022102439429	0.954022102439429	positive	bicor
HERVH_1p36.32a	HERVH-int	ENSG00000273079.5	GRIN2B	0.953687716598551	0.953687716598551	positive	bicor
HERVH_12p13.1a	HERVH-int	ENSG00000181143.15	MUC16	0.953556277986333	0.953556277986333	positive	bicor
HERVH_5p14.3c	HERVH-int	ENSG00000181143.15	MUC16	0.953553668319282	0.953553668319282	positive	bicor
HERVH_12q21.32a	HERVH-int	ENSG00000181143.15	MUC16	0.953538713973794	0.953538713973794	positive	bicor
HUERSP3_10q21.1	HUERS-P3-int	ENSG00000081479.12	LRP2	0.95353326580282	0.95353326580282	positive	bicor
HUERSP3_3q26.32	HUERS-P3-int	ENSG00000007174.17	DNAH9	0.953456894903567	0.953456894903567	positive	bicor
HERVFH21_7p21.3	HERVFH21-int	ENSG00000181143.15	MUC16	0.953423546810683	0.953423546810683	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000163618.17	CADPS	0.953227490089537	0.953227490089537	positive	bicor
MER4B_18q22.1a	MER4B-int	ENSG00000162624.14	LHX8	0.953196081102358	0.953196081102358	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000162624.14	LHX8	0.953167233229269	0.953167233229269	positive	bicor
HERVH_5q31.1c	HERVH-int	ENSG00000273079.5	GRIN2B	0.953137587418946	0.953137587418946	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000066813.14	ACSM2B	0.953048596289489	0.953048596289489	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000139865.16	TTC6	0.953045279635062	0.953045279635062	positive	bicor
HERVH_6q11.1a	HERVH-int	ENSG00000181143.15	MUC16	0.953023089601044	0.953023089601044	positive	bicor
ERV316A3_6q12g	ERV3-16A3_I-int	ENSG00000187323.11	DCC	0.952924899689321	0.952924899689321	positive	bicor
HERVH_1p21.2b	HERVH-int	ENSG00000181143.15	MUC16	0.952857892803411	0.952857892803411	positive	bicor
HERVH_13q21.1c	HERVH-int	ENSG00000181143.15	MUC16	0.952855524403804	0.952855524403804	positive	bicor
HERVK11D_11p12	HERVK11D-int	ENSG00000257743.8	MGAM2	0.952853548693821	0.952853548693821	positive	bicor
HERVH_18q22.3b	HERVH-int	ENSG00000181143.15	MUC16	0.952835565096047	0.952835565096047	positive	bicor
ERVLE_4q34.3e	ERVL-E-int	ENSG00000183742.12	MACC1	0.952764085358535	0.952764085358535	positive	bicor
HERVH_6q12c	HERVH-int	ENSG00000273079.5	GRIN2B	0.952709043758957	0.952709043758957	positive	bicor
HERVL74_1q42.2	HERVL74-int	ENSG00000179869.14	ABCA13	0.952662029274764	0.952662029274764	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000164287.12	CDC20B	0.952584557323025	0.952584557323025	positive	bicor
HERVH_15q11.2	HERVH-int	ENSG00000181143.15	MUC16	0.95252558802966	0.95252558802966	positive	bicor
HERVH_11q24.1b	HERVH-int	ENSG00000181143.15	MUC16	0.952508944716858	0.952508944716858	positive	bicor
HERVH_1p31.3d	HERVH-int	ENSG00000181143.15	MUC16	0.952474145238951	0.952474145238951	positive	bicor
HERVK11D_11p12	HERVK11D-int	ENSG00000124721.17	DNAH8	0.952433585579893	0.952433585579893	positive	bicor
HERVH_9q33.3a	HERVH-int	ENSG00000181143.15	MUC16	0.952375965007905	0.952375965007905	positive	bicor
HERVH_3p12.2b	HERVH-int	ENSG00000181143.15	MUC16	0.952320447412672	0.952320447412672	positive	bicor
MER4B_4q13.2a	MER4B-int	ENSG00000139865.16	TTC6	0.952162152250625	0.952162152250625	positive	bicor
HERVH_11p12a	HERVH-int	ENSG00000181143.15	MUC16	0.952029420088424	0.952029420088424	positive	bicor
HERVH_6q11.1b	HERVH-int	ENSG00000181143.15	MUC16	0.952011599555631	0.952011599555631	positive	bicor
HERVH_6p22.1	HERVH-int	ENSG00000181143.15	MUC16	0.951977362939122	0.951977362939122	positive	bicor
HERVFRD_14q11.2	MER50-int	ENSG00000164199.16	ADGRV1	0.951968319794053	0.951968319794053	positive	bicor
HERVK11D_6q22.31	HERVK11D-int	ENSG00000139151.14	PLCZ1	0.951875703656256	0.951875703656256	positive	bicor
ERV316A3_1p21.1f	ERV3-16A3_I-int	ENSG00000136531.15	SCN2A	0.951842719964366	0.951842719964366	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000273079.5	GRIN2B	0.951841372870402	0.951841372870402	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000274391.4	TPTE	0.951799296513413	0.951799296513413	positive	bicor
HERVFH21_6p24.1	HERVFH21-int	ENSG00000181143.15	MUC16	0.951652751626051	0.951652751626051	positive	bicor
HERVH_9p21.1a	HERVH-int	ENSG00000181143.15	MUC16	0.951636893802931	0.951636893802931	positive	bicor
HERVIP10F_11q12.3	HERVIP10F-int	ENSG00000273079.5	GRIN2B	0.951606150461433	0.951606150461433	positive	bicor
HERVH_4p15.33c	HERVH-int	ENSG00000181143.15	MUC16	0.951594878565526	0.951594878565526	positive	bicor
HERVFH21_14q32.31b	HERVFH21-int	ENSG00000181143.15	MUC16	0.951499345072684	0.951499345072684	positive	bicor
HERVK11D_11p12	HERVK11D-int	ENSG00000081479.12	LRP2	0.951150393141255	0.951150393141255	positive	bicor
HERVH_1q31.1b	HERVH-int	ENSG00000181143.15	MUC16	0.951135193170927	0.951135193170927	positive	bicor
HERVP71A_2q32.3	HERVP71A-int	ENSG00000139865.16	TTC6	0.951133730550898	0.951133730550898	positive	bicor
MER4B_4q13.2b	MER4B-int	ENSG00000179869.14	ABCA13	0.951084085415725	0.951084085415725	positive	bicor
HERVL_3q26.1g	HERVL-int	ENSG00000164199.16	ADGRV1	0.951077117506658	0.951077117506658	positive	bicor
HERVW_3q11.2	HERV17-int	ENSG00000186094.16	AGBL4	0.951075690450607	0.951075690450607	positive	bicor
HERVH_18q12.3c	HERVH-int	ENSG00000181143.15	MUC16	0.950974303247692	0.950974303247692	positive	bicor
HERVH_18q12.2c	HERVH-int	ENSG00000181143.15	MUC16	0.950955955638713	0.950955955638713	positive	bicor
HERVFH21_5p13.3	HERVFH21-int	ENSG00000181143.15	MUC16	0.950949697294857	0.950949697294857	positive	bicor
HERVL_6q14.1b	HERVL-int	ENSG00000081479.12	LRP2	0.950859982293738	0.950859982293738	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000273079.5	GRIN2B	0.950843030418407	0.950843030418407	positive	bicor
HERVH_2p12e	HERVH-int	ENSG00000181143.15	MUC16	0.950755192254625	0.950755192254625	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000081479.12	LRP2	0.950674789978385	0.950674789978385	positive	bicor
HERVH_11p14.3b	HERVH-int	ENSG00000181143.15	MUC16	0.95063845983273	0.95063845983273	positive	bicor
MER4B_4q13.2a	MER4B-int	ENSG00000164199.16	ADGRV1	0.950635662423738	0.950635662423738	positive	bicor
HERVW_3q11.2	HERV17-int	ENSG00000141431.10	ASXL3	0.950630670790373	0.950630670790373	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000174469.19	CNTNAP2	0.950607691716655	0.950607691716655	positive	bicor
HERVIP10F_7p21.3	HERVIP10F-int	ENSG00000273079.5	GRIN2B	0.950555539889626	0.950555539889626	positive	bicor
HERVIP10F_7p21.3	HERVIP10F-int	ENSG00000124721.17	DNAH8	0.950546619840874	0.950546619840874	positive	bicor
HERVH_1p13.1a	HERVH-int	ENSG00000181143.15	MUC16	0.950406680676968	0.950406680676968	positive	bicor
PRIMA41_4q34.2	PRIMA41-int	ENSG00000133105.7	RXFP2	0.950393704828925	0.950393704828925	positive	bicor
HERVH_7q31.1b	HERVH-int	ENSG00000136696.10	IL36B	0.950389543198793	0.950389543198793	positive	bicor
HERVH_6p21.32	HERVH-int	ENSG00000181143.15	MUC16	0.950348546881373	0.950348546881373	positive	bicor
HERVH_4q27	HERVH-int	ENSG00000181143.15	MUC16	0.950303808349832	0.950303808349832	positive	bicor
HERVP71A_2q14.3	HERVP71A-int	ENSG00000066813.14	ACSM2B	0.950288285056767	0.950288285056767	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000157680.15	DGKI	0.950130019578293	0.950130019578293	positive	bicor
MER4B_4q13.2b	MER4B-int	ENSG00000180777.13	ANKRD30B	0.949983793434172	0.949983793434172	positive	bicor
HERVH_2q33.3b	HERVH-int	ENSG00000181143.15	MUC16	0.949889079338458	0.949889079338458	positive	bicor
HERVL_5q14.3h	HERVL-int	ENSG00000174469.19	CNTNAP2	0.949866252556706	0.949866252556706	positive	bicor
MER4B_4q13.2b	MER4B-int	ENSG00000144406.18	UNC80	0.949840403114686	0.949840403114686	positive	bicor
HERVH_3q26.1a	HERVH-int	ENSG00000136696.10	IL36B	0.949820838710605	0.949820838710605	positive	bicor
HERVIP10F_7p21.3	HERVIP10F-int	ENSG00000081479.12	LRP2	0.9498116462429	0.9498116462429	positive	bicor
ERVLE_4q34.3e	ERVL-E-int	ENSG00000145681.10	HAPLN1	0.949723253897865	0.949723253897865	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000185565.11	LSAMP	0.94969721657156	0.94969721657156	positive	bicor
ERVLB4_12q21.32c	ERVL-B4-int	ENSG00000170044.8	ZPLD1	0.949650873735769	0.949650873735769	positive	bicor
HERVH_Xq23i	HERVH-int	ENSG00000181143.15	MUC16	0.949635226010071	0.949635226010071	positive	bicor
HERVK11D_12q12	HERVK11D-int	ENSG00000136531.15	SCN2A	0.949601358895435	0.949601358895435	positive	bicor
HERVK11D_6q22.31	HERVK11D-int	ENSG00000162624.14	LHX8	0.94956236459804	0.94956236459804	positive	bicor
HERVH_2q35a	HERVH-int	ENSG00000136696.10	IL36B	0.949523412607626	0.949523412607626	positive	bicor
HERVH48_2q22.2	HERVH48-int	ENSG00000110887.7	DAO	0.949505398686939	0.949505398686939	positive	bicor
HERVH_7p21.1b	HERVH-int	ENSG00000181143.15	MUC16	0.949458597126543	0.949458597126543	positive	bicor
HERVH_2q32.3d	HERVH-int	ENSG00000181143.15	MUC16	0.94943551501876	0.94943551501876	positive	bicor
HERVH_7p21.3c	HERVH-int	ENSG00000273079.5	GRIN2B	0.949435418064986	0.949435418064986	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000150275.17	PCDH15	0.949429980950204	0.949429980950204	positive	bicor
HERVH_8q21.2b	HERVH-int	ENSG00000179869.14	ABCA13	0.949366627011569	0.949366627011569	positive	bicor
HERVH_4q26b	HERVH-int	ENSG00000181143.15	MUC16	0.949341149708933	0.949341149708933	positive	bicor
HERVH_8q21.2a	HERVH-int	ENSG00000181143.15	MUC16	0.949333541647456	0.949333541647456	positive	bicor
ERVLE_8q21.13d	ERVL-E-int	ENSG00000136531.15	SCN2A	0.949330053118	0.949330053118	positive	bicor
HERVFRD_14q11.2	MER50-int	ENSG00000179869.14	ABCA13	0.949325789520241	0.949325789520241	positive	bicor
HERVH_1p21.3a	HERVH-int	ENSG00000181143.15	MUC16	0.949302330024392	0.949302330024392	positive	bicor
HERVH_6q23.2b	HERVH-int	ENSG00000009765.14	IYD	0.949278371563802	0.949278371563802	positive	bicor
ERVLB4_3q28b	ERVL-B4-int	ENSG00000119121.21	TRPM6	0.949275735637282	0.949275735637282	positive	bicor
HERVH_21q21.1e	HERVH-int	ENSG00000181143.15	MUC16	0.949262726625002	0.949262726625002	positive	bicor
HERVL_8q24.22	HERVL-int	ENSG00000157423.17	HYDIN	0.949179348993979	0.949179348993979	positive	bicor
HERVH_8q21.3a	HERVH-int	ENSG00000273079.5	GRIN2B	0.9491629711807	0.9491629711807	positive	bicor
PRIMA41_4q34.2	PRIMA41-int	ENSG00000104237.7	RP1	0.949018727939375	0.949018727939375	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000256870.2	SLC5A8	0.9489710524104	0.9489710524104	positive	bicor
HERVK11D_6p12.3	HERVK11D-int	ENSG00000179869.14	ABCA13	0.948950774887819	0.948950774887819	positive	bicor
HERVH_2p22.3f	HERVH-int	ENSG00000181143.15	MUC16	0.948930510336948	0.948930510336948	positive	bicor
HERVK11_12p11.1b	HERVK11-int	ENSG00000273079.5	GRIN2B	0.948913282810549	0.948913282810549	positive	bicor
HERVH48_2q22.2	HERVH48-int	ENSG00000181143.15	MUC16	0.948801221448711	0.948801221448711	positive	bicor
HERVH_19p12k	HERVH-int	ENSG00000181143.15	MUC16	0.948791427405898	0.948791427405898	positive	bicor
LTR46_1p36.13	LTR46-int	ENSG00000181143.15	MUC16	0.948749320115494	0.948749320115494	positive	bicor
HERVL40_8p12	HERVL40-int	ENSG00000170927.14	PKHD1	0.948726438221391	0.948726438221391	positive	bicor
HERVL_3q26.1g	HERVL-int	ENSG00000180777.13	ANKRD30B	0.948714653149749	0.948714653149749	positive	bicor
HERVIP10F_1p36.21	HERVIP10F-int	ENSG00000124721.17	DNAH8	0.948544776077457	0.948544776077457	positive	bicor
HERVIP10F_7p21.3	HERVIP10F-int	ENSG00000136696.10	IL36B	0.948539658246172	0.948539658246172	positive	bicor
ERV316A3_10q25.1a	ERV3-16A3_I-int	ENSG00000168619.15	ADAM18	0.948412950912868	0.948412950912868	positive	bicor
HERVH_2p24.3c	HERVH-int	ENSG00000181143.15	MUC16	0.948392549490776	0.948392549490776	positive	bicor
MER4B_4q13.2b	MER4B-int	ENSG00000141431.10	ASXL3	0.948350098093416	0.948350098093416	positive	bicor
HERVH_18q12.3a	HERVH-int	ENSG00000273079.5	GRIN2B	0.948261178267005	0.948261178267005	positive	bicor
HERVW_3q11.2	HERV17-int	ENSG00000273079.5	GRIN2B	0.948242158652841	0.948242158652841	positive	bicor
HERVH_18q12.3a	HERVH-int	ENSG00000181143.15	MUC16	0.948197265187349	0.948197265187349	positive	bicor
HERVH_5q23.3	HERVH-int	ENSG00000181143.15	MUC16	0.948180930593426	0.948180930593426	positive	bicor
HERVH_2q23.3b	HERVH-int	ENSG00000181143.15	MUC16	0.948149790356583	0.948149790356583	positive	bicor
HERVK11D_11p12	HERVK11D-int	ENSG00000168594.15	ADAM29	0.948096991794103	0.948096991794103	positive	bicor
HERVH_1p31.1l	HERVH-int	ENSG00000181143.15	MUC16	0.948080775099001	0.948080775099001	positive	bicor
HERVH_1p21.1a	HERVH-int	ENSG00000181143.15	MUC16	0.947983072560844	0.947983072560844	positive	bicor
HERVH_13q33.2	HERVH-int	ENSG00000110887.7	DAO	0.947977386545525	0.947977386545525	positive	bicor
HERVL_6q14.1b	HERVL-int	ENSG00000144406.18	UNC80	0.947957996312953	0.947957996312953	positive	bicor
HERVH_7q33a	HERVH-int	ENSG00000181143.15	MUC16	0.94794822237644	0.94794822237644	positive	bicor
HERVIP10F_7p21.3	HERVIP10F-int	ENSG00000182348.6	ZNF804B	0.947947413103286	0.947947413103286	positive	bicor
HERVH_5q21.3c	HERVH-int	ENSG00000273079.5	GRIN2B	0.947896212914943	0.947896212914943	positive	bicor
HERVH_7p21.1a	HERVH-int	ENSG00000181143.15	MUC16	0.947829616358048	0.947829616358048	positive	bicor
HERVH_1q23.3	HERVH-int	ENSG00000181143.15	MUC16	0.947825582140369	0.947825582140369	positive	bicor
HERVK11D_5p13.2	HERVK11D-int	ENSG00000171804.10	WDR87	0.947821542056186	0.947821542056186	positive	bicor
HERVH_6q14.3	HERVH-int	ENSG00000181143.15	MUC16	0.947791814206042	0.947791814206042	positive	bicor
HERVH_3q26.1g	HERVH-int	ENSG00000181143.15	MUC16	0.947699170670819	0.947699170670819	positive	bicor
ERVLB4_3q13.11c	ERVL-B4-int	ENSG00000124721.17	DNAH8	0.947579734318713	0.947579734318713	positive	bicor
HERVH_7q31.32a	HERVH-int	ENSG00000181143.15	MUC16	0.947537477953544	0.947537477953544	positive	bicor
HERVIP10F_7p21.3	HERVIP10F-int	ENSG00000206557.5	TRIM71	0.947534479172845	0.947534479172845	positive	bicor
HUERSP3_3q26.32	HUERS-P3-int	ENSG00000164199.16	ADGRV1	0.947527468230996	0.947527468230996	positive	bicor
ERVLE_4q34.3e	ERVL-E-int	ENSG00000004846.16	ABCB5	0.947505178210924	0.947505178210924	positive	bicor
HERVH_6q14.1c	HERVH-int	ENSG00000141837.19	CACNA1A	0.947488323947981	0.947488323947981	positive	bicor
HERVH_3q26.1e	HERVH-int	ENSG00000181143.15	MUC16	0.947473267687605	0.947473267687605	positive	bicor
HERVH_11q21e	HERVH-int	ENSG00000273079.5	GRIN2B	0.947428054987918	0.947428054987918	positive	bicor
HERVH_10q25.1b	HERVH-int	ENSG00000181143.15	MUC16	0.947404040576272	0.947404040576272	positive	bicor
HUERSP3_13q31.1	HUERS-P3-int	ENSG00000164199.16	ADGRV1	0.947400917128053	0.947400917128053	positive	bicor
HERVH_5q23.2b	HERVH-int	ENSG00000181143.15	MUC16	0.947392910629649	0.947392910629649	positive	bicor
HERV9_12p12.3	HERV9-int	ENSG00000181143.15	MUC16	0.947389810784458	0.947389810784458	positive	bicor
MER4B_4q13.2b	MER4B-int	ENSG00000164199.16	ADGRV1	0.947367044866012	0.947367044866012	positive	bicor
