"gene","module","gene_clean","symbol","is_GenAge"
"ENSG00000127377.10","turquoise","ENSG00000127377","CRYGN",FALSE
"ENSG00000176681.14","grey","ENSG00000176681","LRRC37A",FALSE
"ENSG00000099917.17","brown","ENSG00000099917","MED15",FALSE
"ENSG00000286872.1","turquoise","ENSG00000286872","ENSG00000286872",FALSE
"ENSG00000241112.1","midnightblue","ENSG00000241112","RPL29P14",FALSE
"ENSG00000269800.1","grey","ENSG00000269800","PLEKHA3P1",FALSE
"ENSG00000219186.2","yellow","ENSG00000219186","FTH1P19",FALSE
"ENSG00000260454.2","black","ENSG00000260454","ENSG00000260454",FALSE
"ENSG00000185689.17","orange","ENSG00000185689","C6orf201",FALSE
"ENSG00000230829.3","grey","ENSG00000230829","ENSG00000230829",FALSE
"ENSG00000205177.7","brown","ENSG00000205177","C11orf91",FALSE
"ENSG00000233461.6","red","ENSG00000233461","ENSG00000233461",FALSE
"ENSG00000267212.1","grey","ENSG00000267212","ENSG00000267212",FALSE
"ENSG00000115286.21","yellow","ENSG00000115286","NDUFS7",FALSE
"ENSG00000141076.18","brown","ENSG00000141076","UTP4",FALSE
"ENSG00000171954.13","brown","ENSG00000171954","CYP4F22",FALSE
"ENSG00000236153.1","grey","ENSG00000236153","ENSG00000236153",FALSE
"ENSG00000288846.1","yellow","ENSG00000288846","ENSG00000288846",FALSE
"ENSG00000137133.11","yellow","ENSG00000137133","HINT2",FALSE
"ENSG00000188050.3","grey","ENSG00000188050","RNF133",FALSE
"ENSG00000279928.2","grey","ENSG00000279928","DDX11L17",FALSE
"ENSG00000264112.1","midnightblue","ENSG00000264112","ENSG00000264112",FALSE
"ENSG00000235660.2","grey","ENSG00000235660","LINC00345",FALSE
"ENSG00000186844.6","royalblue","ENSG00000186844","LCE1A",FALSE
"ENSG00000136770.11","brown","ENSG00000136770","DNAJC1",FALSE
"ENSG00000283196.2","turquoise","ENSG00000283196","ENSG00000283196",FALSE
"ENSG00000266998.1","brown","ENSG00000266998","ENSG00000266998",FALSE
"ENSG00000111641.12","brown","ENSG00000111641","NOP2",FALSE
"ENSG00000152078.10","yellow","ENSG00000152078","TLCD4",FALSE
"ENSG00000277363.5","darkgreen","ENSG00000277363","SRCIN1",FALSE
"ENSG00000260182.1","grey","ENSG00000260182","ENSG00000260182",FALSE
"ENSG00000259378.1","grey","ENSG00000259378","DCAF13P3",FALSE
"ENSG00000095739.11","grey","ENSG00000095739","BAMBI",FALSE
"ENSG00000143630.10","grey","ENSG00000143630","HCN3",FALSE
"ENSG00000186470.14","turquoise","ENSG00000186470","BTN3A2",FALSE
"ENSG00000177432.8","purple","ENSG00000177432","NAP1L5",FALSE
"ENSG00000261693.1","purple","ENSG00000261693","ENSG00000261693",FALSE
"ENSG00000205683.12","orange","ENSG00000205683","DPF3",FALSE
"ENSG00000141741.12","brown","ENSG00000141741","MIEN1",FALSE
"ENSG00000275700.6","brown","ENSG00000275700","AATF",FALSE
"ENSG00000162493.17","brown","ENSG00000162493","PDPN",FALSE
"ENSG00000163064.7","yellow","ENSG00000163064","EN1",FALSE
"ENSG00000026103.23","turquoise","ENSG00000026103","FAS",TRUE
"ENSG00000154146.13","turquoise","ENSG00000154146","NRGN",FALSE
"ENSG00000178404.10","darkorange","ENSG00000178404","CEP295NL",FALSE
"ENSG00000140323.6","grey","ENSG00000140323","DISP2",FALSE
"ENSG00000261192.1","grey","ENSG00000261192","RNF126P1",FALSE
"ENSG00000270813.2","grey","ENSG00000270813","NANOGNBP3",FALSE
"ENSG00000169247.14","turquoise","ENSG00000169247","SH3TC2",FALSE
"ENSG00000226556.2","grey","ENSG00000226556","NPM1P49",FALSE
"ENSG00000234840.2","turquoise","ENSG00000234840","LINC01239",FALSE
"ENSG00000086570.13","turquoise","ENSG00000086570","FAT2",FALSE
"ENSG00000186827.11","lightcyan","ENSG00000186827","TNFRSF4",FALSE
"ENSG00000205562.4","turquoise","ENSG00000205562","ENSG00000205562",FALSE
"ENSG00000099284.15","blue","ENSG00000099284","MACROH2A2",FALSE
"ENSG00000279616.1","grey","ENSG00000279616","ENSG00000279616",FALSE
"ENSG00000205361.9","black","ENSG00000205361","MT1DP",FALSE
"ENSG00000104324.16","turquoise","ENSG00000104324","CPQ",FALSE
"ENSG00000187672.14","darkgreen","ENSG00000187672","ERC2",FALSE
"ENSG00000173599.15","red","ENSG00000173599","PC",FALSE
"ENSG00000255815.3","grey","ENSG00000255815","KRT8P11",FALSE
"ENSG00000162458.13","pink","ENSG00000162458","FBLIM1",FALSE
"ENSG00000167634.12","magenta","ENSG00000167634","NLRP7",FALSE
"ENSG00000113532.13","turquoise","ENSG00000113532","ST8SIA4",FALSE
"ENSG00000108448.23","grey","ENSG00000108448","TRIM16L",FALSE
"ENSG00000064989.13","green","ENSG00000064989","CALCRL",FALSE
"ENSG00000128228.5","brown","ENSG00000128228","SDF2L1",FALSE
"ENSG00000236060.2","magenta","ENSG00000236060","HSPB1P1",FALSE
"ENSG00000141497.14","turquoise","ENSG00000141497","ZMYND15",FALSE
"ENSG00000170522.10","turquoise","ENSG00000170522","ELOVL6",FALSE
"ENSG00000105889.16","blue","ENSG00000105889","STEAP1B",FALSE
"ENSG00000248636.7","yellow","ENSG00000248636","ENSG00000248636",FALSE
"ENSG00000259692.6","grey","ENSG00000259692","ENSG00000259692",FALSE
"ENSG00000246090.8","turquoise","ENSG00000246090","ENSG00000246090",FALSE
"ENSG00000263089.1","blue","ENSG00000263089","ENSG00000263089",FALSE
"ENSG00000136143.16","yellow","ENSG00000136143","SUCLA2",FALSE
"ENSG00000198814.14","blue","ENSG00000198814","GK",FALSE
"ENSG00000167994.13","turquoise","ENSG00000167994","RAB3IL1",FALSE
"ENSG00000271259.1","turquoise","ENSG00000271259","ENSG00000271259",FALSE
"ENSG00000255058.1","yellow","ENSG00000255058","PDCL2P2",FALSE
"ENSG00000171759.10","white","ENSG00000171759","PAH",FALSE
"ENSG00000196167.10","turquoise","ENSG00000196167","COLCA1",FALSE
"ENSG00000278962.1","turquoise","ENSG00000278962","ENSG00000278962",FALSE
"ENSG00000177133.13","turquoise","ENSG00000177133","PRDM16-DT",FALSE
"ENSG00000115252.18","turquoise","ENSG00000115252","PDE1A",FALSE
"ENSG00000078795.17","grey","ENSG00000078795","PKD2L2",FALSE
"ENSG00000164970.15","brown","ENSG00000164970","FAM219A",FALSE
"ENSG00000265808.4","brown","ENSG00000265808","SEC22B",FALSE
"ENSG00000230323.6","grey","ENSG00000230323","LINC00159",FALSE
"ENSG00000264573.2","salmon","ENSG00000264573","RN7SL15P",FALSE
"ENSG00000170989.10","pink","ENSG00000170989","S1PR1",FALSE
"ENSG00000181374.8","cyan","ENSG00000181374","CCL13",FALSE
"ENSG00000230147.2","grey","ENSG00000230147","ENSG00000230147",FALSE
"ENSG00000141384.13","brown","ENSG00000141384","TAF4B",FALSE
"ENSG00000188730.5","darkgrey","ENSG00000188730","VWC2",FALSE
"ENSG00000235319.1","grey","ENSG00000235319","ENSG00000235319",FALSE
"ENSG00000228657.1","grey","ENSG00000228657","RPL23AP58",FALSE
"ENSG00000156239.12","yellow","ENSG00000156239","N6AMT1",FALSE
"ENSG00000254254.7","grey","ENSG00000254254","PENK-AS1",FALSE
"ENSG00000148225.16","grey","ENSG00000148225","WDR31",FALSE
"ENSG00000286722.1","grey","ENSG00000286722","ENSG00000286722",FALSE
"ENSG00000284618.1","magenta","ENSG00000284618","ENSG00000284618",FALSE
"ENSG00000156076.10","lightyellow","ENSG00000156076","WIF1",FALSE
"ENSG00000105141.6","royalblue","ENSG00000105141","CASP14",FALSE
"ENSG00000113525.10","grey","ENSG00000113525","IL5",FALSE
"ENSG00000235044.1","grey","ENSG00000235044","PPIAP3",FALSE
"ENSG00000141867.19","brown","ENSG00000141867","BRD4",FALSE
"ENSG00000073734.10","green","ENSG00000073734","ABCB11",FALSE
"ENSG00000243403.1","magenta","ENSG00000243403","ENSG00000243403",FALSE
"ENSG00000289004.1","grey","ENSG00000289004","ENSG00000289004",FALSE
"ENSG00000260762.1","grey","ENSG00000260762","ACSM5P1",FALSE
"ENSG00000105011.9","brown","ENSG00000105011","ASF1B",FALSE
"ENSG00000218976.2","blue","ENSG00000218976","IMPDH1P9",FALSE
"ENSG00000156395.14","darkgreen","ENSG00000156395","SORCS3",FALSE
"ENSG00000285190.1","lightcyan","ENSG00000285190","ENSG00000285190",FALSE
"ENSG00000160963.14","grey","ENSG00000160963","COL26A1",FALSE
"ENSG00000163873.10","darkgreen","ENSG00000163873","GRIK3",FALSE
"ENSG00000257542.5","yellow","ENSG00000257542","OR7E47P",FALSE
"ENSG00000185697.17","blue","ENSG00000185697","MYBL1",FALSE
"ENSG00000149922.12","red","ENSG00000149922","TBX6",FALSE
"ENSG00000210156.1","tan","ENSG00000210156","MT-TK",FALSE
"ENSG00000161270.20","magenta","ENSG00000161270","NPHS1",FALSE
"ENSG00000277382.1","midnightblue","ENSG00000277382","ENSG00000277382",FALSE
"ENSG00000138018.19","brown","ENSG00000138018","SELENOI",FALSE
"ENSG00000236671.9","blue","ENSG00000236671","PRKG1-AS1",FALSE
"ENSG00000236833.1","grey","ENSG00000236833","ENSG00000236833",FALSE
"ENSG00000166557.14","turquoise","ENSG00000166557","TMED3",FALSE
"ENSG00000109738.11","blue","ENSG00000109738","GLRB",FALSE
"ENSG00000258777.2","grey","ENSG00000258777","HIF1A-AS1",FALSE
"ENSG00000196860.8","grey","ENSG00000196860","TOMM20L",FALSE
"ENSG00000274184.1","darkred","ENSG00000274184","ENSG00000274184",FALSE
"ENSG00000152192.8","steelblue","ENSG00000152192","POU4F1",FALSE
"ENSG00000171115.4","green","ENSG00000171115","GIMAP8",FALSE
"ENSG00000204963.6","grey","ENSG00000204963","PCDHA7",FALSE
"ENSG00000129450.9","cyan","ENSG00000129450","SIGLEC9",FALSE
"ENSG00000271605.6","turquoise","ENSG00000271605","MILR1",FALSE
"ENSG00000162407.9","pink","ENSG00000162407","PLPP3",FALSE
"ENSG00000049323.16","turquoise","ENSG00000049323","LTBP1",FALSE
"ENSG00000198804.2","grey","ENSG00000198804","MT-CO1",TRUE
"ENSG00000253807.6","grey","ENSG00000253807","LINC01170",FALSE
"ENSG00000196358.12","darkgrey","ENSG00000196358","NTNG2",FALSE
"ENSG00000090924.15","turquoise","ENSG00000090924","PLEKHG2",FALSE
"ENSG00000275358.1","blue","ENSG00000275358","ENSG00000275358",FALSE
"ENSG00000233611.4","blue","ENSG00000233611","ENSG00000233611",FALSE
"ENSG00000170425.4","grey","ENSG00000170425","ADORA2B",FALSE
"ENSG00000151079.7","turquoise","ENSG00000151079","KCNA6",FALSE
"ENSG00000065609.15","lightyellow","ENSG00000065609","SNAP91",FALSE
"ENSG00000268055.2","salmon","ENSG00000268055","ENSG00000268055",FALSE
"ENSG00000242088.1","grey","ENSG00000242088","ENSG00000242088",FALSE
"ENSG00000213085.10","turquoise","ENSG00000213085","CFAP45",FALSE
"ENSG00000197561.7","grey","ENSG00000197561","ELANE",FALSE
"ENSG00000279891.1","pink","ENSG00000279891","FLJ42393",FALSE
"ENSG00000270379.6","darkorange","ENSG00000270379","HEATR9",FALSE
"ENSG00000087842.11","brown","ENSG00000087842","PIR",FALSE
"ENSG00000138646.9","turquoise","ENSG00000138646","HERC5",FALSE
"ENSG00000117480.16","orange","ENSG00000117480","FAAH",FALSE
"ENSG00000277214.1","turquoise","ENSG00000277214","ENSG00000277214",FALSE
"ENSG00000221887.6","turquoise","ENSG00000221887","HMSD",FALSE
"ENSG00000250853.1","grey","ENSG00000250853","RNF138P1",FALSE
"ENSG00000165996.14","grey60","ENSG00000165996","HACD1",FALSE
"ENSG00000196756.14","black","ENSG00000196756","SNHG17",FALSE
"ENSG00000145730.21","blue","ENSG00000145730","PAM",FALSE
"ENSG00000267222.1","grey","ENSG00000267222","ENSG00000267222",FALSE
"ENSG00000138152.10","salmon","ENSG00000138152","BTBD16",FALSE
"ENSG00000051523.11","blue","ENSG00000051523","CYBA",FALSE
"ENSG00000279825.1","grey","ENSG00000279825","ENSG00000279825",FALSE
"ENSG00000223723.1","grey","ENSG00000223723","TFDP1P2",FALSE
"ENSG00000159339.13","grey","ENSG00000159339","PADI4",FALSE
"ENSG00000276096.1","grey","ENSG00000276096","Metazoa_SRP",FALSE
"ENSG00000179144.5","green","ENSG00000179144","GIMAP7",FALSE
"ENSG00000228624.8","blue","ENSG00000228624","HDAC2-AS2",FALSE
"ENSG00000126353.3","pink","ENSG00000126353","CCR7",FALSE
"ENSG00000205213.14","orange","ENSG00000205213","LGR4",FALSE
"ENSG00000259045.1","magenta","ENSG00000259045","MTCO1P2",FALSE
"ENSG00000260855.1","blue","ENSG00000260855","ENSG00000260855",FALSE
"ENSG00000267414.1","yellow","ENSG00000267414","SETBP1-DT",FALSE
"ENSG00000170370.12","turquoise","ENSG00000170370","EMX2",FALSE
"ENSG00000258133.1","blue","ENSG00000258133","ENSG00000258133",FALSE
"ENSG00000282787.1","grey","ENSG00000282787","ENSG00000282787",FALSE
"ENSG00000168032.10","grey","ENSG00000168032","ENTPD3",FALSE
"ENSG00000150636.17","yellow","ENSG00000150636","CCDC102B",FALSE
"ENSG00000120129.6","grey","ENSG00000120129","DUSP1",FALSE
"ENSG00000289080.1","grey","ENSG00000289080","ENSG00000289080",FALSE
"ENSG00000186431.19","black","ENSG00000186431","FCAR",FALSE
"ENSG00000198915.12","blue","ENSG00000198915","RASGEF1A",FALSE
"ENSG00000254101.8","grey","ENSG00000254101","LINC02055",FALSE
"ENSG00000288704.1","grey","ENSG00000288704","ENSG00000288704",FALSE
"ENSG00000188765.7","grey","ENSG00000188765","TMSB4XP2",FALSE
"ENSG00000248515.2","turquoise","ENSG00000248515","ENSG00000248515",FALSE
"ENSG00000114923.17","turquoise","ENSG00000114923","SLC4A3",FALSE
"ENSG00000184350.11","turquoise","ENSG00000184350","MRGPRE",FALSE
"ENSG00000204569.10","salmon","ENSG00000204569","PPP1R10",FALSE
"ENSG00000144063.4","turquoise","ENSG00000144063","MALL",FALSE
"ENSG00000056558.11","blue","ENSG00000056558","TRAF1",FALSE
"ENSG00000211943.2","paleturquoise","ENSG00000211943","IGHV3-15",FALSE
"ENSG00000169087.11","black","ENSG00000169087","HSPBAP1",FALSE
"ENSG00000289586.1","blue","ENSG00000289586","ENSG00000289586",FALSE
"ENSG00000197358.9","magenta","ENSG00000197358","BNIP3P1",FALSE
"ENSG00000234775.2","grey","ENSG00000234775","ENSG00000234775",FALSE
"ENSG00000175745.14","turquoise","ENSG00000175745","NR2F1",FALSE
"ENSG00000229422.2","grey","ENSG00000229422","ENSG00000229422",FALSE
"ENSG00000180383.4","grey","ENSG00000180383","DEFB124",FALSE
"ENSG00000254028.1","grey","ENSG00000254028","ENSG00000254028",FALSE
"ENSG00000013441.17","midnightblue","ENSG00000013441","CLK1",FALSE
"ENSG00000179598.6","grey","ENSG00000179598","PLD6",FALSE
"ENSG00000254231.3","blue","ENSG00000254231","WWP1-AS1",FALSE
"ENSG00000284605.1","grey","ENSG00000284605","ENSG00000284605",FALSE
"ENSG00000070526.15","green","ENSG00000070526","ST6GALNAC1",FALSE
"ENSG00000165424.7","tan","ENSG00000165424","ZCCHC24",FALSE
"ENSG00000123908.12","brown","ENSG00000123908","AGO2",FALSE
"ENSG00000182107.7","turquoise","ENSG00000182107","TMEM30B",FALSE
"ENSG00000284669.1","midnightblue","ENSG00000284669","ENSG00000284669",FALSE
"ENSG00000257335.8","black","ENSG00000257335","MGAM",FALSE
"ENSG00000288938.1","yellow","ENSG00000288938","ENSG00000288938",FALSE
"ENSG00000162430.18","red","ENSG00000162430","SELENON",FALSE
"ENSG00000215284.2","grey","ENSG00000215284","CHMP5P1",FALSE
"ENSG00000087494.16","turquoise","ENSG00000087494","PTHLH",FALSE
"ENSG00000205704.7","lightyellow","ENSG00000205704","LINC00634",FALSE
"ENSG00000235381.1","black","ENSG00000235381","ENSG00000235381",FALSE
"ENSG00000163297.18","green","ENSG00000163297","ANTXR2",FALSE
"ENSG00000162437.14","yellow","ENSG00000162437","RAVER2",FALSE
"ENSG00000148429.15","brown","ENSG00000148429","USP6NL",FALSE
"ENSG00000229570.2","magenta","ENSG00000229570","GAPDHP58",FALSE
"ENSG00000183250.13","purple","ENSG00000183250","LINC01547",FALSE
"ENSG00000051128.19","red","ENSG00000051128","HOMER3",FALSE
"ENSG00000077238.14","pink","ENSG00000077238","IL4R",FALSE
"ENSG00000188487.12","darkgreen","ENSG00000188487","INSC",FALSE
"ENSG00000112486.18","grey","ENSG00000112486","CCR6",FALSE
"ENSG00000179406.9","blue","ENSG00000179406","LINC00174",FALSE
"ENSG00000050820.17","brown","ENSG00000050820","BCAR1",FALSE
"ENSG00000116017.11","red","ENSG00000116017","ARID3A",FALSE
"ENSG00000243701.8","turquoise","ENSG00000243701","DUBR",FALSE
"ENSG00000168899.5","yellow","ENSG00000168899","VAMP5",FALSE
"ENSG00000116157.6","grey60","ENSG00000116157","GPX7",FALSE
"ENSG00000107831.14","greenyellow","ENSG00000107831","FGF8",FALSE
"ENSG00000233818.1","grey","ENSG00000233818","ENSG00000233818",FALSE
"ENSG00000117859.19","black","ENSG00000117859","OSBPL9",FALSE
"ENSG00000261795.1","grey","ENSG00000261795","ENSG00000261795",FALSE
"ENSG00000242405.2","grey","ENSG00000242405","ENSG00000242405",FALSE
"ENSG00000171793.16","brown","ENSG00000171793","CTPS1",FALSE
"ENSG00000224934.6","blue","ENSG00000224934","ENSG00000224934",FALSE
"ENSG00000107968.10","pink","ENSG00000107968","MAP3K8",FALSE
"ENSG00000204172.12","blue","ENSG00000204172","AGAP9",FALSE
"ENSG00000224565.2","grey","ENSG00000224565","LINC01754",FALSE
"ENSG00000289592.1","purple","ENSG00000289592","ENSG00000289592",FALSE
"ENSG00000175471.20","pink","ENSG00000175471","MCTP1",FALSE
"ENSG00000141401.12","red","ENSG00000141401","IMPA2",FALSE
"ENSG00000227082.3","blue","ENSG00000227082","LINC02798",FALSE
"ENSG00000274833.1","grey","ENSG00000274833","ENSG00000274833",FALSE
"ENSG00000157064.11","darkgrey","ENSG00000157064","NMNAT2",FALSE
"ENSG00000285106.2","black","ENSG00000285106","ENSG00000285106",FALSE
"ENSG00000237793.3","magenta","ENSG00000237793","RPL18AP16",FALSE
"ENSG00000265008.1","purple","ENSG00000265008","ENSG00000265008",FALSE
"ENSG00000135245.10","pink","ENSG00000135245","HILPDA",FALSE
"ENSG00000250337.8","turquoise","ENSG00000250337","PURPL",FALSE
"ENSG00000269303.1","grey","ENSG00000269303","GRAMD1A-AS1",FALSE
"ENSG00000279339.1","grey","ENSG00000279339","ENSG00000279339",FALSE
"ENSG00000262663.1","black","ENSG00000262663","ENSG00000262663",FALSE
"ENSG00000148730.7","brown","ENSG00000148730","EIF4EBP2",FALSE
"ENSG00000143179.16","black","ENSG00000143179","UCK2",FALSE
"ENSG00000289504.1","brown","ENSG00000289504","ENSG00000289504",FALSE
"ENSG00000106701.13","grey","ENSG00000106701","FSD1L",FALSE
"ENSG00000131094.4","darkgreen","ENSG00000131094","C1QL1",FALSE
"ENSG00000224413.1","turquoise","ENSG00000224413","ENSG00000224413",FALSE
"ENSG00000289425.1","grey","ENSG00000289425","ENSG00000289425",FALSE
"ENSG00000197575.6","grey","ENSG00000197575","RPS17P2",FALSE
"ENSG00000117226.12","turquoise","ENSG00000117226","GBP3",FALSE
"ENSG00000134802.18","turquoise","ENSG00000134802","SLC43A3",FALSE
"ENSG00000188460.4","magenta","ENSG00000188460","ACTBP11",FALSE
"ENSG00000274251.1","grey","ENSG00000274251","ENSG00000274251",FALSE
"ENSG00000146966.13","turquoise","ENSG00000146966","DENND2A",FALSE
"ENSG00000146938.16","turquoise","ENSG00000146938","NLGN4X",FALSE
"ENSG00000174059.17","turquoise","ENSG00000174059","CD34",FALSE
"ENSG00000142185.18","cyan","ENSG00000142185","TRPM2",FALSE
"ENSG00000026297.17","turquoise","ENSG00000026297","RNASET2",FALSE
"ENSG00000198914.5","lightyellow","ENSG00000198914","POU3F3",FALSE
"ENSG00000164050.13","green","ENSG00000164050","PLXNB1",FALSE
"ENSG00000287715.1","grey","ENSG00000287715","ENSG00000287715",FALSE
"ENSG00000288878.1","grey","ENSG00000288878","ENSG00000288878",FALSE
"ENSG00000234222.6","black","ENSG00000234222","LIX1L-AS1",FALSE
"ENSG00000168546.11","cyan","ENSG00000168546","GFRA2",FALSE
"ENSG00000172817.4","turquoise","ENSG00000172817","CYP7B1",FALSE
"ENSG00000224660.2","black","ENSG00000224660","SH3BP5-AS1",FALSE
"ENSG00000070731.11","yellow","ENSG00000070731","ST6GALNAC2",FALSE
"ENSG00000023902.14","violet","ENSG00000023902","PLEKHO1",FALSE
"ENSG00000229558.2","blue","ENSG00000229558","SACS-AS1",FALSE
"ENSG00000213650.3","magenta","ENSG00000213650","ENSG00000213650",FALSE
"ENSG00000289288.1","blue","ENSG00000289288","ENSG00000289288",FALSE
"ENSG00000123338.13","cyan","ENSG00000123338","NCKAP1L",FALSE
"ENSG00000198131.15","blue","ENSG00000198131","ZNF544",FALSE
"ENSG00000173531.16","blue","ENSG00000173531","MST1",FALSE
"ENSG00000288002.1","blue","ENSG00000288002","ENSG00000288002",FALSE
"ENSG00000168676.11","darkorange","ENSG00000168676","KCTD19",FALSE
"ENSG00000272489.1","grey","ENSG00000272489","ENSG00000272489",FALSE
"ENSG00000144229.13","turquoise","ENSG00000144229","THSD7B",FALSE
"ENSG00000181240.14","grey","ENSG00000181240","SLC25A41",FALSE
"ENSG00000172260.15","green","ENSG00000172260","NEGR1",FALSE
"ENSG00000109906.15","brown","ENSG00000109906","ZBTB16",FALSE
"ENSG00000231742.6","blue","ENSG00000231742","LINC01273",FALSE
"ENSG00000142552.8","turquoise","ENSG00000142552","RCN3",FALSE
"ENSG00000147813.16","greenyellow","ENSG00000147813","NAPRT",FALSE
"ENSG00000162639.16","steelblue","ENSG00000162639","HENMT1",FALSE
"ENSG00000245888.7","turquoise","ENSG00000245888","NSMCE1-DT",FALSE
"ENSG00000254415.4","cyan","ENSG00000254415","SIGLEC14",FALSE
"ENSG00000148572.16","black","ENSG00000148572","NRBF2",FALSE
"ENSG00000147592.9","yellow","ENSG00000147592","LACTB2",FALSE
"ENSG00000224743.7","pink","ENSG00000224743","TEX26-AS1",FALSE
"ENSG00000167554.15","blue","ENSG00000167554","ZNF610",FALSE
"ENSG00000141750.7","grey","ENSG00000141750","STAC2",FALSE
"ENSG00000205464.13","blue","ENSG00000205464","ATP6AP1L",FALSE
"ENSG00000166012.17","brown","ENSG00000166012","TAF1D",FALSE
"ENSG00000056487.16","turquoise","ENSG00000056487","PHF21B",FALSE
"ENSG00000232655.1","grey","ENSG00000232655","LINC01656",FALSE
"ENSG00000154493.20","blue","ENSG00000154493","C10orf90",FALSE
"ENSG00000104490.18","turquoise","ENSG00000104490","NCALD",FALSE
"ENSG00000164989.17","blue","ENSG00000164989","CCDC171",FALSE
"ENSG00000121933.19","cyan","ENSG00000121933","TMIGD3",FALSE
"ENSG00000134297.7","grey","ENSG00000134297","PLEKHA8P1",FALSE
"ENSG00000166949.17","orange","ENSG00000166949","SMAD3",FALSE
"ENSG00000280502.1","purple","ENSG00000280502","Metazoa_SRP",FALSE
"ENSG00000258527.1","grey","ENSG00000258527","ASB9P1",FALSE
"ENSG00000230013.2","grey","ENSG00000230013","CT70",FALSE
"ENSG00000157551.19","pink","ENSG00000157551","KCNJ15",FALSE
"ENSG00000273136.8","green","ENSG00000273136","NBPF26",FALSE
"ENSG00000186654.21","green","ENSG00000186654","PRR5",FALSE
"ENSG00000090238.12","black","ENSG00000090238","YPEL3",FALSE
"ENSG00000262966.2","grey","ENSG00000262966","ENSG00000262966",FALSE
"ENSG00000213694.6","green","ENSG00000213694","S1PR3",FALSE
"ENSG00000165072.10","green","ENSG00000165072","MAMDC2",FALSE
"ENSG00000187098.18","tan","ENSG00000187098","MITF",FALSE
"ENSG00000274460.1","black","ENSG00000274460","ENSG00000274460",FALSE
"ENSG00000171116.7","grey","ENSG00000171116","HSFX1",FALSE
"ENSG00000287299.1","midnightblue","ENSG00000287299","ENSG00000287299",FALSE
"ENSG00000179913.11","skyblue","ENSG00000179913","B3GNT3",FALSE
"ENSG00000272597.1","salmon","ENSG00000272597","ENSG00000272597",FALSE
"ENSG00000233670.7","grey","ENSG00000233670","PIRT",FALSE
"ENSG00000231133.8","grey","ENSG00000231133","HAR1B",FALSE
"ENSG00000258199.1","grey","ENSG00000258199","ENSG00000258199",FALSE
"ENSG00000173698.18","green","ENSG00000173698","ADGRG2",FALSE
"ENSG00000136237.19","turquoise","ENSG00000136237","RAPGEF5",FALSE
"ENSG00000070540.13","grey","ENSG00000070540","WIPI1",FALSE
"ENSG00000288916.1","blue","ENSG00000288916","ENSG00000288916",FALSE
"ENSG00000189334.9","skyblue","ENSG00000189334","S100A14",FALSE
"ENSG00000186479.5","turquoise","ENSG00000186479","RGS7BP",FALSE
"ENSG00000224295.3","grey","ENSG00000224295","OLFM5P",FALSE
"ENSG00000172403.11","red","ENSG00000172403","SYNPO2",FALSE
"ENSG00000272927.1","grey","ENSG00000272927","ENSG00000272927",FALSE
"ENSG00000248356.1","grey","ENSG00000248356","ENSG00000248356",FALSE
"ENSG00000136738.15","brown","ENSG00000136738","STAM",FALSE
"ENSG00000251450.2","midnightblue","ENSG00000251450","RASGRF2-AS1",FALSE
"ENSG00000272465.1","grey","ENSG00000272465","ENSG00000272465",FALSE
"ENSG00000153363.14","blue","ENSG00000153363","LINC00467",FALSE
"ENSG00000260788.7","turquoise","ENSG00000260788","ENSG00000260788",FALSE
"ENSG00000161055.4","grey","ENSG00000161055","SCGB3A1",FALSE
"ENSG00000254166.3","grey","ENSG00000254166","CASC19",FALSE
"ENSG00000066294.15","cyan","ENSG00000066294","CD84",FALSE
"ENSG00000169194.10","grey","ENSG00000169194","IL13",FALSE
"ENSG00000253661.3","yellow","ENSG00000253661","ZFHX4-AS1",FALSE
"ENSG00000254298.1","grey","ENSG00000254298","ENSG00000254298",FALSE
"ENSG00000261026.1","turquoise","ENSG00000261026","ENSG00000261026",FALSE
"ENSG00000226853.4","blue","ENSG00000226853","ENSG00000226853",FALSE
"ENSG00000133063.16","black","ENSG00000133063","CHIT1",FALSE
"ENSG00000177453.7","orange","ENSG00000177453","NIM1K",FALSE
"ENSG00000077984.6","pink","ENSG00000077984","CST7",FALSE
"ENSG00000170801.10","grey","ENSG00000170801","HTRA3",FALSE
"ENSG00000161609.10","darkorange","ENSG00000161609","KASH5",FALSE
"ENSG00000228665.2","grey","ENSG00000228665","ENSG00000228665",FALSE
"ENSG00000101144.13","darkgreen","ENSG00000101144","BMP7",FALSE
"ENSG00000123388.4","darkgrey","ENSG00000123388","HOXC11",FALSE
"ENSG00000092758.18","darkgreen","ENSG00000092758","COL9A3",FALSE
"ENSG00000271018.1","grey","ENSG00000271018","ENSG00000271018",FALSE
"ENSG00000241351.3","paleturquoise","ENSG00000241351","IGKV3-11",FALSE
"ENSG00000117595.12","turquoise","ENSG00000117595","IRF6",FALSE
"ENSG00000105668.7","royalblue","ENSG00000105668","UPK1A",FALSE
"ENSG00000213462.5","grey","ENSG00000213462","ERV3-1",FALSE
"ENSG00000173068.18","grey","ENSG00000173068","BNC2",FALSE
"ENSG00000111057.11","turquoise","ENSG00000111057","KRT18",FALSE
"ENSG00000111674.9","turquoise","ENSG00000111674","ENO2",FALSE
"ENSG00000108840.16","blue","ENSG00000108840","HDAC5",FALSE
"ENSG00000179751.7","white","ENSG00000179751","SYCN",FALSE
"ENSG00000253133.2","grey","ENSG00000253133","GPAT4-AS1",FALSE
