"gene","module","gene_clean","symbol","is_GenAge"
"ENSG00000235979.9","salmon","ENSG00000235979","ENSG00000235979",FALSE
"ENSG00000231749.3","grey","ENSG00000231749","ABCA9-AS1",FALSE
"ENSG00000242142.1","salmon","ENSG00000242142","SERBP1P3",FALSE
"ENSG00000272316.1","blue","ENSG00000272316","ENSG00000272316",FALSE
"ENSG00000163472.19","grey","ENSG00000163472","TMEM79",FALSE
"ENSG00000147065.17","pink","ENSG00000147065","MSN",FALSE
"ENSG00000258938.1","purple","ENSG00000258938","ENSG00000258938",FALSE
"ENSG00000006007.12","yellow","ENSG00000006007","GDE1",FALSE
"ENSG00000114126.18","yellow","ENSG00000114126","TFDP2",FALSE
"ENSG00000213613.2","midnightblue","ENSG00000213613","RPL11P3",FALSE
"ENSG00000104691.16","red","ENSG00000104691","UBXN8",FALSE
"ENSG00000181143.15","grey","ENSG00000181143","MUC16",FALSE
"ENSG00000081479.15","magenta","ENSG00000081479","LRP2",TRUE
"ENSG00000141873.11","red","ENSG00000141873","SLC39A3",FALSE
"ENSG00000204385.13","skyblue","ENSG00000204385","SLC44A4",FALSE
"ENSG00000147113.17","green","ENSG00000147113","DIPK2B",FALSE
"ENSG00000125877.13","red","ENSG00000125877","ITPA",FALSE
"ENSG00000183741.12","brown","ENSG00000183741","CBX6",FALSE
"ENSG00000272777.1","purple","ENSG00000272777","ENSG00000272777",FALSE
"ENSG00000246089.4","blue","ENSG00000246089","MCPH1-DT",FALSE
"ENSG00000226862.1","salmon","ENSG00000226862","ENSG00000226862",FALSE
"ENSG00000276744.1","lightgreen","ENSG00000276744","ENSG00000276744",FALSE
"ENSG00000272582.1","darkred","ENSG00000272582","ENSG00000272582",FALSE
"ENSG00000183479.13","turquoise","ENSG00000183479","TREX2",FALSE
"ENSG00000258357.1","grey","ENSG00000258357","NSA2P2",FALSE
"ENSG00000267405.1","grey","ENSG00000267405","ENSG00000267405",FALSE
"ENSG00000230067.3","grey","ENSG00000230067","HSPD1P6",FALSE
"ENSG00000271855.1","lightgreen","ENSG00000271855","ENSG00000271855",FALSE
"ENSG00000180891.13","tan","ENSG00000180891","CUEDC1",FALSE
"ENSG00000274993.1","grey","ENSG00000274993","ENSG00000274993",FALSE
"ENSG00000259577.2","turquoise","ENSG00000259577","CERNA1",FALSE
"ENSG00000137404.15","turquoise","ENSG00000137404","NRM",FALSE
"ENSG00000012232.9","tan","ENSG00000012232","EXTL3",FALSE
"ENSG00000287165.1","blue","ENSG00000287165","ENSG00000287165",FALSE
"ENSG00000286512.1","midnightblue","ENSG00000286512","ENSG00000286512",FALSE
"ENSG00000275880.1","grey","ENSG00000275880","ENSG00000275880",FALSE
"ENSG00000214264.4","blue","ENSG00000214264","KCTD9P4",FALSE
"ENSG00000231690.4","grey","ENSG00000231690","LINC00574",FALSE
"ENSG00000180189.10","salmon","ENSG00000180189","HMGB1P14",FALSE
"ENSG00000251187.5","grey","ENSG00000251187","ENSG00000251187",FALSE
"ENSG00000259051.1","magenta","ENSG00000259051","HNRNPUP1",FALSE
"ENSG00000156374.16","brown","ENSG00000156374","PCGF6",FALSE
"ENSG00000196368.5","turquoise","ENSG00000196368","NUDT11",FALSE
"ENSG00000205763.14","yellow","ENSG00000205763","RP9P",FALSE
"ENSG00000265683.1","lightgreen","ENSG00000265683","SYPL1P2",FALSE
"ENSG00000270587.1","yellow","ENSG00000270587","FAM136DP",FALSE
"ENSG00000263164.1","blue","ENSG00000263164","ENSG00000263164",FALSE
"ENSG00000259308.3","pink","ENSG00000259308","FABP5P8",FALSE
"ENSG00000232883.1","magenta","ENSG00000232883","ENSG00000232883",FALSE
"ENSG00000142751.15","brown","ENSG00000142751","GPN2",FALSE
"ENSG00000288720.1","grey","ENSG00000288720","ENSG00000288720",FALSE
"ENSG00000282386.1","brown","ENSG00000282386","ENSG00000282386",FALSE
"ENSG00000205702.12","turquoise","ENSG00000205702","CYP2D7",FALSE
"ENSG00000152102.18","brown","ENSG00000152102","FAM168B",FALSE
"ENSG00000261754.2","green","ENSG00000261754","ENSG00000261754",FALSE
"ENSG00000145604.17","grey","ENSG00000145604","SKP2",FALSE
"ENSG00000183662.12","grey","ENSG00000183662","TAFA1",FALSE
"ENSG00000204086.4","salmon","ENSG00000204086","RPA4",FALSE
"ENSG00000129437.11","grey","ENSG00000129437","KLK14",FALSE
"ENSG00000288995.1","grey","ENSG00000288995","ENSG00000288995",FALSE
"ENSG00000173821.20","black","ENSG00000173821","RNF213",FALSE
"ENSG00000141013.17","blue","ENSG00000141013","GAS8",FALSE
"ENSG00000231086.1","salmon","ENSG00000231086","TSSK1A",FALSE
"ENSG00000256973.1","blue","ENSG00000256973","ENSG00000256973",FALSE
"ENSG00000162599.17","blue","ENSG00000162599","NFIA",FALSE
"ENSG00000255474.1","grey","ENSG00000255474","GAU1",FALSE
"ENSG00000128310.3","grey","ENSG00000128310","GALR3",FALSE
"ENSG00000251279.2","purple","ENSG00000251279","SMIM15-AS1",FALSE
"ENSG00000275485.1","blue","ENSG00000275485","ENSG00000275485",FALSE
"ENSG00000155428.12","turquoise","ENSG00000155428","TRIM74",FALSE
"ENSG00000280649.2","steelblue","ENSG00000280649","ENSG00000280649",FALSE
"ENSG00000143590.14","grey","ENSG00000143590","EFNA3",FALSE
"ENSG00000233328.3","magenta","ENSG00000233328","PFN1P1",FALSE
"ENSG00000180185.12","yellow","ENSG00000180185","FAHD1",FALSE
"ENSG00000149571.12","turquoise","ENSG00000149571","KIRREL3",FALSE
"ENSG00000224186.8","pink","ENSG00000224186","PITX1-AS1",FALSE
"ENSG00000236320.4","grey","ENSG00000236320","SLFN14",FALSE
"ENSG00000234284.7","red","ENSG00000234284","ZNF879",FALSE
"ENSG00000255571.9","lightyellow","ENSG00000255571","MIR9-3HG",FALSE
"ENSG00000196110.8","green","ENSG00000196110","ZNF699",FALSE
"ENSG00000279347.1","grey","ENSG00000279347","ENSG00000279347",FALSE
"ENSG00000221883.4","purple","ENSG00000221883","ARIH2OS",FALSE
"ENSG00000246145.1","grey","ENSG00000246145","RRS1-DT",FALSE
"ENSG00000183044.12","green","ENSG00000183044","ABAT",FALSE
"ENSG00000250802.7","grey","ENSG00000250802","ZBED3-AS1",FALSE
"ENSG00000146701.12","yellow","ENSG00000146701","MDH2",FALSE
"ENSG00000287454.1","pink","ENSG00000287454","ENSG00000287454",FALSE
"ENSG00000167513.9","saddlebrown","ENSG00000167513","CDT1",FALSE
"ENSG00000287811.2","blue","ENSG00000287811","ENSG00000287811",FALSE
"ENSG00000282870.1","grey","ENSG00000282870","FRG1DP",FALSE
"ENSG00000204991.11","turquoise","ENSG00000204991","SPIRE2",FALSE
"ENSG00000189306.11","grey","ENSG00000189306","RRP7A",FALSE
"ENSG00000163449.11","turquoise","ENSG00000163449","TMEM169",FALSE
"ENSG00000237938.5","black","ENSG00000237938","ENSG00000237938",FALSE
"ENSG00000178301.4","blue","ENSG00000178301","AQP11",FALSE
"ENSG00000159086.15","black","ENSG00000159086","PAXBP1",FALSE
"ENSG00000146285.14","darkturquoise","ENSG00000146285","SCML4",FALSE
"ENSG00000254427.3","grey","ENSG00000254427","LINC02696",FALSE
"ENSG00000166869.3","royalblue","ENSG00000166869","CHP2",FALSE
"ENSG00000234694.2","lightgreen","ENSG00000234694","ENSG00000234694",FALSE
"ENSG00000243554.1","grey","ENSG00000243554","ENSG00000243554",FALSE
"ENSG00000224668.1","magenta","ENSG00000224668","IPO8P1",FALSE
"ENSG00000237017.1","greenyellow","ENSG00000237017","ENSG00000237017",FALSE
"ENSG00000188690.15","yellow","ENSG00000188690","UROS",FALSE
"ENSG00000286366.1","lightgreen","ENSG00000286366","ENSG00000286366",FALSE
"ENSG00000164967.10","yellow","ENSG00000164967","RPP25L",FALSE
"ENSG00000166546.14","turquoise","ENSG00000166546","BEAN1",FALSE
"ENSG00000279456.1","grey","ENSG00000279456","ENSG00000279456",FALSE
"ENSG00000102890.16","turquoise","ENSG00000102890","ELMO3",FALSE
"ENSG00000197622.13","black","ENSG00000197622","CDC42SE1",FALSE
"ENSG00000204930.10","blue","ENSG00000204930","FAM221B",FALSE
"ENSG00000205143.4","grey","ENSG00000205143","ARID3C",FALSE
"ENSG00000204161.14","turquoise","ENSG00000204161","TMEM273",FALSE
"ENSG00000232059.3","midnightblue","ENSG00000232059","ENSG00000232059",FALSE
"ENSG00000117143.13","grey","ENSG00000117143","UAP1",FALSE
"ENSG00000230359.5","purple","ENSG00000230359","TPI1P2",FALSE
"ENSG00000224094.1","magenta","ENSG00000224094","RPS24P8",FALSE
"ENSG00000279948.1","blue","ENSG00000279948","ENSG00000279948",FALSE
"ENSG00000271869.1","purple","ENSG00000271869","DCTN6-DT",FALSE
"ENSG00000265912.1","grey","ENSG00000265912","ENSG00000265912",FALSE
"ENSG00000270000.1","turquoise","ENSG00000270000","ENSG00000270000",FALSE
"ENSG00000166851.15","grey","ENSG00000166851","PLK1",FALSE
"ENSG00000119703.15","red","ENSG00000119703","ZC2HC1C",FALSE
"ENSG00000232995.7","blue","ENSG00000232995","RGS5",FALSE
"ENSG00000127955.17","green","ENSG00000127955","GNAI1",FALSE
"ENSG00000241313.3","purple","ENSG00000241313","WWTR1-AS1",FALSE
"ENSG00000228889.8","grey","ENSG00000228889","UBAC2-AS1",FALSE
"ENSG00000228218.1","magenta","ENSG00000228218","ATF4P3",FALSE
"ENSG00000188177.14","grey","ENSG00000188177","ZC3H6",FALSE
"ENSG00000269300.1","salmon","ENSG00000269300","ENSG00000269300",FALSE
"ENSG00000205940.8","magenta","ENSG00000205940","HSP90AB2P",FALSE
"ENSG00000156650.14","yellow","ENSG00000156650","KAT6B",FALSE
"ENSG00000240970.1","grey","ENSG00000240970","RPL23AP64",FALSE
"ENSG00000170426.2","grey","ENSG00000170426","SDR9C7",FALSE
"ENSG00000231205.12","green","ENSG00000231205","ZNF826P",FALSE
"ENSG00000155304.6","brown","ENSG00000155304","HSPA13",FALSE
"ENSG00000275392.1","blue","ENSG00000275392","ENSG00000275392",FALSE
"ENSG00000241458.1","grey","ENSG00000241458","RPL7P19",FALSE
"ENSG00000235001.3","magenta","ENSG00000235001","EIF4A1P2",FALSE
"ENSG00000226180.3","greenyellow","ENSG00000226180","ENSG00000226180",FALSE
"ENSG00000258017.3","pink","ENSG00000258017","ENSG00000258017",FALSE
"ENSG00000037280.16","pink","ENSG00000037280","FLT4",FALSE
"ENSG00000255329.1","grey","ENSG00000255329","H2AZP4",FALSE
"ENSG00000186130.5","brown","ENSG00000186130","ZBTB6",FALSE
"ENSG00000185596.16","grey","ENSG00000185596","WASH3P",FALSE
"ENSG00000188070.9","darkred","ENSG00000188070","ZFTA",FALSE
"ENSG00000288061.2","grey","ENSG00000288061","ENSG00000288061",FALSE
"ENSG00000134851.13","black","ENSG00000134851","TMEM165",FALSE
"ENSG00000173638.19","lightcyan","ENSG00000173638","SLC19A1",FALSE
"ENSG00000259956.2","black","ENSG00000259956","RBM15B",FALSE
"ENSG00000251131.2","blue","ENSG00000251131","ENSG00000251131",FALSE
"ENSG00000288904.1","purple","ENSG00000288904","ENSG00000288904",FALSE
"ENSG00000138079.14","greenyellow","ENSG00000138079","SLC3A1",FALSE
"ENSG00000152990.14","grey","ENSG00000152990","ADGRA3",FALSE
"ENSG00000080824.19","grey","ENSG00000080824","HSP90AA1",TRUE
"ENSG00000261221.4","tan","ENSG00000261221","ZNF865",FALSE
"ENSG00000145348.17","grey","ENSG00000145348","TBCK",FALSE
"ENSG00000168566.13","tan","ENSG00000168566","SNRNP48",FALSE
"ENSG00000205583.14","grey","ENSG00000205583","STAG3L1",FALSE
"ENSG00000198933.10","tan","ENSG00000198933","TBKBP1",FALSE
"ENSG00000230207.1","magenta","ENSG00000230207","RPL4P5",FALSE
"ENSG00000241134.3","grey","ENSG00000241134","BET1P1",FALSE
"ENSG00000287005.1","grey","ENSG00000287005","ENSG00000287005",FALSE
"ENSG00000250461.1","grey","ENSG00000250461","ENSG00000250461",FALSE
"ENSG00000129245.12","red","ENSG00000129245","FXR2",FALSE
"ENSG00000262700.1","blue","ENSG00000262700","ENSG00000262700",FALSE
"ENSG00000205544.4","grey","ENSG00000205544","TMEM256",FALSE
"ENSG00000205089.8","turquoise","ENSG00000205089","CCNI2",FALSE
"ENSG00000181744.9","grey","ENSG00000181744","DIPK2A",FALSE
"ENSG00000279393.1","grey","ENSG00000279393","ENSG00000279393",FALSE
"ENSG00000233585.2","magenta","ENSG00000233585","ENSG00000233585",FALSE
"ENSG00000274403.1","turquoise","ENSG00000274403","ENSG00000274403",FALSE
"ENSG00000231167.3","magenta","ENSG00000231167","YBX1P2",FALSE
"ENSG00000143674.11","green","ENSG00000143674","MAP3K21",FALSE
"ENSG00000213574.2","magenta","ENSG00000213574","LDHAP5",FALSE
"ENSG00000249898.9","midnightblue","ENSG00000249898","MCPH1-AS1",FALSE
"ENSG00000237886.1","purple","ENSG00000237886","NALT1",FALSE
"ENSG00000243007.1","magenta","ENSG00000243007","RPL12P35",FALSE
"ENSG00000225978.3","grey","ENSG00000225978","HAR1A",FALSE
"ENSG00000214391.3","magenta","ENSG00000214391","TUBAP2",FALSE
"ENSG00000205078.6","turquoise","ENSG00000205078","SYCE1L",FALSE
"ENSG00000233578.1","midnightblue","ENSG00000233578","EIF4EP1",FALSE
"ENSG00000272040.1","salmon","ENSG00000272040","ENSG00000272040",FALSE
"ENSG00000254369.6","orange","ENSG00000254369","HOXA-AS3",FALSE
"ENSG00000071575.12","turquoise","ENSG00000071575","TRIB2",FALSE
"ENSG00000259726.1","grey","ENSG00000259726","CSPG4P11",FALSE
"ENSG00000182552.15","tan","ENSG00000182552","RWDD4",FALSE
"ENSG00000267882.2","brown","ENSG00000267882","ENSG00000267882",FALSE
"ENSG00000244153.1","magenta","ENSG00000244153","WWP1P1",FALSE
"ENSG00000269069.1","grey","ENSG00000269069","ENSG00000269069",FALSE
"ENSG00000150961.15","pink","ENSG00000150961","SEC24D",FALSE
"ENSG00000254815.6","turquoise","ENSG00000254815","LMNTD2-AS1",FALSE
"ENSG00000101384.12","turquoise","ENSG00000101384","JAG1",FALSE
"ENSG00000250166.4","grey","ENSG00000250166","ENSG00000250166",FALSE
"ENSG00000206432.4","grey","ENSG00000206432","TMEM200C",FALSE
"ENSG00000170579.17","turquoise","ENSG00000170579","DLGAP1",FALSE
"ENSG00000251259.1","turquoise","ENSG00000251259","ENSG00000251259",FALSE
"ENSG00000137812.21","saddlebrown","ENSG00000137812","KNL1",FALSE
"ENSG00000094804.12","salmon","ENSG00000094804","CDC6",FALSE
"ENSG00000184616.10","blue","ENSG00000184616","SPDYE12P",FALSE
"ENSG00000151062.15","cyan","ENSG00000151062","CACNA2D4",FALSE
"ENSG00000226856.8","grey","ENSG00000226856","THORLNC",FALSE
"ENSG00000287367.1","grey","ENSG00000287367","ENSG00000287367",FALSE
"ENSG00000173338.13","turquoise","ENSG00000173338","KCNK7",FALSE
"ENSG00000234779.1","greenyellow","ENSG00000234779","BNC2-AS1",FALSE
"ENSG00000265399.1","tan","ENSG00000265399","ENSG00000265399",FALSE
"ENSG00000278897.1","grey","ENSG00000278897","ENSG00000278897",FALSE
"ENSG00000273893.1","brown","ENSG00000273893","ENSG00000273893",FALSE
"ENSG00000137992.15","grey","ENSG00000137992","DBT",FALSE
"ENSG00000138867.17","tan","ENSG00000138867","GUCD1",FALSE
"ENSG00000121742.19","royalblue","ENSG00000121742","GJB6",FALSE
"ENSG00000156876.10","grey","ENSG00000156876","SASS6",FALSE
"ENSG00000284523.2","greenyellow","ENSG00000284523","ENSG00000284523",FALSE
"ENSG00000137960.6","green","ENSG00000137960","GIPC2",FALSE
"ENSG00000188342.12","blue","ENSG00000188342","GTF2F2",FALSE
"ENSG00000096654.16","tan","ENSG00000096654","ZNF184",FALSE
"ENSG00000116752.6","blue","ENSG00000116752","BCAS2",FALSE
"ENSG00000261123.1","midnightblue","ENSG00000261123","ENSG00000261123",FALSE
"ENSG00000197226.13","tan","ENSG00000197226","TBC1D9B",FALSE
"ENSG00000180818.5","tan","ENSG00000180818","HOXC10",FALSE
"ENSG00000157617.17","turquoise","ENSG00000157617","C2CD2",FALSE
"ENSG00000160188.10","purple","ENSG00000160188","RSPH1",FALSE
"ENSG00000111729.15","turquoise","ENSG00000111729","CLEC4A",FALSE
"ENSG00000174939.11","lightyellow","ENSG00000174939","ASPHD1",FALSE
"ENSG00000128654.14","yellow","ENSG00000128654","MTX2",FALSE
"ENSG00000182749.6","grey","ENSG00000182749","PAQR7",FALSE
"ENSG00000185947.15","brown","ENSG00000185947","ZNF267",FALSE
"ENSG00000279319.1","grey","ENSG00000279319","ENSG00000279319",FALSE
"ENSG00000140030.6","cyan","ENSG00000140030","GPR65",FALSE
"ENSG00000119899.13","brown","ENSG00000119899","SLC17A5",FALSE
"ENSG00000140932.10","darkorange","ENSG00000140932","CMTM2",FALSE
"ENSG00000126814.7","brown","ENSG00000126814","TRMT5",FALSE
"ENSG00000284664.1","greenyellow","ENSG00000284664","ENSG00000284664",FALSE
"ENSG00000161798.7","royalblue","ENSG00000161798","AQP5",FALSE
"ENSG00000266904.7","blue","ENSG00000266904","LINC00663",FALSE
"ENSG00000186994.12","pink","ENSG00000186994","KANK3",FALSE
"ENSG00000122642.11","blue","ENSG00000122642","FKBP9",FALSE
"ENSG00000168939.12","tan","ENSG00000168939","SPRY3",FALSE
"ENSG00000278627.1","greenyellow","ENSG00000278627","ENSG00000278627",FALSE
"ENSG00000230510.8","blue","ENSG00000230510","PPP5D1P",FALSE
"ENSG00000272506.1","greenyellow","ENSG00000272506","ENSG00000272506",FALSE
"ENSG00000225335.3","purple","ENSG00000225335","ENSG00000225335",FALSE
"ENSG00000110011.14","yellow","ENSG00000110011","DNAJC4",FALSE
"ENSG00000280083.1","grey","ENSG00000280083","ENSG00000280083",FALSE
"ENSG00000243431.1","blue","ENSG00000243431","RPL5P30",FALSE
"ENSG00000088387.21","green","ENSG00000088387","DOCK9",FALSE
"ENSG00000242353.1","grey","ENSG00000242353","RPL12P30",FALSE
"ENSG00000213260.3","grey","ENSG00000213260","YWHAZP5",FALSE
"ENSG00000286638.1","grey","ENSG00000286638","ENSG00000286638",FALSE
"ENSG00000226174.7","lightgreen","ENSG00000226174","TEX22",FALSE
"ENSG00000279953.1","red","ENSG00000279953","ENSG00000279953",FALSE
"ENSG00000175727.14","tan","ENSG00000175727","MLXIP",FALSE
"ENSG00000283959.2","purple","ENSG00000283959","ENSG00000283959",FALSE
"ENSG00000171217.5","midnightblue","ENSG00000171217","CLDN20",FALSE
"ENSG00000164620.9","green","ENSG00000164620","RELL2",FALSE
"ENSG00000200534.1","black","ENSG00000200534","SNORA33",FALSE
"ENSG00000112033.14","black","ENSG00000112033","PPARD",FALSE
"ENSG00000188394.8","turquoise","ENSG00000188394","GPR21",FALSE
"ENSG00000214552.4","magenta","ENSG00000214552","COPS8P2",FALSE
"ENSG00000285697.1","grey","ENSG00000285697","ENSG00000285697",FALSE
"ENSG00000254595.1","greenyellow","ENSG00000254595","ENSG00000254595",FALSE
"ENSG00000167733.14","yellow","ENSG00000167733","HSD11B1L",FALSE
"ENSG00000058335.16","lightyellow","ENSG00000058335","RASGRF1",FALSE
"ENSG00000215174.2","blue","ENSG00000215174","NLRP2B",FALSE
"ENSG00000110851.12","brown","ENSG00000110851","PRDM4",FALSE
"ENSG00000119231.11","brown","ENSG00000119231","SENP5",FALSE
"ENSG00000269907.1","grey","ENSG00000269907","PTMAP11",FALSE
"ENSG00000149600.12","yellow","ENSG00000149600","COMMD7",FALSE
"ENSG00000237772.2","grey","ENSG00000237772","LINC02631",FALSE
"ENSG00000274341.1","greenyellow","ENSG00000274341","ENSG00000274341",FALSE
"ENSG00000279568.1","midnightblue","ENSG00000279568","ENSG00000279568",FALSE
"ENSG00000284428.1","green","ENSG00000284428","ENSG00000284428",FALSE
"ENSG00000149043.17","royalblue","ENSG00000149043","SYT8",FALSE
"ENSG00000178199.14","cyan","ENSG00000178199","ZC3H12D",FALSE
"ENSG00000100285.10","grey","ENSG00000100285","NEFH",FALSE
"ENSG00000287697.1","lightgreen","ENSG00000287697","ENSG00000287697",FALSE
"ENSG00000070444.15","pink","ENSG00000070444","MNT",FALSE
"ENSG00000197847.12","grey","ENSG00000197847","SLC22A20P",FALSE
"ENSG00000184731.6","royalblue","ENSG00000184731","FAM110C",FALSE
"ENSG00000165259.14","turquoise","ENSG00000165259","HDX",FALSE
"ENSG00000267787.7","red","ENSG00000267787","ENSG00000267787",FALSE
"ENSG00000183458.14","grey","ENSG00000183458","PKD1P3",FALSE
"ENSG00000289520.1","pink","ENSG00000289520","ENSG00000289520",FALSE
"ENSG00000270872.2","grey","ENSG00000270872","SRGAP2D",FALSE
"ENSG00000279495.1","midnightblue","ENSG00000279495","ENSG00000279495",FALSE
"ENSG00000158055.17","royalblue","ENSG00000158055","GRHL3",FALSE
"ENSG00000256436.1","midnightblue","ENSG00000256436","TAS2R31",FALSE
"ENSG00000280042.1","midnightblue","ENSG00000280042","ENSG00000280042",FALSE
"ENSG00000100804.19","red","ENSG00000100804","PSMB5",FALSE
"ENSG00000267648.1","grey","ENSG00000267648","ENSG00000267648",FALSE
"ENSG00000188910.8","royalblue","ENSG00000188910","GJB3",FALSE
"ENSG00000185631.7","tan","ENSG00000185631","RPL14P6",FALSE
"ENSG00000236618.3","yellow","ENSG00000236618","PITPNA-AS1",FALSE
"ENSG00000125703.15","red","ENSG00000125703","ATG4C",FALSE
"ENSG00000168071.22","cyan","ENSG00000168071","CCDC88B",FALSE
"ENSG00000095383.20","green","ENSG00000095383","TBC1D2",FALSE
"ENSG00000135930.15","brown","ENSG00000135930","EIF4E2",FALSE
"ENSG00000254858.10","grey","ENSG00000254858","MPV17L2",FALSE
"ENSG00000113273.17","grey","ENSG00000113273","ARSB",FALSE
"ENSG00000158156.9","grey","ENSG00000158156","XKR8",FALSE
"ENSG00000122224.18","darkturquoise","ENSG00000122224","LY9",FALSE
"ENSG00000131037.15","royalblue","ENSG00000131037","EPS8L1",FALSE
"ENSG00000253854.1","lightgreen","ENSG00000253854","ENSG00000253854",FALSE
"ENSG00000173039.20","brown","ENSG00000173039","RELA",TRUE
"ENSG00000140743.8","turquoise","ENSG00000140743","CDR2",FALSE
"ENSG00000164338.10","brown","ENSG00000164338","UTP15",FALSE
"ENSG00000259137.1","magenta","ENSG00000259137","ENSG00000259137",FALSE
"ENSG00000100154.15","turquoise","ENSG00000100154","TTC28",FALSE
"ENSG00000234825.3","magenta","ENSG00000234825","XRCC6P2",FALSE
"ENSG00000287895.1","lightgreen","ENSG00000287895","ENSG00000287895",FALSE
"ENSG00000240567.1","grey","ENSG00000240567","LINC02067",FALSE
"ENSG00000267321.4","purple","ENSG00000267321","SNHG30",FALSE
"ENSG00000169957.10","tan","ENSG00000169957","ZNF768",FALSE
"ENSG00000260844.2","salmon","ENSG00000260844","ENSG00000260844",FALSE
"ENSG00000279878.1","grey","ENSG00000279878","ENSG00000279878",FALSE
"ENSG00000133789.15","turquoise","ENSG00000133789","SWAP70",FALSE
"ENSG00000129595.14","turquoise","ENSG00000129595","EPB41L4A",FALSE
"ENSG00000111252.11","lightcyan","ENSG00000111252","SH2B3",FALSE
"ENSG00000185272.14","turquoise","ENSG00000185272","RBM11",FALSE
"ENSG00000081913.14","brown","ENSG00000081913","PHLPP1",FALSE
"ENSG00000279277.2","midnightblue","ENSG00000279277","ENSG00000279277",FALSE
"ENSG00000204427.12","grey","ENSG00000204427","ABHD16A",FALSE
"ENSG00000101162.4","grey","ENSG00000101162","TUBB1",FALSE
"ENSG00000187037.9","cyan","ENSG00000187037","GPR141",FALSE
"ENSG00000126777.18","tan","ENSG00000126777","KTN1",FALSE
"ENSG00000125485.18","brown","ENSG00000125485","DDX31",FALSE
"ENSG00000238390.1","grey","ENSG00000238390","ENSG00000238390",FALSE
"ENSG00000140374.17","yellow","ENSG00000140374","ETFA",FALSE
"ENSG00000273524.1","midnightblue","ENSG00000273524","Metazoa_SRP",FALSE
"ENSG00000249565.2","magenta","ENSG00000249565","SERBP1P5",FALSE
"ENSG00000259448.3","green","ENSG00000259448","LINC02352",FALSE
"ENSG00000235865.2","turquoise","ENSG00000235865","GSN-AS1",FALSE
"ENSG00000189420.9","grey","ENSG00000189420","ZFP92",FALSE
"ENSG00000235387.5","grey","ENSG00000235387","SPAAR",FALSE
"ENSG00000287100.2","green","ENSG00000287100","ENSG00000287100",FALSE
"ENSG00000259347.8","purple","ENSG00000259347","ENSG00000259347",FALSE
"ENSG00000233762.3","magenta","ENSG00000233762","RPS15P4",FALSE
"ENSG00000276842.1","grey","ENSG00000276842","ENSG00000276842",FALSE
"ENSG00000269720.2","grey","ENSG00000269720","CCDC194",FALSE
"ENSG00000130021.15","grey","ENSG00000130021","PUDP",FALSE
"ENSG00000258427.3","magenta","ENSG00000258427","RBM8B",FALSE
"ENSG00000151655.19","grey","ENSG00000151655","ITIH2",FALSE
"ENSG00000198822.11","lightyellow","ENSG00000198822","GRM3",FALSE
"ENSG00000259928.1","greenyellow","ENSG00000259928","ENSG00000259928",FALSE
"ENSG00000246922.10","blue","ENSG00000246922","UBAP1L",FALSE
"ENSG00000153347.10","grey","ENSG00000153347","FAM81B",FALSE
"ENSG00000251417.2","lightgreen","ENSG00000251417","ENSG00000251417",FALSE
"ENSG00000170088.14","grey","ENSG00000170088","TMEM192",FALSE
"ENSG00000213096.11","turquoise","ENSG00000213096","ZNF254",FALSE
"ENSG00000254093.9","brown","ENSG00000254093","PINX1",FALSE
"ENSG00000283016.1","grey","ENSG00000283016","ATP5MC1P2",FALSE
"ENSG00000108187.16","purple","ENSG00000108187","PBLD",FALSE
"ENSG00000272589.1","greenyellow","ENSG00000272589","ZSWIM8-AS1",FALSE
"ENSG00000008382.16","yellow","ENSG00000008382","MPND",FALSE
"ENSG00000272677.2","grey","ENSG00000272677","HNRNPD-DT",FALSE
"ENSG00000091527.17","brown","ENSG00000091527","CDV3",FALSE
"ENSG00000243517.1","magenta","ENSG00000243517","ENSG00000243517",FALSE
"ENSG00000257526.2","purple","ENSG00000257526","ENSG00000257526",FALSE
"ENSG00000227376.1","magenta","ENSG00000227376","FTH1P16",FALSE
"ENSG00000261684.2","turquoise","ENSG00000261684","ENSG00000261684",FALSE
"ENSG00000132801.7","grey","ENSG00000132801","ZSWIM3",FALSE
"ENSG00000239474.7","grey","ENSG00000239474","KLHL41",FALSE
"ENSG00000147687.19","brown","ENSG00000147687","TATDN1",FALSE
"ENSG00000133422.14","brown","ENSG00000133422","MORC2",FALSE
"ENSG00000170270.5","red","ENSG00000170270","GON7",FALSE
"ENSG00000250412.1","grey","ENSG00000250412","KLHL2P1",FALSE
"ENSG00000266709.1","pink","ENSG00000266709","ENSG00000266709",FALSE
"ENSG00000232807.2","turquoise","ENSG00000232807","ENSG00000232807",FALSE
"ENSG00000163467.12","darkorange","ENSG00000163467","TSACC",FALSE
"ENSG00000256812.2","royalblue","ENSG00000256812","CAPNS2",FALSE
"ENSG00000229124.8","green","ENSG00000229124","VIM-AS1",FALSE
"ENSG00000222044.1","grey","ENSG00000222044","ENSG00000222044",FALSE
"ENSG00000143452.16","darkorange","ENSG00000143452","HORMAD1",FALSE
"ENSG00000258479.6","turquoise","ENSG00000258479","LINC00640",FALSE
"ENSG00000226279.2","black","ENSG00000226279","RPL12P10",FALSE
"ENSG00000286997.1","grey","ENSG00000286997","ENSG00000286997",FALSE
"ENSG00000234690.7","grey","ENSG00000234690","EPCAM-DT",FALSE
"ENSG00000241852.11","red","ENSG00000241852","C8orf58",FALSE
"ENSG00000155903.14","midnightblue","ENSG00000155903","RASA2",FALSE
