"gene","module","MM_MEdarkred","MM_MEsalmon","MM_MEgrey60","MM_MEtan","MM_MEviolet","MM_MEbrown","MM_MEred","MM_MEorange","MM_MEblue","MM_MEyellow","MM_MElightgreen","MM_MEpurple","MM_MEdarkgreen","MM_MElightyellow","MM_MElightcyan","MM_MEblack","MM_MEpink","MM_MEgreenyellow","MM_MEmidnightblue","MM_MEdarkorange","MM_MEdarkturquoise","MM_MEsteelblue","MM_MEdarkgrey","MM_MEturquoise","MM_MEsaddlebrown","MM_MEcyan","MM_MEgreen","MM_MEmagenta","MM_MEpaleturquoise","MM_MEwhite","MM_MEroyalblue","MM_MEskyblue","MM_MEgrey","p.MM_MEdarkred","p.MM_MEsalmon","p.MM_MEgrey60","p.MM_MEtan","p.MM_MEviolet","p.MM_MEbrown","p.MM_MEred","p.MM_MEorange","p.MM_MEblue","p.MM_MEyellow","p.MM_MElightgreen","p.MM_MEpurple","p.MM_MEdarkgreen","p.MM_MElightyellow","p.MM_MElightcyan","p.MM_MEblack","p.MM_MEpink","p.MM_MEgreenyellow","p.MM_MEmidnightblue","p.MM_MEdarkorange","p.MM_MEdarkturquoise","p.MM_MEsteelblue","p.MM_MEdarkgrey","p.MM_MEturquoise","p.MM_MEsaddlebrown","p.MM_MEcyan","p.MM_MEgreen","p.MM_MEmagenta","p.MM_MEpaleturquoise","p.MM_MEwhite","p.MM_MEroyalblue","p.MM_MEskyblue","p.MM_MEgrey","GS_AGE","p.GS_AGE","target_module"
"ENSG00000163565.20","pink",0.0214523070847611,0.245625657319537,-0.41944415936409,-0.570026576900977,0.250185356577278,-0.0570131517312823,-0.400396449159941,-0.130725758068273,-0.0462964332503287,-0.46645332083657,0.103582450743054,-0.0772062877848434,0.167298162909628,0.128010370425345,0.606250410895951,0.525125420240961,0.902155806267507,0.475214136352485,0.52968054286672,0.155398788554875,0.36515421574856,0.400913439406745,0.303840350351294,0.612966881936885,0.267689850255446,0.522635064134508,0.615524209182127,-0.0637545745197876,0.201785035707148,-0.0214047696468134,0.0712297001343671,0.0396191324607661,0.370768943389666,0.540085798422586,1.05040424730677e-12,3.41553132300959e-36,1.15666131716642e-71,3.86224179744045e-13,0.103218213450762,7.58113699621656e-33,0.000177377815573042,0.185903604381137,1.99093064962958e-45,0.00301718298729251,0.0272391373754314,1.49819194778908e-06,0.000241887943586432,3.04799381917972e-83,3.60731556145874e-59,3.64138568044942e-300,2.58729496308859e-47,2.36603879533605e-60,8.01181654373899e-06,3.33335844621348e-27,6.19070890527291e-33,6.23758189740181e-19,1.47933832813229e-85,6.86428827107415e-15,1.57206122760466e-58,1.8806075691162e-86,0.0683804604330127,5.80219924596719e-09,0.540984271617868,0.0416809763006492,0.25769896643361,4.6724695550656e-28,0.213078620348224,7.47441836554577e-10,"pink"
"ENSG00000077238.14","pink",-0.0774144563673953,0.118942147040242,-0.289368011255007,-0.545869100545749,0.165049651707063,-0.0238163822963559,-0.414786462181161,0.0393469557731997,-0.0304709664752419,-0.353126671596905,0.00685902912980839,-0.0644870087545314,0.11583784578325,0.145945207752112,0.623619555694474,0.557821137756338,0.878826959553659,0.476043325562983,0.52428836190055,0.119296421275126,0.224555257262244,0.216372503923491,0.157086818808154,0.474355444465309,0.138033959707355,0.337418019636416,0.440998557445684,-0.0208852343561273,0.155823941186945,0.011170127820506,0.0710649751751826,0.0622904431062466,0.258303324204987,0.0268256739953965,0.000652651008326666,3.04589385315568e-17,1.04705429280851e-64,2.07579168304578e-06,0.496365145275119,2.35377387193035e-35,0.260985503818739,0.384103494193023,1.9711632163841e-25,0.844707733527963,0.0652600937107455,0.000902897815851491,2.78699698477271e-05,2.41897923986765e-89,4.46120456199339e-68,1.89391256002391e-264,1.70400475078461e-47,5.92452555195757e-59,0.000628609658891805,8.26208387687783e-11,4.0222154856405e-10,6.36235649826983e-06,3.98245190971068e-47,7.46974322171799e-05,3.13708070936261e-23,3.00991668513709e-40,0.550851985131473,7.56162021149456e-06,0.749730393732712,0.0421567519652487,0.0749851413617384,6.18674554906399e-14,0.20206105533659,5.52636111511081e-09,"pink"
"ENSG00000153815.18","pink",-0.101055868524929,0.132645072059488,-0.415356564461744,-0.589475363541317,0.228809759906222,-0.0944293832210567,-0.434393883032617,-0.0737639493275668,0.00727983656508829,-0.415847146378622,0.0903441759396397,0.017396372653979,0.194888919544981,0.16193083214441,0.610682138293296,0.476020064158235,0.874843750101534,0.501488699824943,0.467312906902881,0.20508787636879,0.372215538110525,0.411706640861267,0.282111341400951,0.630102087422917,0.301426267465987,0.495339620439661,0.584322463426441,-0.0353176178727419,0.222619933968357,0.0364924020422334,0.141408094422471,0.108226387242663,0.386704754927676,0.00381267600273013,0.000141938987346086,1.86149790372639e-35,1.06772529933637e-77,3.53995290147834e-11,0.00687875592924258,5.65319217034037e-39,0.0349145061693884,0.835312686459463,1.52060663321859e-35,0.00973101888081487,0.619312342868004,1.91618111161963e-08,3.23967937242769e-06,9.19264913146639e-85,1.72411306046268e-47,4.30782672894332e-259,2.60940455211273e-53,1.30736905528575e-45,3.22485993276426e-09,2.79864452763481e-28,8.29619909620228e-35,1.97060865383274e-16,1.01577023087579e-91,1.21172402846062e-18,7.36162308769104e-52,4.64672045273827e-76,0.313032827584657,1.20809188913286e-10,0.297198731903848,4.93685024490063e-05,0.00193699846067299,1.42653800400377e-30,0.22228746436686,1.28912395758861e-10,"pink"
"ENSG00000145623.13","pink",0.0924196734283618,0.142566060656607,-0.152711100344605,-0.369355783214056,0.478756148166079,0.288842139715344,-0.223218921102919,-0.14973291634293,-0.342783928874273,-0.588434600183952,-0.0169785950284331,-0.166907717199509,0.0312371152499675,0.0564351766957638,0.576165576289109,0.744887555664661,0.873798813472658,0.377320485494768,0.409645471918032,0.084330167480512,0.115523040566456,0.257732604511217,0.0845399943651416,0.287989185503007,0.177406527678983,0.370773626342746,0.495982700744832,0.00100905743686843,0.15360472837803,-0.0197484250357717,0.0213165780087503,0.0232479634620709,0.106267881208183,0.00817180338786144,4.27347846975491e-05,1.15073083096621e-05,7.68973844886403e-28,4.31105575050837e-48,3.49361263368377e-17,1.07446135461084e-10,1.70657998473236e-05,5.73428997728096e-24,2.30043860936411e-77,0.627752909961777,1.58596569100189e-06,0.372256324895437,0.106765617714319,1.59207429665672e-73,1.44902112122507e-145,1.02149551555802e-257,4.49097595012543e-29,1.91364607636789e-34,0.0158430133171952,0.000932708514671785,7.0517581327497e-14,0.0155830894524252,4.36128131691758e-17,3.27742842873482e-07,4.66474276013527e-28,5.20792672791106e-52,0.97701164027573,1.02090620246935e-05,0.572747291171474,0.542653094432522,0.506702485866188,0.00233991729572416,0.145147195929175,3.08567710428483e-05,"pink"
"ENSG00000188313.13","pink",-0.0683434964435483,0.207994720226897,-0.466304270185572,-0.597220257343876,0.139162680117583,-0.130798461664706,-0.501755001076944,0.0227910669356945,0.0597435629182515,-0.361544171929953,0.0814093497737379,-0.0809305370896912,0.17764646526188,0.13490914261962,0.689872974774354,0.501440060176857,0.872481633870773,0.514045872287462,0.606532106484218,0.119373900278207,0.34211226409542,0.247986855653845,0.184010305566907,0.562487254153768,0.145975243874088,0.36750468292031,0.43841246908047,-0.0336096985887597,0.190861170781848,0.00226714429231653,0.0835617265822053,0.0559579313339949,0.349036979428743,0.0507050331330166,1.90748379156359e-09,2.14129156818992e-45,3.23077205935111e-80,6.51021315382197e-05,0.000175896195368334,2.25453324719973e-53,0.515092828895264,0.0877068324507539,1.15524968174003e-26,0.0198765546470095,0.0206168407137148,3.15790239755506e-07,0.000108700618607973,1.31591874587139e-116,2.67997530188138e-53,5.30987356020308e-256,2.29663582645636e-56,2.44384752128062e-83,0.000623462659815309,7.10649429192344e-24,6.27245914795988e-13,1.15741484836674e-07,1.97717125797911e-69,2.77630923670712e-05,1.47131826459761e-27,9.56403112375499e-40,0.337023925992396,3.77511074494575e-08,0.94837875330909,0.0168276951199902,0.109766888552648,7.58672836273683e-25,0.231039313276654,2.2550417998485e-11,"pink"
"ENSG00000069974.16","pink",-0.00144231364660146,0.15765014699535,-0.27005384349701,-0.514648892552954,0.334157458523063,0.0874630428640185,-0.356546396472183,-0.125880348251779,-0.166374955177919,-0.529766855331806,0.0805135737900056,-0.0559032679522789,0.12310947585979,0.12404786343733,0.57282944955379,0.618603103537697,0.863563122079408,0.467749932722267,0.438863518504132,0.144992950631712,0.289138648231685,0.32208841616884,0.205182341479854,0.479629222387889,0.235351943398186,0.416887616135099,0.578120622885661,0.00655056538054024,0.216737905521602,0.0403735750219783,0.085586819141747,0.070658538578524,0.286121478019093,0.96714592505762,5.88809994868041e-06,3.89128750027703e-15,1.62604346546112e-56,8.66891758168725e-23,0.0123327998072613,6.28991287881071e-26,0.000307230334992563,1.71372483181387e-06,2.24609666102093e-60,0.0212809341004073,0.110114859037245,0.000417030169241435,0.000376294779453578,1.65308182804112e-72,1.53054853515362e-87,7.27857349391604e-245,1.05519492963532e-45,7.82315291909746e-40,3.14680531333219e-05,3.23375942732732e-17,3.36051129874274e-21,3.17067817425398e-09,2.76276175925903e-48,9.30151020774612e-12,9.89062284166718e-36,3.98948354601778e-74,0.851608680054836,3.75270679723908e-10,0.248739268339098,0.0143415089800831,0.0433503186575521,7.07002962000483e-17,0.215470037577093,4.77120757098298e-10,"pink"
"ENSG00000196954.14","pink",-0.0709090434309284,0.2150734263347,-0.464484514834808,-0.629951830313934,0.313502967001635,-0.0368151588261513,-0.334368743581912,-0.198951990809318,-0.0422778992424019,-0.451685506651771,0.203684340664423,0.0279287569257232,0.140121150704436,0.103092607539282,0.660022365546789,0.541890824823945,0.860266972536453,0.470617350662093,0.484995534871298,0.150433879953194,0.365804799876931,0.421097381672404,0.235482470733782,0.568313209111245,0.281869398394238,0.503610057636736,0.516853417358846,-0.0356854711807781,0.212665429597559,-0.0266424588556293,0.0740966881116083,0.0513912810533659,0.379341294206081,0.0426113480065716,5.14183431187717e-10,5.19353656269882e-45,1.15485576771621e-91,4.1060607701627e-20,0.292943788084781,8.11931814948648e-23,9.52766527134166e-09,0.227097849098963,2.27616205252683e-42,4.14410493644084e-09,0.425035261166273,5.78804768107075e-05,0.00315845367727676,1.83631544171512e-103,1.29422217732967e-63,6.02385944848611e-241,2.56659835625477e-46,1.74285313467616e-49,1.55644669994025e-05,2.65991616959488e-27,1.70893748414161e-36,9.05302561622014e-12,3.76447905809296e-71,2.09521723281164e-16,8.11451608984228e-54,4.57446972817737e-57,0.308016246664678,8.07290520621897e-10,0.446679287679888,0.034099788152365,0.141955045842768,2.15705435850534e-29,0.208078197262443,1.87872227763012e-09,"pink"
"ENSG00000185201.18","pink",-0.0223517340272246,0.215177857511346,-0.345569359909768,-0.559844654639871,0.252560749563937,0.071607230407518,-0.2399132795768,-0.120929280512094,-0.147988628238454,-0.420538897350256,0.102062168687221,-0.130504840650765,0.135306505411045,0.0511139287553862,0.592552299928026,0.584647411283217,0.847990675889898,0.37158287262492,0.440716875777414,0.106192568544191,0.189219920406568,0.238286003444977,0.11982978164814,0.427478172086334,0.151369935590648,0.403982925455451,0.477867953569044,-0.0332326742982571,0.169281407984183,-0.00708423299607824,0.0142202920412242,0.0123148367129275,0.214028743865185,0.523228037890858,5.04161103812723e-10,2.34228233682621e-24,1.16190184937621e-68,2.27510752337308e-13,0.0406076474425539,3.57625903415794e-12,0.000528065316123489,2.14223886560755e-05,2.1602575134874e-36,0.00347546404675493,0.000181952067399248,0.000103682966972552,0.144121559816385,1.08596004079584e-78,3.67007435444482e-76,3.41920521801523e-227,3.50299782939278e-28,3.4154909061362e-40,0.00235684089576194,4.95605018476809e-08,5.0409733359134e-12,0.000593962226900935,1.13817058153142e-37,1.37546542214381e-05,1.84541155060823e-33,6.77015221448255e-48,0.342474931844193,1.1196768802824e-06,0.839676946577624,0.684662592655545,0.725072504065369,6.25743262607626e-10,0.16997198614401,1.01090004603583e-06,"pink"
"ENSG00000141753.7","pink",-0.102931735903297,0.169074002365348,-0.367522725342406,-0.656355166029187,0.193931387758557,-0.0604360532914596,-0.397506830534719,-0.0863756354088831,-0.0250367575651553,-0.417426505320806,0.155912507877292,0.00329419451051561,0.23057234343415,0.131339652110346,0.586440574722291,0.513285502874348,0.845966240431316,0.501376240954789,0.435155753655668,0.167137506819296,0.316370264648311,0.396155850976482,0.221847579675466,0.595716543686646,0.24184421490197,0.452723344673025,0.595215335909241,-0.0122261347020683,0.214069479069241,-0.0165564262831918,0.0547177861908962,0.0176273949872924,0.377960143297122,0.00320614555679941,1.15448457066283e-06,1.4620723438526e-27,5.96410205262597e-102,2.2543232301341e-08,0.0840869877737578,2.33726552050615e-32,0.0134643263681835,0.474555990690691,7.91079027571376e-36,7.47092503255075e-06,0.925051607407258,2.47936945678106e-11,0.00016522692931938,9.93384830104752e-77,3.54612351559339e-56,4.84153964477422e-225,2.77545488860129e-53,4.04383594069904e-39,1.53372836067126e-06,1.7960247166558e-20,3.94152646779707e-32,1.40452671465847e-10,1.00874913339856e-79,2.37190125613768e-12,1.40329048202387e-42,1.47237671793297e-79,0.72697345072352,6.20982127667037e-10,0.636331852957707,0.117877363403237,0.614666211236559,3.56264852539118e-29,0.22718819144687,4.89960426408119e-11,"pink"
"ENSG00000142089.17","pink",-0.118085159864442,0.0953264975380456,-0.31050282543103,-0.575911792057237,0.226998525322094,0.0373560415169138,-0.307212329029105,-0.0622104408191598,-0.1112168143989,-0.374424991630019,0.0442561701814377,-0.066304256501879,0.166199317715995,0.0592866867438093,0.604238279779837,0.559229436140675,0.842875798588602,0.392456648448158,0.384482895246608,0.12501424305196,0.220352977163346,0.243446933741633,0.142603798010852,0.459695125753075,0.176866585364276,0.411076524352272,0.489576034243547,-0.0218564021755272,0.179249725278979,0.00345230132151644,0.0477420830904041,0.0507088280219788,0.209472411242393,0.00071438045181799,0.00636325642051221,9.66050443873797e-20,1.90409342011938e-73,5.08864542208478e-11,0.285905194386241,2.44148656312469e-19,0.0753605174894667,0.00144302956051039,1.27284850251977e-28,0.206071647804697,0.058021635675007,1.75796621247061e-06,0.0901630102767362,1.46730582239879e-82,1.75080202542782e-68,8.11998951528774e-222,1.62837841227532e-31,3.26126705296146e-30,0.000338246984762019,1.87698956789917e-10,1.68227695350438e-12,4.25334944266102e-05,5.21384645803336e-44,3.56255671445184e-07,1.07180328444001e-34,1.58459026445395e-50,0.53247849014856,2.46052904448903e-07,0.921465766682205,0.172521355608098,0.147331317444177,1.45630493498037e-09,0.184193651664017,1.12383277943348e-07,"pink"
