"gene","module","MM","p_MM","GS_AGE","p_GS_AGE","abs_MM","abs_GS_AGE","rank_in_module"
"ENSG00000223784.2","blue",0.868050864538836,2.28930556671867e-250,0.0573935622786946,0.100934884343377,0.868050864538836,0.0573935622786946,24
"ENSG00000150722.11","blue",0.866235296043659,4.07179332629957e-248,0.131564009550336,0.000160984604652653,0.866235296043659,0.131564009550336,25
"ENSG00000159784.18","blue",0.864862623120905,1.94601619790053e-246,0.174174944491826,5.37923439851252e-07,0.864862623120905,0.174174944491826,26
"ENSG00000149575.9","blue",0.863276270292937,1.61086842056817e-244,0.149009571131417,1.87589428153275e-05,0.863276270292937,0.149009571131417,27
"ENSG00000188037.14","blue",0.86161509859006,1.54786796656469e-242,0.185137455709455,9.65324787410536e-08,0.86161509859006,0.185137455709455,28
"ENSG00000246465.1","blue",0.861198988248248,4.81208209912981e-242,0.12734206060401,0.00026083762803907,0.861198988248248,0.12734206060401,29
"ENSG00000152689.18","blue",0.861025062874479,7.72243095042633e-242,0.159727714110138,4.41457448974457e-06,0.861025062874479,0.159727714110138,30
"ENSG00000163565.20","pink",0.902155806267507,3.64138568044942e-300,0.213078620348224,7.47441836554577e-10,0.902155806267507,0.213078620348224,1
"ENSG00000077238.14","pink",0.878826959553659,1.89391256002391e-264,0.20206105533659,5.52636111511081e-09,0.878826959553659,0.20206105533659,2
"ENSG00000153815.18","pink",0.874843750101534,4.30782672894332e-259,0.22228746436686,1.28912395758861e-10,0.874843750101534,0.22228746436686,3
"ENSG00000145623.13","pink",0.873798813472658,1.02149551555802e-257,0.145147195929175,3.08567710428483e-05,0.873798813472658,0.145147195929175,4
"ENSG00000188313.13","pink",0.872481633870773,5.30987356020308e-256,0.231039313276654,2.2550417998485e-11,0.872481633870773,0.231039313276654,5
"ENSG00000069974.16","pink",0.863563122079408,7.27857349391604e-245,0.215470037577093,4.77120757098298e-10,0.863563122079408,0.215470037577093,6
"ENSG00000196954.14","pink",0.860266972536453,6.02385944848611e-241,0.208078197262443,1.87872227763012e-09,0.860266972536453,0.208078197262443,7
