"gene","module"
"ENSG00000236104.3","red"
"ENSG00000272576.1","salmon"
"ENSG00000167508.12","blue"
"ENSG00000212127.6","blue"
"ENSG00000234906.11","white"
"ENSG00000280138.1","midnightblue"
"ENSG00000119723.17","yellow"
"ENSG00000276488.1","blue"
"ENSG00000070018.9","yellow"
"ENSG00000267544.1","grey"
"ENSG00000126106.14","brown"
"ENSG00000091651.9","grey"
"ENSG00000235890.2","green"
"ENSG00000259462.3","grey"
"ENSG00000099968.18","brown"
"ENSG00000100739.11","turquoise"
"ENSG00000101115.13","turquoise"
"ENSG00000174574.16","brown"
"ENSG00000233547.1","grey"
"ENSG00000176732.7","blue"
"ENSG00000264743.2","green"
"ENSG00000198929.13","grey"
"ENSG00000101447.15","saddlebrown"
"ENSG00000116663.11","tan"
"ENSG00000197915.7","turquoise"
"ENSG00000184163.3","turquoise"
"ENSG00000103657.14","yellow"
"ENSG00000279865.1","purple"
"ENSG00000237357.2","grey"
"ENSG00000198876.13","brown"
"ENSG00000164129.12","turquoise"
"ENSG00000048028.11","tan"
"ENSG00000255769.7","grey"
"ENSG00000154319.16","lightyellow"
"ENSG00000267986.1","grey"
"ENSG00000227008.2","magenta"
"ENSG00000174586.11","turquoise"
"ENSG00000181218.6","turquoise"
"ENSG00000035141.8","yellow"
"ENSG00000143367.17","turquoise"
"ENSG00000024526.17","saddlebrown"
"ENSG00000005100.13","brown"
"ENSG00000129354.12","royalblue"
"ENSG00000272103.2","grey"
"ENSG00000243811.12","turquoise"
"ENSG00000285480.2","grey"
"ENSG00000177238.14","lightcyan"
"ENSG00000188211.9","greenyellow"
"ENSG00000167077.13","turquoise"
"ENSG00000127418.15","tan"
"ENSG00000281904.1","grey"
"ENSG00000168275.16","red"
"ENSG00000278338.4","purple"
"ENSG00000276533.1","salmon"
"ENSG00000166676.17","salmon"
"ENSG00000101856.10","turquoise"
"ENSG00000178498.16","turquoise"
"ENSG00000137040.10","tan"
"ENSG00000100266.19","red"
"ENSG00000223813.4","grey"
"ENSG00000288048.1","grey"
"ENSG00000266708.1","midnightblue"
"ENSG00000234043.3","turquoise"
"ENSG00000167536.14","lightcyan"
"ENSG00000173660.12","yellow"
"ENSG00000227158.1","brown"
"ENSG00000122025.15","green"
"ENSG00000215492.6","magenta"
"ENSG00000188368.11","grey"
"ENSG00000172425.12","purple"
"ENSG00000135740.17","greenyellow"
"ENSG00000239282.8","green"
"ENSG00000100276.10","grey"
"ENSG00000253875.2","turquoise"
"ENSG00000198727.2","tan"
"ENSG00000242612.7","blue"
"ENSG00000226669.2","greenyellow"
"ENSG00000231160.11","blue"
"ENSG00000175318.12","turquoise"
"ENSG00000250137.1","grey"
"ENSG00000259772.7","green"
"ENSG00000037965.6","yellow"
"ENSG00000104974.12","cyan"
"ENSG00000073803.14","turquoise"
"ENSG00000134242.16","cyan"
"ENSG00000170175.11","red"
"ENSG00000233673.7","turquoise"
"ENSG00000082898.19","grey"
"ENSG00000274253.6","grey"
"ENSG00000237980.2","turquoise"
"ENSG00000137819.14","grey"
"ENSG00000226883.1","blue"
"ENSG00000227006.2","grey"
"ENSG00000265194.1","midnightblue"
"ENSG00000173013.6","brown"
"ENSG00000149564.12","turquoise"
"ENSG00000243715.1","blue"
"ENSG00000145919.11","brown"
"ENSG00000213261.3","magenta"
"ENSG00000121594.12","grey"
"ENSG00000181191.12","blue"
"ENSG00000151702.17","turquoise"
"ENSG00000132906.18","blue"
"ENSG00000256427.2","yellow"
"ENSG00000183166.11","lightyellow"
"ENSG00000255185.6","green"
"ENSG00000196636.8","yellow"
"ENSG00000167283.9","yellow"
"ENSG00000289398.1","turquoise"
"ENSG00000231154.1","blue"
"ENSG00000182963.11","green"
"ENSG00000164402.14","turquoise"
"ENSG00000160117.16","salmon"
"ENSG00000286990.1","blue"
"ENSG00000223803.1","magenta"
"ENSG00000135451.13","saddlebrown"
"ENSG00000274758.1","grey"
"ENSG00000184524.6","lightyellow"
"ENSG00000154760.14","turquoise"
"ENSG00000250692.1","brown"
"ENSG00000233220.3","purple"
"ENSG00000198521.12","grey"
"ENSG00000198925.12","red"
"ENSG00000266936.1","grey"
"ENSG00000198286.10","darkturquoise"
"ENSG00000168679.18","salmon"
"ENSG00000166173.11","blue"
"ENSG00000131944.10","grey"
"ENSG00000250327.1","yellow"
"ENSG00000235613.2","grey"
"ENSG00000168811.7","grey"
"ENSG00000153976.3","pink"
"ENSG00000182687.4","grey"
"ENSG00000267283.1","pink"
"ENSG00000169756.16","black"
"ENSG00000270264.1","grey"
"ENSG00000116161.18","yellow"
"ENSG00000248540.3","blue"
"ENSG00000204519.11","grey"
"ENSG00000273987.1","grey"
"ENSG00000277130.1","grey"
"ENSG00000102387.16","darkorange"
"ENSG00000157168.20","turquoise"
"ENSG00000214140.11","green"
"ENSG00000151025.11","turquoise"
"ENSG00000235128.1","turquoise"
"ENSG00000162076.13","yellow"
"ENSG00000156697.13","brown"
"ENSG00000124116.19","grey"
"ENSG00000289074.1","purple"
"ENSG00000170776.22","grey"
"ENSG00000273449.1","greenyellow"
"ENSG00000164885.13","red"
"ENSG00000169224.13","cyan"
"ENSG00000167775.11","brown"
"ENSG00000223956.4","pink"
"ENSG00000102178.13","yellow"
"ENSG00000177888.8","brown"
"ENSG00000163219.12","turquoise"
"ENSG00000249481.7","grey"
"ENSG00000235837.1","blue"
"ENSG00000224367.6","grey"
"ENSG00000163605.15","brown"
"ENSG00000154274.15","grey"
"ENSG00000255222.1","tan"
"ENSG00000215529.13","grey"
"ENSG00000279237.1","grey"
"ENSG00000105366.15","cyan"
"ENSG00000162885.14","yellow"
"ENSG00000250584.4","purple"
"ENSG00000278831.1","grey"
"ENSG00000281538.1","blue"
"ENSG00000112511.18","red"
"ENSG00000068079.8","turquoise"
"ENSG00000166578.10","red"
"ENSG00000142102.16","turquoise"
"ENSG00000286965.1","blue"
"ENSG00000289443.1","midnightblue"
"ENSG00000197746.15","red"
"ENSG00000256884.1","turquoise"
"ENSG00000147535.17","turquoise"
"ENSG00000184608.9","red"
"ENSG00000224251.6","salmon"
"ENSG00000172081.14","red"
"ENSG00000178607.17","brown"
"ENSG00000166762.19","grey"
"ENSG00000067596.12","brown"
"ENSG00000186010.19","yellow"
"ENSG00000120158.12","grey"
"ENSG00000181472.5","brown"
"ENSG00000259668.6","turquoise"
"ENSG00000176428.6","yellow"
"ENSG00000232486.1","midnightblue"
"ENSG00000261187.1","grey"
"ENSG00000288839.1","turquoise"
"ENSG00000166349.10","grey"
"ENSG00000289067.1","lightgreen"
"ENSG00000137449.17","grey"
"ENSG00000006756.16","green"
"ENSG00000173261.9","darkred"
"ENSG00000259994.1","salmon"
"ENSG00000278879.1","grey"
"ENSG00000106723.17","turquoise"
"ENSG00000130158.14","turquoise"
"ENSG00000198842.10","yellow"
"ENSG00000154479.13","darkorange"
"ENSG00000260920.2","grey"
"ENSG00000289468.1","grey"
"ENSG00000280063.1","greenyellow"
"ENSG00000125817.8","red"
"ENSG00000137251.16","blue"
"ENSG00000139304.16","grey"
"ENSG00000196421.9","greenyellow"
"ENSG00000122378.14","tan"
"ENSG00000151611.17","tan"
"ENSG00000255236.3","blue"
"ENSG00000163389.12","black"
"ENSG00000112877.8","blue"
"ENSG00000197020.12","grey"
"ENSG00000239959.1","grey"
"ENSG00000287218.1","yellow"
"ENSG00000103528.17","turquoise"
"ENSG00000112874.10","yellow"
"ENSG00000100884.10","lightyellow"
"ENSG00000150760.13","turquoise"
"ENSG00000243335.10","turquoise"
"ENSG00000143554.14","turquoise"
"ENSG00000253948.3","purple"
"ENSG00000265413.1","midnightblue"
"ENSG00000142634.13","pink"
"ENSG00000274723.1","red"
"ENSG00000242267.6","grey"
"ENSG00000288018.2","blue"
"ENSG00000183722.9","turquoise"
"ENSG00000198478.8","green"
"ENSG00000276863.1","grey"
"ENSG00000248098.12","blue"
"ENSG00000213432.2","magenta"
"ENSG00000247774.8","cyan"
"ENSG00000277938.1","salmon"
"ENSG00000276691.1","salmon"
"ENSG00000215302.8","grey"
"ENSG00000162191.14","brown"
"ENSG00000154358.23","tan"
"ENSG00000270948.1","grey"
"ENSG00000278811.4","midnightblue"
"ENSG00000054356.14","lightyellow"
"ENSG00000167969.13","yellow"
"ENSG00000287115.2","turquoise"
"ENSG00000272812.1","black"
"ENSG00000221994.12","turquoise"
"ENSG00000169193.12","brown"
"ENSG00000229447.2","turquoise"
"ENSG00000165995.23","turquoise"
"ENSG00000280433.1","darkred"
"ENSG00000255234.6","grey"
"ENSG00000276293.5","yellow"
"ENSG00000272525.1","purple"
"ENSG00000125170.11","turquoise"
"ENSG00000152766.6","royalblue"
"ENSG00000250471.2","magenta"
"ENSG00000130382.9","brown"
"ENSG00000082212.13","yellow"
"ENSG00000186105.8","turquoise"
"ENSG00000007264.15","darkturquoise"
"ENSG00000075651.17","turquoise"
"ENSG00000173272.16","yellow"
"ENSG00000101489.20","turquoise"
"ENSG00000236039.3","grey"
"ENSG00000234141.1","blue"
"ENSG00000134186.12","brown"
"ENSG00000176236.6","grey"
"ENSG00000163626.17","blue"
"ENSG00000287665.1","brown"
"ENSG00000177640.16","red"
"ENSG00000123473.17","grey"
"ENSG00000183943.6","green"
"ENSG00000278266.1","green"
"ENSG00000184441.4","greenyellow"
"ENSG00000162694.14","yellow"
"ENSG00000159871.15","pink"
"ENSG00000166888.12","green"
"ENSG00000129467.14","green"
"ENSG00000183542.6","darkturquoise"
"ENSG00000231407.6","turquoise"
"ENSG00000114646.10","grey"
"ENSG00000105708.9","grey"
"ENSG00000111670.16","blue"
"ENSG00000278703.1","grey"
"ENSG00000141161.12","blue"
"ENSG00000186891.14","turquoise"
"ENSG00000223658.8","blue"
"ENSG00000177076.6","grey"
"ENSG00000286230.1","grey"
"ENSG00000108309.14","lightyellow"
"ENSG00000054277.14","grey"
"ENSG00000237575.4","salmon"
"ENSG00000237491.10","blue"
"ENSG00000178685.14","blue"
"ENSG00000135617.4","yellow"
"ENSG00000249096.7","grey"
"ENSG00000142405.22","cyan"
"ENSG00000197275.14","yellow"
"ENSG00000254454.2","pink"
"ENSG00000257354.2","greenyellow"
"ENSG00000287078.1","grey"
"ENSG00000196834.14","magenta"
"ENSG00000258741.5","turquoise"
"ENSG00000129566.13","turquoise"
"ENSG00000250508.1","turquoise"
"ENSG00000104723.21","pink"
"ENSG00000105254.12","blue"
"ENSG00000287124.1","turquoise"
"ENSG00000143786.8","turquoise"
"ENSG00000184792.16","yellow"
"ENSG00000289076.1","grey"
"ENSG00000225963.8","pink"
"ENSG00000017483.16","turquoise"
"ENSG00000288869.1","turquoise"
"ENSG00000186301.8","turquoise"
"ENSG00000253618.1","grey"
"ENSG00000284070.1","darkorange"
"ENSG00000272735.1","purple"
"ENSG00000249216.1","blue"
"ENSG00000224418.1","purple"
"ENSG00000198944.6","lightyellow"
"ENSG00000089225.20","grey"
"ENSG00000255760.3","grey"
"ENSG00000235563.1","turquoise"
"ENSG00000080986.13","turquoise"
"ENSG00000270728.1","orange"
"ENSG00000286458.1","midnightblue"
"ENSG00000164604.14","turquoise"
"ENSG00000184860.10","royalblue"
"ENSG00000067066.17","turquoise"
"ENSG00000109323.11","blue"
"ENSG00000065413.20","turquoise"
"ENSG00000285999.1","darkred"
"ENSG00000005206.17","black"
"ENSG00000172350.10","grey"
"ENSG00000267440.2","pink"
"ENSG00000258738.1","brown"
"ENSG00000178951.9","brown"
"ENSG00000145016.16","grey"
"ENSG00000165905.18","royalblue"
"ENSG00000287387.1","blue"
"ENSG00000147394.19","blue"
"ENSG00000223496.3","brown"
"ENSG00000136122.18","brown"
"ENSG00000267796.8","brown"
"ENSG00000213300.5","magenta"
"ENSG00000112984.12","saddlebrown"
"ENSG00000250938.7","blue"
"ENSG00000100902.11","red"
"ENSG00000150672.18","grey"
"ENSG00000280310.1","blue"
"ENSG00000180764.13","magenta"
"ENSG00000235552.5","magenta"
"ENSG00000262370.6","turquoise"
"ENSG00000129696.13","red"
"ENSG00000112699.11","turquoise"
"ENSG00000173264.15","red"
"ENSG00000143570.19","brown"
"ENSG00000127561.16","lightyellow"
"ENSG00000226252.1","salmon"
"ENSG00000203739.5","grey"
"ENSG00000253328.2","black"
"ENSG00000136521.13","yellow"
"ENSG00000104518.11","turquoise"
"ENSG00000105419.18","green"
"ENSG00000233230.2","blue"
"ENSG00000117308.15","grey"
"ENSG00000289028.1","brown"
"ENSG00000272716.1","purple"
"ENSG00000121680.16","brown"
"ENSG00000100918.14","turquoise"
"ENSG00000054392.13","turquoise"
"ENSG00000116985.12","darkgreen"
"ENSG00000128394.17","turquoise"
"ENSG00000279933.1","cyan"
"ENSG00000031691.7","blue"
"ENSG00000271329.1","salmon"
"ENSG00000276672.1","grey"
"ENSG00000081019.14","black"
"ENSG00000121318.2","grey"
"ENSG00000265799.1","brown"
"ENSG00000008226.20","turquoise"
"ENSG00000166226.13","brown"
"ENSG00000110013.13","yellow"
"ENSG00000236801.1","magenta"
"ENSG00000241735.2","purple"
"ENSG00000105722.10","turquoise"
"ENSG00000169169.15","turquoise"
"ENSG00000224190.2","grey"
"ENSG00000100479.13","turquoise"
"ENSG00000108641.20","purple"
"ENSG00000069966.19","turquoise"
"ENSG00000142669.15","turquoise"
"ENSG00000165972.13","grey"
"ENSG00000284233.1","grey"
"ENSG00000085721.13","brown"
"ENSG00000213023.11","grey"
"ENSG00000125510.18","grey"
"ENSG00000280543.1","midnightblue"
"ENSG00000243176.7","lightcyan"
"ENSG00000117298.16","green"
"ENSG00000204271.13","grey"
"ENSG00000206418.5","tan"
"ENSG00000166866.13","turquoise"
"ENSG00000090432.7","tan"
"ENSG00000176435.7","grey"
"ENSG00000258521.1","blue"
"ENSG00000265542.5","grey60"
"ENSG00000127423.11","red"
"ENSG00000261461.1","magenta"
"ENSG00000160856.21","darkturquoise"
"ENSG00000198963.11","turquoise"
"ENSG00000009780.16","blue"
"ENSG00000231665.1","grey"
"ENSG00000156345.18","steelblue"
"ENSG00000152137.8","grey"
"ENSG00000283122.1","turquoise"
"ENSG00000184574.10","cyan"
"ENSG00000285205.2","turquoise"
"ENSG00000287425.1","grey"
"ENSG00000138078.16","grey"
"ENSG00000254373.1","magenta"
"ENSG00000240731.1","salmon"
"ENSG00000261008.8","green"
"ENSG00000107185.10","brown"
"ENSG00000167861.16","green"
"ENSG00000159714.12","purple"
"ENSG00000130270.16","saddlebrown"
"ENSG00000134222.16","turquoise"
"ENSG00000234678.2","turquoise"
"ENSG00000237212.2","grey"
"ENSG00000245213.7","turquoise"
"ENSG00000272049.1","blue"
"ENSG00000123485.12","saddlebrown"
"ENSG00000247287.3","turquoise"
"ENSG00000259163.2","grey"
"ENSG00000258967.1","turquoise"
"ENSG00000090520.12","brown"
"ENSG00000238057.10","turquoise"
"ENSG00000184389.9","brown"
"ENSG00000138380.18","blue"
"ENSG00000246422.2","grey"
"ENSG00000214376.6","turquoise"
"ENSG00000286067.1","grey"
"ENSG00000159884.12","red"
"ENSG00000232457.4","greenyellow"
"ENSG00000137691.13","green"
"ENSG00000288911.1","purple"
"ENSG00000267690.1","green"
"ENSG00000276805.2","grey"
"ENSG00000105355.9","grey60"
"ENSG00000228727.9","blue"
"ENSG00000253796.3","green"
"ENSG00000002586.20","steelblue"
"ENSG00000239653.1","grey"
"ENSG00000214199.3","magenta"
"ENSG00000125266.8","turquoise"
"ENSG00000024422.12","turquoise"
"ENSG00000272944.1","yellow"
"ENSG00000242294.6","grey"
"ENSG00000174137.14","grey"
"ENSG00000261839.1","purple"
"ENSG00000124370.11","blue"
"ENSG00000169607.13","saddlebrown"
"ENSG00000197905.10","grey"
"ENSG00000008130.15","brown"
"ENSG00000146242.9","turquoise"
"ENSG00000263826.1","pink"
"ENSG00000215712.11","yellow"
"ENSG00000225527.1","grey"
"ENSG00000289050.1","grey60"
"ENSG00000236670.1","grey"
"ENSG00000286747.1","blue"
"ENSG00000270059.1","blue"
"ENSG00000111713.3","grey"
"ENSG00000139793.20","tan"
"ENSG00000253167.1","midnightblue"
"ENSG00000267530.4","grey"
"ENSG00000123119.12","green"
"ENSG00000198887.9","black"
"ENSG00000219951.4","magenta"
"ENSG00000286045.1","grey"
"ENSG00000272444.1","purple"
"ENSG00000259544.1","midnightblue"
"ENSG00000174885.13","green"
"ENSG00000107738.20","turquoise"
"ENSG00000271746.1","purple"
"ENSG00000162592.10","blue"
"ENSG00000279689.1","grey"
"ENSG00000224892.6","salmon"
"ENSG00000235174.1","magenta"
"ENSG00000285545.1","grey"
"ENSG00000225361.4","turquoise"
"ENSG00000115761.16","brown"
"ENSG00000279662.1","grey"
"ENSG00000184060.11","cyan"
"ENSG00000183401.12","blue"
"ENSG00000164032.12","red"
"ENSG00000009790.15","darkturquoise"
"ENSG00000257337.8","greenyellow"
"ENSG00000117091.10","darkturquoise"
"ENSG00000163251.4","brown"
"ENSG00000172460.18","grey"
"ENSG00000213235.3","magenta"
"ENSG00000261635.2","blue"
"ENSG00000197150.13","yellow"
"ENSG00000249456.1","brown"
"ENSG00000197321.16","tan"
"ENSG00000163235.16","turquoise"
"ENSG00000163607.18","yellow"
"ENSG00000163348.4","brown"
"ENSG00000253395.1","grey"
"ENSG00000111344.12","royalblue"
"ENSG00000242802.9","brown"
"ENSG00000183814.16","yellow"
"ENSG00000226478.3","magenta"
"ENSG00000131467.12","brown"
"ENSG00000172123.13","turquoise"
"ENSG00000287156.1","turquoise"
"ENSG00000278876.1","lightgreen"
"ENSG00000099251.14","turquoise"
"ENSG00000246705.5","purple"
"ENSG00000274297.1","midnightblue"
"ENSG00000238035.8","grey"
"ENSG00000150681.10","cyan"
"ENSG00000260361.1","grey"
"ENSG00000130643.9","lightyellow"
"ENSG00000101365.21","yellow"
"ENSG00000130287.14","lightyellow"
"ENSG00000171453.20","brown"
"ENSG00000172687.14","turquoise"
"ENSG00000273711.2","blue"
"ENSG00000172339.10","purple"
"ENSG00000260578.1","turquoise"
"ENSG00000124570.21","red"
"ENSG00000130449.6","black"
"ENSG00000134285.11","pink"
"ENSG00000082781.12","red"
"ENSG00000236021.3","grey"
"ENSG00000188559.16","lightcyan"
"ENSG00000130939.20","red"
"ENSG00000204311.15","blue"
"ENSG00000286373.1","grey"
"ENSG00000230084.7","turquoise"
"ENSG00000185900.11","tan"
"ENSG00000167380.17","blue"
"ENSG00000276115.1","turquoise"
"ENSG00000004139.14","turquoise"
"ENSG00000286545.1","grey"
"ENSG00000151694.14","violet"
"ENSG00000286241.1","grey"
"ENSG00000273724.1","grey"
"ENSG00000113205.5","turquoise"
"ENSG00000159217.10","magenta"
"ENSG00000120334.16","brown"
"ENSG00000287232.1","grey"
"ENSG00000232692.1","green"
"ENSG00000106125.14","steelblue"
"ENSG00000229272.2","turquoise"
"ENSG00000102383.14","turquoise"
"ENSG00000198826.11","tan"
"ENSG00000267065.2","blue"
"ENSG00000282393.1","grey"
"ENSG00000271778.1","salmon"
"ENSG00000122873.12","yellow"
"ENSG00000289302.1","grey"
"ENSG00000198556.14","blue"
"ENSG00000165140.12","cyan"
"ENSG00000235908.1","midnightblue"
"ENSG00000002745.13","salmon"
"ENSG00000254480.2","grey"
"ENSG00000285280.2","grey"
"ENSG00000115541.11","grey"
"ENSG00000114166.8","yellow"
"ENSG00000198886.2","tan"
"ENSG00000163512.14","brown"
"ENSG00000172992.13","greenyellow"
"ENSG00000240322.3","grey"
"ENSG00000224281.5","purple"
"ENSG00000268649.5","greenyellow"
"ENSG00000110074.12","blue"
"ENSG00000235151.1","turquoise"
"ENSG00000272690.6","grey"
"ENSG00000136830.12","green"
"ENSG00000175283.8","purple"
"ENSG00000251596.1","grey"
"ENSG00000262133.1","grey"
"ENSG00000146066.3","yellow"
"ENSG00000204338.8","turquoise"
"ENSG00000159231.6","turquoise"
"ENSG00000214826.5","turquoise"
"ENSG00000127366.5","grey"
"ENSG00000176092.17","royalblue"
"ENSG00000272417.1","salmon"
"ENSG00000189238.6","turquoise"
"ENSG00000253305.3","lightcyan"
"ENSG00000271742.1","purple"
"ENSG00000088053.11","grey"
"ENSG00000225039.2","purple"
"ENSG00000182841.13","greenyellow"
"ENSG00000225171.2","grey"
"ENSG00000267226.2","blue"
"ENSG00000126838.10","turquoise"
"ENSG00000255201.1","midnightblue"
"ENSG00000164010.15","grey"
"ENSG00000153790.12","green"
"ENSG00000165169.11","black"
"ENSG00000129910.8","black"
"ENSG00000095539.15","grey"
"ENSG00000253636.1","salmon"
"ENSG00000270332.3","blue"
"ENSG00000188185.13","green"
"ENSG00000235910.2","midnightblue"
"ENSG00000137709.10","royalblue"
"ENSG00000160213.9","blue"
"ENSG00000226942.2","grey"
"ENSG00000205208.5","blue"
"ENSG00000214776.12","lightcyan"
"ENSG00000266469.2","grey"
"ENSG00000242479.1","pink"
"ENSG00000214189.9","turquoise"
"ENSG00000274667.1","purple"
"ENSG00000243364.8","salmon"
"ENSG00000055208.19","tan"
"ENSG00000237094.12","greenyellow"
"ENSG00000105963.15","cyan"
"ENSG00000125753.14","turquoise"
"ENSG00000127152.18","darkturquoise"
"ENSG00000109814.12","pink"
"ENSG00000219693.3","grey"
"ENSG00000136895.19","turquoise"
"ENSG00000234127.9","brown"
"ENSG00000104853.16","red"
"ENSG00000204954.10","yellow"
"ENSG00000111348.9","green"
"ENSG00000240207.7","salmon"
"ENSG00000204361.10","grey"
"ENSG00000157734.14","pink"
"ENSG00000183742.13","royalblue"
"ENSG00000263990.1","greenyellow"
"ENSG00000182379.10","turquoise"
"ENSG00000256588.1","grey"
"ENSG00000132386.11","grey60"
"ENSG00000221962.5","midnightblue"
"ENSG00000118705.17","brown"
"ENSG00000165417.12","brown"
"ENSG00000254122.3","lightcyan"
"ENSG00000144406.19","lightyellow"
"ENSG00000289546.1","grey"
"ENSG00000196247.13","grey"
"ENSG00000241741.1","magenta"
"ENSG00000146425.11","brown"
"ENSG00000119969.15","green"
"ENSG00000269929.4","black"
"ENSG00000167216.19","blue"
"ENSG00000168938.6","blue"
"ENSG00000180957.19","brown"
"ENSG00000203546.7","grey"
"ENSG00000235513.2","blue"
"ENSG00000237032.1","grey"
"ENSG00000234354.3","magenta"
"ENSG00000233175.2","turquoise"
"ENSG00000131941.8","turquoise"
"ENSG00000270388.1","magenta"
"ENSG00000137944.18","purple"
"ENSG00000270482.1","grey"
"ENSG00000241404.7","turquoise"
"ENSG00000170006.12","green"
"ENSG00000289244.1","purple"
"ENSG00000274213.1","black"
"ENSG00000101213.7","royalblue"
"ENSG00000107929.16","blue"
"ENSG00000234558.1","magenta"
"ENSG00000229388.1","red"
"ENSG00000084733.11","yellow"
"ENSG00000272768.1","turquoise"
"ENSG00000164270.18","turquoise"
"ENSG00000156411.10","yellow"
"ENSG00000167566.17","lightcyan"
"ENSG00000261669.1","midnightblue"
"ENSG00000287966.1","purple"
"ENSG00000213430.6","magenta"
"ENSG00000123360.12","pink"
"ENSG00000146243.14","blue"
"ENSG00000289446.1","purple"
"ENSG00000106392.11","grey60"
"ENSG00000226581.3","grey"
"ENSG00000156486.8","green"
"ENSG00000197140.15","green"
"ENSG00000112305.15","tan"
"ENSG00000129235.11","red"
"ENSG00000273464.1","red"
"ENSG00000176840.13","blue"
"ENSG00000257696.1","green"
"ENSG00000078114.19","green"
"ENSG00000141447.19","grey"
"ENSG00000138801.9","turquoise"
"ENSG00000280200.1","pink"
"ENSG00000143493.13","tan"
"ENSG00000273428.4","brown"
"ENSG00000259826.1","purple"
"ENSG00000144642.22","turquoise"
"ENSG00000264343.7","grey"
"ENSG00000202415.1","grey60"
"ENSG00000124678.20","darkorange"
"ENSG00000077616.11","turquoise"
"ENSG00000225914.4","turquoise"
"ENSG00000236432.8","grey"
"ENSG00000196812.6","brown"
"ENSG00000197594.14","turquoise"
"ENSG00000287608.1","pink"
"ENSG00000257839.1","brown"
"ENSG00000276545.1","lightcyan"
"ENSG00000178209.17","yellow"
"ENSG00000254997.4","greenyellow"
"ENSG00000258308.6","grey"
"ENSG00000259685.3","yellow"
"ENSG00000196656.7","magenta"
"ENSG00000183476.13","tan"
"ENSG00000103449.13","lightyellow"
"ENSG00000115207.14","brown"
"ENSG00000204314.12","turquoise"
"ENSG00000163132.8","turquoise"
"ENSG00000256091.1","purple"
"ENSG00000166501.14","cyan"
"ENSG00000139618.17","green"
"ENSG00000149639.15","turquoise"
"ENSG00000181588.17","turquoise"
"ENSG00000164729.8","salmon"
"ENSG00000196345.13","blue"
"ENSG00000176920.13","blue"
"ENSG00000273010.1","purple"
"ENSG00000114030.13","brown"
"ENSG00000136944.19","turquoise"
"ENSG00000232884.10","cyan"
"ENSG00000248049.8","grey"
"ENSG00000130307.12","green"
"ENSG00000232023.3","green"
"ENSG00000181061.14","yellow"
"ENSG00000248406.1","grey"
"ENSG00000171813.14","brown"
"ENSG00000138080.14","turquoise"
"ENSG00000228412.9","turquoise"
"ENSG00000118322.14","darkgreen"
"ENSG00000279066.1","turquoise"
"ENSG00000113645.15","royalblue"
"ENSG00000120725.13","red"
"ENSG00000244124.1","turquoise"
"ENSG00000012660.14","turquoise"
"ENSG00000168792.5","red"
"ENSG00000168913.7","lightyellow"
"ENSG00000197343.11","brown"
"ENSG00000240038.7","midnightblue"
"ENSG00000101883.5","grey"
"ENSG00000214514.8","darkgreen"
"ENSG00000278959.1","salmon"
"ENSG00000162630.6","grey"
"ENSG00000260095.1","blue"
"ENSG00000255085.8","blue"
"ENSG00000171823.7","red"
"ENSG00000140839.13","salmon"
"ENSG00000137463.5","grey"
"ENSG00000250995.1","turquoise"
"ENSG00000261488.1","pink"
"ENSG00000259342.1","pink"
"ENSG00000203814.7","grey"
"ENSG00000289194.1","red"
"ENSG00000249489.1","magenta"
"ENSG00000136059.16","green"
"ENSG00000198785.7","grey"
"ENSG00000176927.16","grey"
"ENSG00000289522.1","purple"
"ENSG00000169814.16","grey"
"ENSG00000253667.2","midnightblue"
"ENSG00000240392.1","magenta"
"ENSG00000267784.1","grey"
"ENSG00000100351.17","darkturquoise"
"ENSG00000250286.2","blue"
"ENSG00000180694.14","grey"
"ENSG00000244471.6","blue"
"ENSG00000204186.10","yellow"
"ENSG00000230701.2","pink"
"ENSG00000261474.1","lightgreen"
"ENSG00000156453.14","green"
"ENSG00000122223.13","darkturquoise"
"ENSG00000273797.1","grey"
"ENSG00000176826.15","turquoise"
"ENSG00000187627.17","grey"
"ENSG00000163006.12","yellow"
"ENSG00000279488.1","turquoise"
"ENSG00000244462.8","grey"
"ENSG00000175175.6","green"
"ENSG00000227507.3","darkturquoise"
"ENSG00000270871.1","turquoise"
"ENSG00000134291.12","blue"
"ENSG00000141441.16","grey"
"ENSG00000166595.12","red"
"ENSG00000287205.1","grey"
"ENSG00000188215.10","black"
"ENSG00000123179.14","turquoise"
"ENSG00000280399.1","greenyellow"
"ENSG00000228253.1","tan"
"ENSG00000175106.17","turquoise"
"ENSG00000267855.6","yellow"
"ENSG00000166387.14","lightgreen"
"ENSG00000287745.1","greenyellow"
"ENSG00000213186.8","salmon"
"ENSG00000157554.20","green"
"ENSG00000229456.1","grey"
"ENSG00000182327.8","purple"
"ENSG00000240990.10","yellow"
"ENSG00000228763.1","grey"
"ENSG00000229956.11","purple"
"ENSG00000164715.6","grey"
"ENSG00000260051.1","pink"
"ENSG00000118482.12","grey"
"ENSG00000108604.17","green"
"ENSG00000233560.2","grey"
"ENSG00000132510.11","lightcyan"
"ENSG00000214185.3","grey"
"ENSG00000103740.10","pink"
"ENSG00000275223.1","grey"
"ENSG00000183239.5","magenta"
"ENSG00000226413.2","blue"
"ENSG00000225200.2","magenta"
"ENSG00000106080.11","grey"
"ENSG00000115904.15","tan"
"ENSG00000169019.11","grey"
"ENSG00000173153.17","red"
"ENSG00000161640.15","cyan"
"ENSG00000263586.1","grey"
