"gene","module"
"ENSG00000197557.7","purple"
"ENSG00000170899.11","blue"
"ENSG00000170927.15","grey"
"ENSG00000167705.12","yellow"
"ENSG00000287276.1","grey"
"ENSG00000233184.8","grey"
"ENSG00000103507.14","yellow"
"ENSG00000130347.13","yellow"
"ENSG00000224208.1","grey"
"ENSG00000279255.1","grey"
"ENSG00000270733.1","blue"
"ENSG00000187068.3","turquoise"
"ENSG00000169122.12","yellow"
"ENSG00000214093.3","grey"
"ENSG00000139344.8","grey"
"ENSG00000242791.2","red"
"ENSG00000289330.1","grey"
"ENSG00000277452.1","grey"
"ENSG00000213722.10","turquoise"
"ENSG00000178202.13","turquoise"
"ENSG00000205456.11","grey"
"ENSG00000179580.10","darkorange"
"ENSG00000142961.16","grey"
"ENSG00000287862.1","green"
"ENSG00000237943.8","yellow"
"ENSG00000109390.13","yellow"
"ENSG00000223393.2","black"
"ENSG00000287809.1","blue"
"ENSG00000232859.10","blue"
"ENSG00000270983.1","grey"
"ENSG00000189067.14","pink"
"ENSG00000173918.15","pink"
"ENSG00000114812.13","green"
"ENSG00000186235.12","red"
"ENSG00000227695.6","grey"
"ENSG00000279433.1","blue"
"ENSG00000211945.2","paleturquoise"
"ENSG00000204241.9","blue"
"ENSG00000107731.12","lightcyan"
"ENSG00000226954.1","grey"
"ENSG00000130517.14","yellow"
"ENSG00000275830.3","grey"
"ENSG00000231035.1","salmon"
"ENSG00000268683.1","grey"
"ENSG00000271737.1","purple"
"ENSG00000288742.1","cyan"
"ENSG00000259436.1","grey"
"ENSG00000275106.1","grey"
"ENSG00000236525.1","grey"
"ENSG00000277893.2","steelblue"
"ENSG00000261924.1","brown"
"ENSG00000181333.12","grey"
"ENSG00000287384.1","grey"
"ENSG00000278743.1","purple"
"ENSG00000204832.10","turquoise"
"ENSG00000103852.13","yellow"
"ENSG00000204177.11","blue"
"ENSG00000224613.7","red"
"ENSG00000276255.2","grey"
"ENSG00000228897.1","grey"
"ENSG00000168389.18","pink"
"ENSG00000275895.7","grey"
"ENSG00000163931.17","black"
"ENSG00000237415.2","grey"
"ENSG00000236090.2","magenta"
"ENSG00000248429.5","blue"
"ENSG00000273165.1","grey"
"ENSG00000143995.20","turquoise"
"ENSG00000233503.1","grey"
"ENSG00000131668.14","grey"
"ENSG00000289183.1","grey"
"ENSG00000218896.1","grey"
"ENSG00000153093.20","purple"
"ENSG00000230790.2","red"
"ENSG00000280077.1","blue"
"ENSG00000213871.3","grey"
"ENSG00000087495.17","green"
"ENSG00000118971.9","turquoise"
"ENSG00000226200.7","purple"
"ENSG00000120327.7","turquoise"
"ENSG00000132965.10","cyan"
"ENSG00000228594.4","grey"
"ENSG00000146147.15","brown"
"ENSG00000214869.5","yellow"
"ENSG00000267278.6","midnightblue"
"ENSG00000279207.1","darkred"
"ENSG00000141510.18","black"
"ENSG00000154263.18","salmon"
"ENSG00000218537.1","grey"
"ENSG00000233321.3","turquoise"
"ENSG00000067048.17","grey"
"ENSG00000179914.5","grey"
"ENSG00000205221.13","green"
"ENSG00000105967.16","cyan"
"ENSG00000288530.1","grey"
"ENSG00000173110.8","pink"
"ENSG00000281392.2","blue"
"ENSG00000171658.8","red"
"ENSG00000260805.2","grey"
"ENSG00000236166.1","turquoise"
"ENSG00000184162.15","brown"
"ENSG00000075043.20","lightyellow"
"ENSG00000272662.1","grey"
"ENSG00000288959.1","grey"
"ENSG00000181201.4","magenta"
"ENSG00000163517.15","yellow"
"ENSG00000218073.1","grey"
"ENSG00000228242.6","brown"
"ENSG00000152822.14","grey"
"ENSG00000197019.5","red"
"ENSG00000232987.2","grey"
"ENSG00000151552.12","yellow"
"ENSG00000172243.18","cyan"
"ENSG00000275367.1","blue"
"ENSG00000102466.16","turquoise"
"ENSG00000172965.17","turquoise"
"ENSG00000227043.3","magenta"
"ENSG00000245662.4","grey"
"ENSG00000226419.8","blue"
"ENSG00000276085.1","turquoise"
"ENSG00000140284.11","grey"
"ENSG00000261266.2","grey"
"ENSG00000229871.1","yellow"
"ENSG00000233217.2","turquoise"
"ENSG00000253293.6","yellow"
"ENSG00000253141.2","brown"
"ENSG00000234036.4","grey"
"ENSG00000271913.8","blue"
"ENSG00000247137.9","black"
"ENSG00000183760.11","grey"
"ENSG00000133106.15","turquoise"
"ENSG00000137070.19","blue"
"ENSG00000271643.2","purple"
"ENSG00000183655.13","grey"
"ENSG00000169258.7","violet"
"ENSG00000137267.7","grey"
"ENSG00000121871.4","grey"
"ENSG00000283667.1","purple"
"ENSG00000129167.10","greenyellow"
"ENSG00000185972.6","darkorange"
"ENSG00000213331.4","magenta"
"ENSG00000231252.4","blue"
"ENSG00000152463.15","brown"
"ENSG00000204852.17","brown"
"ENSG00000249637.3","yellow"
"ENSG00000198019.13","cyan"
"ENSG00000243742.5","blue"
"ENSG00000248837.7","blue"
"ENSG00000070495.15","brown"
"ENSG00000164669.13","grey"
"ENSG00000260494.1","salmon"
"ENSG00000260565.8","brown"
"ENSG00000135540.12","turquoise"
"ENSG00000091039.17","black"
"ENSG00000288775.1","pink"
"ENSG00000133065.11","yellow"
"ENSG00000143850.16","grey"
"ENSG00000274270.1","purple"
"ENSG00000137502.10","tan"
"ENSG00000235448.3","grey"
"ENSG00000241990.5","yellow"
"ENSG00000183426.17","midnightblue"
"ENSG00000279411.1","blue"
"ENSG00000285966.1","brown"
"ENSG00000254638.1","blue"
"ENSG00000166090.8","grey"
"ENSG00000216990.2","grey"
"ENSG00000176381.6","lightyellow"
"ENSG00000267107.9","pink"
"ENSG00000163586.10","grey"
"ENSG00000140678.17","pink"
"ENSG00000143627.19","grey"
"ENSG00000279633.1","yellow"
"ENSG00000287259.1","grey"
"ENSG00000247213.7","grey"
"ENSG00000289584.1","darkred"
"ENSG00000165025.15","cyan"
"ENSG00000067141.17","yellow"
"ENSG00000080298.16","black"
"ENSG00000137558.9","turquoise"
"ENSG00000266955.1","grey"
"ENSG00000204740.11","grey"
"ENSG00000221970.4","grey"
"ENSG00000230454.1","turquoise"
"ENSG00000230397.1","blue"
"ENSG00000223486.1","pink"
"ENSG00000209480.1","pink"
"ENSG00000269893.9","black"
"ENSG00000242562.1","salmon"
"ENSG00000260644.6","grey"
"ENSG00000273729.1","greenyellow"
"ENSG00000154258.17","grey"
"ENSG00000170385.10","turquoise"
"ENSG00000283156.1","grey"
"ENSG00000243871.3","greenyellow"
"ENSG00000220105.2","grey"
"ENSG00000075891.23","grey"
"ENSG00000243509.6","black"
"ENSG00000244945.1","greenyellow"
"ENSG00000274215.1","grey"
"ENSG00000158201.10","blue"
"ENSG00000092871.17","brown"
"ENSG00000134762.17","royalblue"
"ENSG00000183621.15","brown"
"ENSG00000287761.1","grey"
"ENSG00000188931.4","yellow"
"ENSG00000213782.7","grey"
"ENSG00000158710.15","turquoise"
"ENSG00000172673.12","darkturquoise"
"ENSG00000180138.7","grey"
"ENSG00000179855.9","turquoise"
"ENSG00000165238.17","yellow"
"ENSG00000189195.15","midnightblue"
"ENSG00000168961.17","turquoise"
"ENSG00000277459.1","grey"
"ENSG00000187553.10","grey"
"ENSG00000138764.15","green"
"ENSG00000233354.1","grey"
"ENSG00000101230.6","green"
"ENSG00000118507.18","yellow"
"ENSG00000279673.1","blue"
"ENSG00000126243.9","red"
"ENSG00000269113.4","turquoise"
"ENSG00000151967.18","grey"
"ENSG00000133328.4","grey"
"ENSG00000164116.17","turquoise"
"ENSG00000168453.16","darkgrey"
"ENSG00000118495.21","turquoise"
"ENSG00000136732.16","yellow"
"ENSG00000230513.3","purple"
"ENSG00000164056.11","pink"
"ENSG00000145332.14","brown"
"ENSG00000240219.1","darkred"
"ENSG00000123965.13","blue"
"ENSG00000239332.7","purple"
"ENSG00000236751.3","grey"
"ENSG00000178662.16","turquoise"
"ENSG00000114019.15","grey"
"ENSG00000223597.3","blue"
"ENSG00000154451.15","darkturquoise"
"ENSG00000260105.6","turquoise"
"ENSG00000186439.14","yellow"
"ENSG00000254206.5","black"
"ENSG00000286864.1","blue"
"ENSG00000144802.11","pink"
"ENSG00000276231.5","turquoise"
"ENSG00000247624.6","lightgreen"
"ENSG00000125810.10","turquoise"
"ENSG00000289424.1","green"
"ENSG00000172548.15","black"
"ENSG00000287617.1","grey"
"ENSG00000289196.1","blue"
"ENSG00000226742.4","orange"
"ENSG00000240563.2","grey"
"ENSG00000213700.3","red"
"ENSG00000112561.19","grey"
"ENSG00000165655.17","turquoise"
"ENSG00000154065.17","turquoise"
"ENSG00000132481.7","turquoise"
"ENSG00000236776.1","pink"
"ENSG00000196862.10","grey"
"ENSG00000033327.13","grey"
"ENSG00000231768.2","blue"
"ENSG00000090447.12","grey"
"ENSG00000262959.2","grey"
"ENSG00000115738.10","turquoise"
"ENSG00000279375.1","turquoise"
"ENSG00000286219.2","green"
"ENSG00000143369.15","turquoise"
"ENSG00000237039.1","grey"
"ENSG00000177675.9","cyan"
"ENSG00000101096.20","grey"
"ENSG00000196411.10","green"
"ENSG00000241316.8","blue"
"ENSG00000233542.2","grey"
"ENSG00000289478.1","grey"
"ENSG00000249961.10","darkorange"
"ENSG00000168672.4","green"
"ENSG00000187079.20","blue"
"ENSG00000284615.1","blue"
"ENSG00000099139.14","green"
"ENSG00000146678.10","grey"
"ENSG00000273213.4","turquoise"
"ENSG00000175229.7","blue"
"ENSG00000179082.3","turquoise"
"ENSG00000277969.1","red"
"ENSG00000164841.5","grey"
"ENSG00000271398.1","midnightblue"
"ENSG00000183111.12","grey"
"ENSG00000274737.1","pink"
"ENSG00000176222.9","blue"
"ENSG00000110025.13","red"
"ENSG00000105971.15","pink"
"ENSG00000164850.16","blue"
"ENSG00000218891.5","red"
"ENSG00000203870.6","grey"
"ENSG00000261614.1","magenta"
"ENSG00000128606.13","turquoise"
"ENSG00000163975.13","turquoise"
"ENSG00000125872.8","brown"
"ENSG00000088325.16","grey"
"ENSG00000140450.9","lightcyan"
"ENSG00000128438.10","blue"
"ENSG00000256981.1","grey"
"ENSG00000173626.10","grey"
"ENSG00000249923.1","grey"
"ENSG00000175707.10","royalblue"
"ENSG00000232316.2","blue"
"ENSG00000197083.12","grey"
"ENSG00000287720.1","blue"
"ENSG00000204595.1","blue"
"ENSG00000047648.23","grey"
"ENSG00000144891.19","green"
"ENSG00000287678.1","midnightblue"
"ENSG00000123080.12","blue"
"ENSG00000173917.11","grey"
"ENSG00000184809.13","grey"
"ENSG00000289436.1","grey"
"ENSG00000162104.10","tan"
"ENSG00000143494.16","turquoise"
"ENSG00000105641.4","grey"
"ENSG00000272109.2","brown"
"ENSG00000264569.2","grey"
"ENSG00000100453.14","darkturquoise"
"ENSG00000087237.12","blue"
"ENSG00000157613.11","grey"
"ENSG00000279551.1","grey"
"ENSG00000184274.3","grey"
"ENSG00000122728.6","magenta"
"ENSG00000248994.2","turquoise"
"ENSG00000112319.20","brown"
"ENSG00000224592.5","grey"
"ENSG00000050405.14","turquoise"
"ENSG00000273090.1","grey"
"ENSG00000287369.1","turquoise"
"ENSG00000180871.8","grey"
"ENSG00000196268.12","blue"
"ENSG00000166823.6","yellow"
"ENSG00000226237.3","grey"
"ENSG00000288752.1","purple"
"ENSG00000108960.9","pink"
"ENSG00000213935.3","magenta"
"ENSG00000179431.7","pink"
"ENSG00000256250.1","grey"
"ENSG00000123999.5","grey"
"ENSG00000270585.1","midnightblue"
"ENSG00000168062.10","yellow"
"ENSG00000170091.11","lightyellow"
"ENSG00000215319.2","magenta"
"ENSG00000263412.2","lightgreen"
"ENSG00000279631.1","blue"
"ENSG00000247134.8","yellow"
"ENSG00000229205.5","grey"
"ENSG00000272864.1","blue"
"ENSG00000170323.9","green"
"ENSG00000146733.14","grey"
"ENSG00000143194.13","grey"
"ENSG00000162174.12","black"
"ENSG00000155816.21","darkgreen"
"ENSG00000240032.1","pink"
"ENSG00000227404.1","pink"
"ENSG00000256568.2","blue"
"ENSG00000081237.20","cyan"
"ENSG00000283312.1","blue"
"ENSG00000278621.1","pink"
"ENSG00000230583.8","grey"
"ENSG00000286035.1","tan"
"ENSG00000178980.16","yellow"
"ENSG00000177614.11","yellow"
"ENSG00000167755.15","darkgreen"
"ENSG00000228431.1","blue"
"ENSG00000226723.2","magenta"
"ENSG00000145113.22","grey"
"ENSG00000236304.2","grey"
"ENSG00000287089.1","black"
"ENSG00000107485.18","blue"
"ENSG00000244588.6","grey"
"ENSG00000174669.12","tan"
"ENSG00000274180.1","blue"
"ENSG00000249547.1","blue"
"ENSG00000117154.12","cyan"
"ENSG00000214300.7","grey"
"ENSG00000222112.1","black"
"ENSG00000279827.1","grey"
"ENSG00000114738.11","red"
"ENSG00000144724.20","green"
"ENSG00000046604.14","green"
"ENSG00000229427.1","grey"
"ENSG00000155897.10","turquoise"
"ENSG00000244482.10","cyan"
"ENSG00000286401.1","turquoise"
"ENSG00000271687.1","magenta"
"ENSG00000267293.1","grey"
"ENSG00000129255.16","brown"
"ENSG00000259354.5","grey"
"ENSG00000263179.1","grey"
"ENSG00000149328.15","brown"
"ENSG00000106993.12","brown"
"ENSG00000227954.7","brown"
"ENSG00000204055.5","turquoise"
"ENSG00000152254.11","grey"
"ENSG00000221882.4","grey"
"ENSG00000160593.19","cyan"
"ENSG00000215251.5","brown"
"ENSG00000271996.1","grey"
"ENSG00000259349.3","lightgreen"
"ENSG00000166111.10","turquoise"
"ENSG00000288821.1","grey"
"ENSG00000171817.17","blue"
"ENSG00000169604.21","turquoise"
"ENSG00000167971.16","grey"
"ENSG00000112164.6","grey"
"ENSG00000157927.17","grey"
"ENSG00000223861.1","grey"
"ENSG00000203727.4","turquoise"
"ENSG00000261645.7","grey"
"ENSG00000234567.1","greenyellow"
"ENSG00000110848.8","darkturquoise"
"ENSG00000237667.7","grey"
"ENSG00000261959.1","blue"
"ENSG00000246548.3","brown"
"ENSG00000204657.4","grey"
"ENSG00000109861.17","turquoise"
"ENSG00000240122.1","grey"
"ENSG00000261978.1","steelblue"
"ENSG00000203930.13","turquoise"
"ENSG00000113303.12","greenyellow"
"ENSG00000126773.13","red"
"ENSG00000227544.10","blue"
"ENSG00000140379.9","pink"
"ENSG00000103546.19","turquoise"
"ENSG00000006652.15","midnightblue"
"ENSG00000167114.13","brown"
"ENSG00000287593.1","pink"
"ENSG00000026025.16","green"
"ENSG00000186645.11","grey"
"ENSG00000229320.3","yellow"
"ENSG00000270504.1","pink"
"ENSG00000230526.1","red"
"ENSG00000251396.8","yellow"
"ENSG00000233930.4","blue"
"ENSG00000228436.4","brown"
"ENSG00000196301.3","grey"
"ENSG00000237986.4","grey"
"ENSG00000155792.10","tan"
"ENSG00000185532.20","yellow"
"ENSG00000256870.3","magenta"
"ENSG00000240480.1","magenta"
"ENSG00000243978.8","grey"
"ENSG00000225937.3","steelblue"
"ENSG00000005884.18","turquoise"
"ENSG00000223558.1","grey"
"ENSG00000212695.5","magenta"
"ENSG00000138944.8","turquoise"
"ENSG00000120549.18","brown"
"ENSG00000147889.18","steelblue"
"ENSG00000278090.3","turquoise"
"ENSG00000256222.3","magenta"
"ENSG00000164093.18","tan"
"ENSG00000248265.2","grey"
"ENSG00000261762.1","grey"
"ENSG00000230847.4","grey"
"ENSG00000125462.19","lightyellow"
"ENSG00000143631.11","royalblue"
"ENSG00000197891.12","magenta"
"ENSG00000228839.5","black"
"ENSG00000187498.16","green"
"ENSG00000277715.1","blue"
"ENSG00000115946.8","brown"
"ENSG00000250815.1","grey"
"ENSG00000279078.1","grey"
"ENSG00000204219.11","blue"
"ENSG00000286782.1","salmon"
"ENSG00000008118.10","blue"
"ENSG00000150551.11","darkgrey"
"ENSG00000271499.1","grey"
"ENSG00000223756.8","grey"
"ENSG00000271538.6","blue"
"ENSG00000235267.1","grey"
"ENSG00000168497.5","grey"
"ENSG00000102024.19","turquoise"
"ENSG00000236682.3","purple"
"ENSG00000207955.5","lightyellow"
"ENSG00000280048.1","grey"
"ENSG00000172578.12","lightcyan"
"ENSG00000278771.1","grey"
"ENSG00000111647.13","red"
"ENSG00000225080.1","grey"
"ENSG00000223754.1","grey"
"ENSG00000233665.8","grey"
"ENSG00000176887.7","turquoise"
"ENSG00000030419.17","blue"
"ENSG00000255100.1","green"
"ENSG00000253372.5","grey"
"ENSG00000275759.1","red"
"ENSG00000155893.13","turquoise"
"ENSG00000204352.4","darkgrey"
"ENSG00000241007.1","grey"
"ENSG00000225101.7","grey"
"ENSG00000163191.6","turquoise"
"ENSG00000147804.10","red"
"ENSG00000266588.1","turquoise"
"ENSG00000260288.5","grey"
"ENSG00000197467.17","lightcyan"
"ENSG00000145721.12","lightyellow"
"ENSG00000127377.10","turquoise"
"ENSG00000176681.14","grey"
"ENSG00000099917.17","brown"
"ENSG00000286872.1","turquoise"
"ENSG00000241112.1","midnightblue"
"ENSG00000269800.1","grey"
"ENSG00000219186.2","yellow"
"ENSG00000260454.2","black"
"ENSG00000185689.17","orange"
"ENSG00000230829.3","grey"
"ENSG00000205177.7","brown"
"ENSG00000233461.6","red"
"ENSG00000267212.1","grey"
"ENSG00000115286.21","yellow"
"ENSG00000141076.18","brown"
"ENSG00000171954.13","brown"
"ENSG00000236153.1","grey"
"ENSG00000288846.1","yellow"
"ENSG00000137133.11","yellow"
"ENSG00000188050.3","grey"
"ENSG00000279928.2","grey"
"ENSG00000264112.1","midnightblue"
"ENSG00000235660.2","grey"
"ENSG00000186844.6","royalblue"
"ENSG00000136770.11","brown"
"ENSG00000283196.2","turquoise"
"ENSG00000266998.1","brown"
"ENSG00000111641.12","brown"
"ENSG00000152078.10","yellow"
"ENSG00000277363.5","darkgreen"
"ENSG00000260182.1","grey"
"ENSG00000259378.1","grey"
"ENSG00000095739.11","grey"
"ENSG00000143630.10","grey"
"ENSG00000186470.14","turquoise"
"ENSG00000177432.8","purple"
"ENSG00000261693.1","purple"
"ENSG00000205683.12","orange"
"ENSG00000141741.12","brown"
"ENSG00000275700.6","brown"
"ENSG00000162493.17","brown"
"ENSG00000163064.7","yellow"
"ENSG00000026103.23","turquoise"
"ENSG00000154146.13","turquoise"
"ENSG00000178404.10","darkorange"
"ENSG00000140323.6","grey"
"ENSG00000261192.1","grey"
"ENSG00000270813.2","grey"
"ENSG00000169247.14","turquoise"
"ENSG00000226556.2","grey"
"ENSG00000234840.2","turquoise"
"ENSG00000086570.13","turquoise"
"ENSG00000186827.11","lightcyan"
"ENSG00000205562.4","turquoise"
"ENSG00000099284.15","blue"
"ENSG00000279616.1","grey"
"ENSG00000205361.9","black"
"ENSG00000104324.16","turquoise"
"ENSG00000187672.14","darkgreen"
"ENSG00000173599.15","red"
"ENSG00000255815.3","grey"
"ENSG00000162458.13","pink"
"ENSG00000167634.12","magenta"
"ENSG00000113532.13","turquoise"
"ENSG00000108448.23","grey"
"ENSG00000064989.13","green"
"ENSG00000128228.5","brown"
"ENSG00000236060.2","magenta"
"ENSG00000141497.14","turquoise"
"ENSG00000170522.10","turquoise"
"ENSG00000105889.16","blue"
"ENSG00000248636.7","yellow"
"ENSG00000259692.6","grey"
"ENSG00000246090.8","turquoise"
"ENSG00000263089.1","blue"
"ENSG00000136143.16","yellow"
"ENSG00000198814.14","blue"
"ENSG00000167994.13","turquoise"
"ENSG00000271259.1","turquoise"
"ENSG00000255058.1","yellow"
"ENSG00000171759.10","white"
"ENSG00000196167.10","turquoise"
"ENSG00000278962.1","turquoise"
"ENSG00000177133.13","turquoise"
"ENSG00000115252.18","turquoise"
"ENSG00000078795.17","grey"
"ENSG00000164970.15","brown"
"ENSG00000265808.4","brown"
"ENSG00000230323.6","grey"
"ENSG00000264573.2","salmon"
"ENSG00000170989.10","pink"
"ENSG00000181374.8","cyan"
"ENSG00000230147.2","grey"
"ENSG00000141384.13","brown"
"ENSG00000188730.5","darkgrey"
"ENSG00000235319.1","grey"
"ENSG00000228657.1","grey"
"ENSG00000156239.12","yellow"
"ENSG00000254254.7","grey"
"ENSG00000148225.16","grey"
"ENSG00000286722.1","grey"
"ENSG00000284618.1","magenta"
"ENSG00000156076.10","lightyellow"
"ENSG00000105141.6","royalblue"
"ENSG00000113525.10","grey"
"ENSG00000235044.1","grey"
"ENSG00000141867.19","brown"
"ENSG00000073734.10","green"
"ENSG00000243403.1","magenta"
"ENSG00000289004.1","grey"
"ENSG00000260762.1","grey"
"ENSG00000105011.9","brown"
"ENSG00000218976.2","blue"
"ENSG00000156395.14","darkgreen"
"ENSG00000285190.1","lightcyan"
"ENSG00000160963.14","grey"
"ENSG00000163873.10","darkgreen"
"ENSG00000257542.5","yellow"
"ENSG00000185697.17","blue"
"ENSG00000149922.12","red"
"ENSG00000210156.1","tan"
"ENSG00000161270.20","magenta"
"ENSG00000277382.1","midnightblue"
"ENSG00000138018.19","brown"
"ENSG00000236671.9","blue"
"ENSG00000236833.1","grey"
"ENSG00000166557.14","turquoise"
"ENSG00000109738.11","blue"
"ENSG00000258777.2","grey"
"ENSG00000196860.8","grey"
"ENSG00000274184.1","darkred"
"ENSG00000152192.8","steelblue"
"ENSG00000171115.4","green"
"ENSG00000204963.6","grey"
"ENSG00000129450.9","cyan"
"ENSG00000271605.6","turquoise"
"ENSG00000162407.9","pink"
"ENSG00000049323.16","turquoise"
"ENSG00000198804.2","grey"
"ENSG00000253807.6","grey"
"ENSG00000196358.12","darkgrey"
"ENSG00000090924.15","turquoise"
"ENSG00000275358.1","blue"
"ENSG00000233611.4","blue"
"ENSG00000170425.4","grey"
"ENSG00000151079.7","turquoise"
"ENSG00000065609.15","lightyellow"
"ENSG00000268055.2","salmon"
"ENSG00000242088.1","grey"
"ENSG00000213085.10","turquoise"
"ENSG00000197561.7","grey"
"ENSG00000279891.1","pink"
"ENSG00000270379.6","darkorange"
"ENSG00000087842.11","brown"
"ENSG00000138646.9","turquoise"
"ENSG00000117480.16","orange"
"ENSG00000277214.1","turquoise"
"ENSG00000221887.6","turquoise"
"ENSG00000250853.1","grey"
"ENSG00000165996.14","grey60"
"ENSG00000196756.14","black"
"ENSG00000145730.21","blue"
"ENSG00000267222.1","grey"
"ENSG00000138152.10","salmon"
"ENSG00000051523.11","blue"
"ENSG00000279825.1","grey"
"ENSG00000223723.1","grey"
"ENSG00000159339.13","grey"
"ENSG00000276096.1","grey"
"ENSG00000179144.5","green"
"ENSG00000228624.8","blue"
"ENSG00000126353.3","pink"
"ENSG00000205213.14","orange"
"ENSG00000259045.1","magenta"
"ENSG00000260855.1","blue"
"ENSG00000267414.1","yellow"
"ENSG00000170370.12","turquoise"
"ENSG00000258133.1","blue"
"ENSG00000282787.1","grey"
"ENSG00000168032.10","grey"
"ENSG00000150636.17","yellow"
"ENSG00000120129.6","grey"
"ENSG00000289080.1","grey"
"ENSG00000186431.19","black"
"ENSG00000198915.12","blue"
"ENSG00000254101.8","grey"
"ENSG00000288704.1","grey"
"ENSG00000188765.7","grey"
"ENSG00000248515.2","turquoise"
"ENSG00000114923.17","turquoise"
"ENSG00000184350.11","turquoise"
"ENSG00000204569.10","salmon"
"ENSG00000144063.4","turquoise"
"ENSG00000056558.11","blue"
"ENSG00000211943.2","paleturquoise"
"ENSG00000169087.11","black"
"ENSG00000289586.1","blue"
"ENSG00000197358.9","magenta"
"ENSG00000234775.2","grey"
"ENSG00000175745.14","turquoise"
"ENSG00000229422.2","grey"
"ENSG00000180383.4","grey"
"ENSG00000254028.1","grey"
"ENSG00000013441.17","midnightblue"
"ENSG00000179598.6","grey"
"ENSG00000254231.3","blue"
"ENSG00000284605.1","grey"
"ENSG00000070526.15","green"
"ENSG00000165424.7","tan"
"ENSG00000123908.12","brown"
"ENSG00000182107.7","turquoise"
"ENSG00000284669.1","midnightblue"
"ENSG00000257335.8","black"
"ENSG00000288938.1","yellow"
"ENSG00000162430.18","red"
"ENSG00000215284.2","grey"
"ENSG00000087494.16","turquoise"
"ENSG00000205704.7","lightyellow"
"ENSG00000235381.1","black"
"ENSG00000163297.18","green"
"ENSG00000162437.14","yellow"
"ENSG00000148429.15","brown"
"ENSG00000229570.2","magenta"
"ENSG00000183250.13","purple"
"ENSG00000051128.19","red"
"ENSG00000077238.14","pink"
"ENSG00000188487.12","darkgreen"
"ENSG00000112486.18","grey"
"ENSG00000179406.9","blue"
"ENSG00000050820.17","brown"
"ENSG00000116017.11","red"
"ENSG00000243701.8","turquoise"
"ENSG00000168899.5","yellow"
"ENSG00000116157.6","grey60"
"ENSG00000107831.14","greenyellow"
"ENSG00000233818.1","grey"
"ENSG00000117859.19","black"
"ENSG00000261795.1","grey"
"ENSG00000242405.2","grey"
"ENSG00000171793.16","brown"
"ENSG00000224934.6","blue"
"ENSG00000107968.10","pink"
"ENSG00000204172.12","blue"
"ENSG00000224565.2","grey"
"ENSG00000289592.1","purple"
"ENSG00000175471.20","pink"
"ENSG00000141401.12","red"
"ENSG00000227082.3","blue"
"ENSG00000274833.1","grey"
"ENSG00000157064.11","darkgrey"
"ENSG00000285106.2","black"
"ENSG00000237793.3","magenta"
"ENSG00000265008.1","purple"
"ENSG00000135245.10","pink"
"ENSG00000250337.8","turquoise"
"ENSG00000269303.1","grey"
"ENSG00000279339.1","grey"
"ENSG00000262663.1","black"
"ENSG00000148730.7","brown"
"ENSG00000143179.16","black"
"ENSG00000289504.1","brown"
"ENSG00000106701.13","grey"
"ENSG00000131094.4","darkgreen"
"ENSG00000224413.1","turquoise"
"ENSG00000289425.1","grey"
"ENSG00000197575.6","grey"
"ENSG00000117226.12","turquoise"
"ENSG00000134802.18","turquoise"
"ENSG00000188460.4","magenta"
"ENSG00000274251.1","grey"
"ENSG00000146966.13","turquoise"
"ENSG00000146938.16","turquoise"
"ENSG00000174059.17","turquoise"
"ENSG00000142185.18","cyan"
"ENSG00000026297.17","turquoise"
"ENSG00000198914.5","lightyellow"
"ENSG00000164050.13","green"
"ENSG00000287715.1","grey"
"ENSG00000288878.1","grey"
"ENSG00000234222.6","black"
"ENSG00000168546.11","cyan"
"ENSG00000172817.4","turquoise"
"ENSG00000224660.2","black"
"ENSG00000070731.11","yellow"
"ENSG00000023902.14","violet"
"ENSG00000229558.2","blue"
"ENSG00000213650.3","magenta"
"ENSG00000289288.1","blue"
"ENSG00000123338.13","cyan"
"ENSG00000198131.15","blue"
"ENSG00000173531.16","blue"
"ENSG00000288002.1","blue"
"ENSG00000168676.11","darkorange"
"ENSG00000272489.1","grey"
"ENSG00000144229.13","turquoise"
"ENSG00000181240.14","grey"
"ENSG00000172260.15","green"
"ENSG00000109906.15","brown"
"ENSG00000231742.6","blue"
"ENSG00000142552.8","turquoise"
"ENSG00000147813.16","greenyellow"
"ENSG00000162639.16","steelblue"
"ENSG00000245888.7","turquoise"
"ENSG00000254415.4","cyan"
"ENSG00000148572.16","black"
"ENSG00000147592.9","yellow"
"ENSG00000224743.7","pink"
"ENSG00000167554.15","blue"
"ENSG00000141750.7","grey"
"ENSG00000205464.13","blue"
"ENSG00000166012.17","brown"
"ENSG00000056487.16","turquoise"
"ENSG00000232655.1","grey"
"ENSG00000154493.20","blue"
"ENSG00000104490.18","turquoise"
"ENSG00000164989.17","blue"
"ENSG00000121933.19","cyan"
"ENSG00000134297.7","grey"
"ENSG00000166949.17","orange"
"ENSG00000280502.1","purple"
"ENSG00000258527.1","grey"
"ENSG00000230013.2","grey"
"ENSG00000157551.19","pink"
"ENSG00000273136.8","green"
"ENSG00000186654.21","green"
"ENSG00000090238.12","black"
"ENSG00000262966.2","grey"
"ENSG00000213694.6","green"
"ENSG00000165072.10","green"
"ENSG00000187098.18","tan"
"ENSG00000274460.1","black"
"ENSG00000171116.7","grey"
"ENSG00000287299.1","midnightblue"
"ENSG00000179913.11","skyblue"
"ENSG00000272597.1","salmon"
"ENSG00000233670.7","grey"
"ENSG00000231133.8","grey"
"ENSG00000258199.1","grey"
"ENSG00000173698.18","green"
"ENSG00000136237.19","turquoise"
